Organization Name,Organization Name URL,Full Description,Industries,Website,Headquarters Location,Description,CB Rank (Company),SEMrush - Monthly Visits,SEMrush - Average Visits (6 months),SEMrush - Monthly Visits Growth,SEMrush - Visit Duration Growth,SEMrush - Visit Duration,SEMrush - Page Views / Visit,SEMrush - Page Views / Visit Growth,SEMrush - Bounce Rate,SEMrush - Bounce Rate Growth,SEMrush - Global Traffic Rank,SEMrush - Monthly Rank Change (#),SEMrush - Monthly Rank Growth,Headquarters Regions,Operating Status,Founded Date,Founded Date Precision,Number of Founders,Number of Employees,Founders,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
CloudSaver,https://www.crunchbase.com/organization/cloudsaver,,"Cloud Computing, Outsourcing, Technical Support",https://www.cloudsaver.com,"Lenexa, Kansas, United States","CloudSaver is a cost optimization firm that offers outsourcing, cloud computing and technical support to IT organizations.","48,336","28,070","90,808.83",-88.64%,4.03%,"2,300",6.28,-5.93%,16.98%,50%,"1,205,560","934,425",344.63%,Midwestern US,Active,2018-01-01,year,1,1-10,Mark Williams,,,,,
Hyperlink,https://www.crunchbase.com/organization/hyperlink-technologies,"Hyperlink is a global supercomputer network, enabling everyone to earn money passively by simply downloading our app and turning on their computers to host all kinds of websites, mobile applications, and software, empowering businesses to scale affordably with the power of the world's servers. We are building the next Internet.","Cloud Computing, Information Technology, Internet, PaaS, Software",http://hyperlink.org,"San Francisco, California, United States",AWS x Sharing Economy,"110,350","27,847","9,297.5",267.86%,"1,200%",481,3.45,30.49%,0%,-4.72%,"1,257,282","-1,261,209",-50.08%,"San Francisco Bay Area, West Coast, Western US",Active,2020-01-01,year,2,1-10,"Marta Parke, Tai Au",,,,,
Kubeshop,https://www.crunchbase.com/organization/kubeshop,Kubeshop is the first in the world Open-Source Accelerator/Incubator focusing on building projects for developers in the Kubernetes ecosystem.,"Cloud Computing, Cloud Infrastructure, Cloud Management, Open Source, Software",https://kubeshop.io/,"Wilmington, Delaware, United States","At Kubeshop, our mission is to build a thriving open-source ecosystem and pipeline of next generation Kubernetes products and projects.","149,100","27,684","28,105",9.07%,"2,500%",26,1.05,2.71%,98.58%,0.52%,"1,215,699","7,691",0.64%,"Greater Philadelphia Area, East Coast, Southern US",Active,2021-01-01,year,1,11-50,Dmitry Fonarev,,,,,
Upbound,https://www.crunchbase.com/organization/upbound,"Upbound runs, scales, and optimizes its clients' services across multiple public and private cloud environments. Its product offerings are available via a subscription model that currently has two tiers. The first is a free tier catering to individuals getting started with control planes and who need tooling to debug and share their Crossplane providers and configurations. It includes full access to Universal Crossplane (UXP), the ability to publish public listings in Upbound Registry, and limited access to Upbound Cloud.  The company was founded in 2017 and is headquartered in Seattle, Washington.","Cloud Computing, Information Services, Information Technology, Software",https://upbound.io/,"Seattle, Washington, United States","Upbound is an infrastructure management platform that runs, scales, and optimizes services across multiple cloud environments.","5,583","27,436","16,606.67",1.88%,490.91%,65,1.36,4.4%,83.7%,20.22%,"1,222,678","56,730",4.87%,"Greater Seattle Area, West Coast, Western US",Active,2017-01-01,year,1,51-100,Bassam Tabbara,,,,,
TechStartups,https://www.crunchbase.com/organization/techstartups,TechStartups.com is an exclusive platform dedicated to covering and promoting technology startups. Techstartups.com is also a platform to explore exciting and new products from innovative startups and be part of their success stories.,"Cloud Computing, Cyber Security, Internet",https://techstartups.com,"Westminster, Maryland, United States",TechStartups.com is an exclusive platform dedicated to covering and promoting technology startups.,"545,953","26,947","56,031",-63.9%,-87.17%,157,1.12,-54.35%,89.29%,23.33%,"1,281,863","637,942",99.07%,"Greater Baltimore-Maryland Area, East Coast, Southern US",Active,2017-01-01,year,,1-10,,,,,,
HyperProof,https://www.crunchbase.com/organization/hyperproof,"Hyperproof is a cloud-based compliance operations software that collects evidence automatically and manages a compliance program intelligently. It serves as a system of record for an organization’s compliance data and gives teams involved in compliance with the tools they need to collaborate with stakeholders in and outside of their organization. With this innovative approach, it helps organizations meet their highest aspirations and demonstrate their commitment to protecting their customers, shareholders, partners, and suppliers along with the greater community. The software not only reduces administrative work from compliance processes, but it also helps organizations mitigate their risks on an ongoing basis which is especially important in a time when the regulatory and economic environments are uncertain and cybersecurity risk is on the rise. HyperProof was founded in 2018 by Craig Unger and it is headquartered in Bellevue, Washington.","Blockchain, Cloud Computing, Compliance, Enterprise Software, SaaS, Software",https://www.hyperproof.io,"Bellevue, Washington, United States",Hyperproof is a cloud-based compliance operations software that collects evidence automatically and manages a compliance program.,"7,231","26,568","26,896.5",10.25%,"1,510.53%",306,1.18,1.84%,85.86%,-5.71%,"1,293,462","-39,357",-2.95%,"Greater Seattle Area, West Coast, Western US",Active,2018-08-17,day,1,11-50,Craig Unger,,,,,
AMD Pensando,https://www.crunchbase.com/organization/pensando,"Pensando Systems is advancing distributed computing designed for the New Edge, powering software-defined cloud, compute, networking, storage, and security services to transform existing architectures into secure, ultra-fast environments demanded by next-generation applications. The platform was developed in collaboration with the largest cloud, enterprise, storage, and telecommunications leaders and is supported by partnerships and investments with HPE, NetApp, Equinix, and multiple Fortune 500 customers.","Cloud Computing, Cloud Infrastructure, Cloud Security, Enterprise Software, Network Hardware",http://www.pensando.io/,"Milpitas, California, United States",Pensando is a developer of new edge services and programmable processors for enterprise and cloud computing.,"2,120","26,555","94,035.67",-77.44%,36.67%,"1,107",1.6,-62.86%,60%,95%,"1,294,025","819,071",172.45%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2017-01-01,year,5,251-500,"John Chambers, Luca Cafiero, Mario Mazzola, Prem Jain, Soni Jiandani",,,,,
EserveCloud,https://www.crunchbase.com/organization/eservecloud,,"Cloud Computing, Information Technology, Mobile Apps, Software, Unified Communications",https://www.eservecloud.com,"Irvine, California, United States","EserveCloud is a software company that offers message exchange, communication, cloud applications, VoIP, and mobile apps solutions.","1,067,685","26,244","30,695",-39%,-73.4%,104,1.04,-5.03%,96.12%,6.07%,"1,258,028","386,437",44.34%,"Greater Los Angeles Area, West Coast, Western US",Active,2016-01-01,year,,1-10,,,,,,
Numerro,https://www.crunchbase.com/organization/numerro,,"Cloud Computing, Data Storage, Software",https://www.numerro.io,"Denver, Colorado, United States",Numerro offers cloud-based reporting and dashboarding software solutions.,"643,734","25,960","18,654.33",-4.67%,22.64%,753,2.69,44.04%,56.62%,-12.33%,"1,311,121","81,986",6.67%,"Greater Denver Area, Western US",Active,2020-01-01,year,,1-10,,,,,,
Serverspace,https://www.crunchbase.com/organization/serverspace-a938,"Serverspace is an ideal online Сloud IT infrastructure rental service. Our service lets you configure and deploy virtual servers, configure network circuits, order SSL certificates, administer domain zones and monitoring.","Cloud Computing, Cloud Infrastructure, Web Hosting",https://serverspace.us,"Claymont, Delaware, United States",Cloud service for Developers,"302,462","25,655","23,503.67",69.61%,99.3%,285,1.24,-4.01%,88.18%,4.44%,"1,324,825","-405,593",-23.44%,"Greater Philadelphia Area, East Coast, Southern US",Active,2019-12-15,day,2,11-50,"Konstantin Kudryashov, Vitaliy Gritsay",,,,,
Infracost,https://www.crunchbase.com/organization/infracost,"Infracost creates cloud cost estimates for infrastructure as code in pull requests, so developers know how much their cloud resources will cost before launching them, creating a cost-aware engineering organization.",Cloud Computing,https://infracost.io,"Santa Barbara, California, United States",Infracost is a cloud cost estimator that is open source and fully focused on developers.,"23,101","24,368","14,043",247.12%,-94.59%,6,1.11,-40.72%,90.29%,75.08%,"1,362,142","-1,295,247",-48.74%,"West Coast, Western US",Active,2020-01-01,year,3,1-10,"Ali Khajeh-Hosseini, Alistair Scott, Hassan Khajeh-Hosseini",,,,,
West Central Technology,https://www.crunchbase.com/organization/west-central-technology,West Central Technology is a technology company. They can easily price out each of the companies and find the best fit based on their budget. At they believe it goes beyond being the lowest-cost company. The dedication and commitment to their individualized technology solutions.,"Cloud Computing, Cyber Security, Network Hardware, Software",https://www.westcentraltechnology.com,"Willmar, Minnesota, United States",West Central Technology is a subscription-based technology that provides cyber security and hosted solution.,"783,324","24,080",,,,0,1,,100%,,"1,333,527",,,"Great Lakes, Midwestern US",Active,2018-01-01,year,,11-50,,,,,,
VizLine,https://www.crunchbase.com/organization/vizline,,"Cloud Computing, Telecommunications",https://vizline.com/,"Fort Lee, New Jersey, United States","Vizline offers business centers in the US with virtual support, live clerks, cloud phone systems, registrations, and cloud smart tech.","1,728,131","23,940",,,,346,1.31,,68.88%,,"1,375,205",,,"Greater New York Area, East Coast, Northeastern US",Active,2021-01-01,year,,51-100,,,,,,
Whist,https://www.crunchbase.com/organization/whisthq,Whist is a Chrome browser that saves RAM and makes heavy webApps faster.,"Cloud Computing, Operating Systems, Software, Web Browsers",https://www.whist.com,"New York, New York, United States",Whist is a Chrome browser that saves RAM and makes heavy webApps faster.,"29,131","23,265",,"2,633.84%",-63.58%,114,1.9,-11.91%,47.52%,-16.97%,"1,365,514","-5,348,792",-79.66%,"Greater New York Area, East Coast, Northeastern US",Active,2019-11-19,day,2,11-50,"Ming Ying, Philippe Noël",,,,,
Upstack,https://www.crunchbase.com/organization/upstack-2,Upstack provides a team of cloud infrastructure advisors to architect customized solutions for businesses of all sizes. Upstack helps people navigate through challenges to find the best fit for their business.,"Cloud Computing, Cloud Infrastructure, Data Center, Information Technology, Private Cloud",https://www.upstack.com,"New York, New York, United States",Upstack provides a team of cloud infrastructure advisors to architect customized solutions for businesses of all sizes.,"2,737","21,257","7,032.17",226.63%,451.4%,590,6.14,205.4%,25.78%,-62.43%,"1,466,526","-1,276,753",-46.54%,"Greater New York Area, East Coast, Northeastern US",Active,2017-01-01,year,1,11-50,Christopher Trapp,,,,,
Sensu,https://www.crunchbase.com/organization/sensu-inc,"Sensu is a full-stack monitoring platform for dynamic operating environments. The platform enables high-velocity organizations to maintain operational visibility, while supporting software and infrastructure-as-code development best practices, and solving the unique challenges of monitoring in dynamic operating environments (e.g. public/private/hybrid cloud computing environments, container-based environments, and more). As a framework and software platform, Sensu will increase its commitment to open-source, while continuing to innovate as a fundamentally different approach to full-stack monitoring. The company is headquartered in Portland, Oregon with employees distributed across the globe. ","Cloud Computing, Cloud Infrastructure, Data Center Automation, Enterprise Software, Internet, IT Infrastructure, Software",https://sensu.io/,"Portland, Oregon, United States",Sensu is a full-stack monitoring platform for dynamic operating environments.,"32,228","21,212","21,113.83",-6.23%,70.34%,201,1.88,51.03%,63.11%,-26.12%,"1,468,976","79,968",5.76%,"West Coast, Western US",Active,2017-01-30,day,2,11-50,"Caleb Hailey, Sean Porter",,,212447,USD,212447
CodingNomads,https://www.crunchbase.com/organization/codingnomads,"Ranked #7 on SwitchUp’s Best Coding Bootcamps worldwide, and #3 for Data Science, CodingNomads is a small family-run code school that provides a more personal human experience to help you master in-demand coding skills, and have fun doing it! With a mission to help students of all backgrounds improve their skills to improve their lives, CodingNomads’ affordable tuition, scholarships, and various course format options make it the highest quality education at the best value. One of the few bootcamps to teach Java and Python, CodingNomads also offers advanced courses in Data Science & Machine Learning, full-stack Python web development with Django and Flask, as well as enterprise Java development with Spring. In addition to our core curriculum, CodingNomads instructs, and assists our students from the most basic CLI commands to the most complex, load-balanced, auto-scaling, fully authenticated modern web applications.  CodingNomads’ practical, project-based curriculum is fit for beginners and experienced coders alike, so you graduate with a professional-grade portfolio. With extensive career support services, grads go on to become software engineers, project/product managers, data analysts, data engineers, entrepreneurs, and more. CodingNomads also offers expert guidance on launching a remote digital nomad career. Join CodingNomads’ friendly community of global coders, and gain the skills to live the life you dream of.","Cloud Computing, Cloud Infrastructure, Database, Education, Software, STEM Education, Web Development",https://codingnomads.co,"Kings Beach, California, United States","We offer online and in-person coding courses specializing in Java, Python, Web Development, and Data Science.","140,052","21,023","22,530",-58.66%,-27.33%,125,1.87,51.38%,78.95%,-11.72%,"1,476,770","645,493",77.65%,"West Coast, Western US",Active,2016-11-05,day,2,11-50,"Kimberly Desmond, Ryan Desmond",,,,,
CoreWeave,https://www.crunchbase.com/organization/coreweave,"CoreWeave provides flexible compute services and products to empower innovators. The company provides GPU accelerated compute solutions to the CGI and machine learning industries. Backed by quality hardware and systems management infrastructure, CoreWeave is built to help clients scale and adapt to evolving compute requirements at industry leading economics.","Cloud Computing, Cloud Infrastructure, Information Technology, Infrastructure, Machine Learning",https://www.coreweave.com/,"New York, New York, United States",CoreWeave provides flexible compute services and products to empower creators.,"5,204","19,763","54,333.5",-53.28%,29.41%,88,2.72,142.58%,48.72%,-47.43%,"1,501,307","619,698",70.29%,"Greater New York Area, East Coast, Northeastern US",Active,2017-01-01,year,3,51-100,"Brannin McBee, Brian Venturo, Michael Intrator",,,,,
ULTATEL,https://www.crunchbase.com/organization/ultatel,"ULTATEL helps the companies for unified communication and contact center services. They help in the installation and migration of the VoIP phone service for phone calls, audio meetings, video conferencing, online fax, team messaging, SMS, and business collaboration. They also provide biometric security system to fully protect the customer's mission-critical assets.","Cloud Computing, Telecommunications, VoIP",https://www.ultatel.com/,"Herndon, Virginia, United States",ULTATEL provides a reliable cloud-based phone system for the businesses to connect with the clients from anywhere using VOIP phone solution.,"194,955","19,696","14,458.5",14.91%,252.8%,"1,009",4.58,75.37%,56.56%,155.23%,"1,531,476","-89,799",-5.54%,"Washington DC Metro Area, East Coast, Southern US",Active,2016-01-01,year,1,51-100,Amr Ibrahim,,,,,
Edgio,https://www.crunchbase.com/organization/limelightnetworks,"Edgio provides edge-enabled solutions for businesses to meet the growing consumer demand for fast, secure and frictionless digital experiences.","Cloud Computing, Content, Content Delivery Network, Information Technology, Software, Web Hosting",https://edg.io/company,"Tempe, Arizona, United States",Edgio provides edge-enabled solutions for businesses.,"3,765","19,692","12,662.17",-10.97%,905.88%,171,1.55,27.09%,82.78%,0.41%,"1,504,131","181,344",13.71%,"Greater Phoenix Area, Western US",Active,2022-01-01,year,4,501-1000,"Allan Kaplan, Carl Kaiser, Michael Gordon, Nathan Raciborski",1,,33161936,USD,33161936
TLM Partners,https://www.crunchbase.com/organization/tlm-partners-inc,"TLM Partners develops cross play platform technologies for Unreal, Unity, and Custom Game Engines. We are a game developer and digital publisher of Crossplay games for Console and PC. We partner with industry leading developers and AAA publishers to create immersive cross play gaming experiences. Setting the bar for best-in-class gaming utilizing our Crossplay platform stack built in the cloud for minimum latency and broadest accessibility.  Our team of technologist, creative thinkers, and dreamers are pushing the boundaries of game experiences. Delivering consistent games for gamers to play Anytime, anywhere, any device.","Cloud Computing, Developer Platform, eSports, Nintendo, Playstation, Video Games, Xbox",https://tlmpartners.com,"Irvine, California, United States",Cross Play platform developer and publisher for eSports and Video Games.,"31,409","19,457","9,564.67",105.55%,70.17%,616,2.27,-1.96%,48.31%,-6.59%,"1,513,911","-620,557",-29.07%,"Greater Los Angeles Area, West Coast, Western US",Active,2017-05-01,day,2,251-500,"Evelyn Rivera, Jacob Hawley",,,,,
Plannuh,https://www.crunchbase.com/organization/plannuh,"Plannuh is a cloud-based system for building, managing, and sharing your marketing plans, budgets, and goals. Individuals and teams can use Plannuh to organize their budgets into campaigns and programs, track their spending, align their efforts to goals, and track the performance of their marketing vs. their target metrics. Plannuh can be set up in just a few minutes and doesn't require help from IT. Individual users of Plannuh can use the system for free.","Advertising, Cloud Computing, Information Technology, Marketing, SaaS, Software",https://plannuh.com,"Boston, Massachusetts, United States","Plannuh is a cloud-based system for building, managing, and sharing marketing plans, budgets, and goals.","49,601","18,935","11,986.83",213.44%,233.33%,80,1.7,-12.75%,63.99%,157.61%,"1,535,764","-1,180,951",-43.47%,"Greater Boston Area, East Coast, New England",Active,2017-04-07,day,1,11-50,Peter Mahoney,,,,,
Armory,https://www.crunchbase.com/organization/armory,"Armory is an enterprise software company that commercializes the open-source continuous delivery platform, Spinnaker. The company has a platform called, Spinnaker, a cloud-native software delivery created and open-sourced by Netflix and Google, and battle-tested in production by the brands. It is partnered with availability, powerful feature extensions, and 24/7 expert support and services. Installing Armory in a Kubernetes cluster enables anyone to deploy workloads to multiple cloud targets across AWS, GCP, Azure, PCF, DC or OS, Kubernetes, ECS, Oracle's BMC, OpenStack, and more. Armory was founded in 2016 and is headquartered in San Mateo, California.","Cloud Computing, Cloud Infrastructure, Enterprise Applications, Enterprise Software, Information Technology, Internet, SaaS, Software",http://www.armory.io,"San Mateo, California, United States","Armory is an enterprise software company commercializing the open-source continuous delivery platform, Spinnaker.","41,919","18,775","12,272.5",56.04%,-48.28%,437,1.41,-2.65%,69.02%,-17.66%,"1,571,950","-386,620",-19.74%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2016-09-01,month,3,101-250,"Ben Mappen, Daniel Odio, Isaac Mosquera",,,,,
ContinuumCloud,https://www.crunchbase.com/organization/continuumcloud,ContinuumCloud represents a cloud-based software solutions that is design to meet the needs of health and human services industry.,"Cloud Computing, Information Technology, Service Industry, Software",https://continuumcloud.com/,"Tampa, Florida, United States",ContinuumCloud represents a cloud-based software solutions that is design to meet the needs of health and human services industry.,"147,916","18,168","35,938.5",20.81%,38.13%,62,2.16,115.59%,61.47%,-38.53%,"1,599,652","-135,384",-7.8%,"Tampa Bay Area, East Coast, Southern US",Active,2020-01-01,year,,51-100,,,,,,
IKIN,https://www.crunchbase.com/organization/ikin,"IKIN is an innovator of visual technology that enables customers and partners to offer high-resolution 3D volumetric imaging to businesses and consumers, in the palm of your hand. The company has patented technology that enables solid state holograms to exist in ambient light. IKIN offers its RYZ Framework to Independent Software Vendors (ISVs) and developers looking to utilize holographic displays as a differentiator for vertical market applications. The company will launch its RYZ accessory in late-2022, a device that enables holograms on Apple and Android devices for every consumer.  Natural verticals include: real estate, education, mobile gaming, HealthTech (TeleDoc, remote triage, surgical procedure visualization, CT & MRI rendering, etc), enterprise and commercial applications, aerospace, military & defense (training and tactical situational awareness), research (in many industries), visualizing manufacturing automation…and several others.","Asset Management, Cloud Computing, Data Visualization, Enterprise Software, Information Technology, Location Based Services, Media and Entertainment, PaaS, Software",https://ikininc.com/,"San Diego, California, United States","IKIN is an innovator of visual technology enabling high-resolution 3D volumetric imaging, in the palm of your hand","16,466","17,967",,,,426,1.42,,90.6%,,"1,609,156",,,"Greater San Diego Area, West Coast, Western US",Active,2017-07-01,month,3,11-50,"Douglas Garnhart, Joe Ward, Taylor Griffith",,,,,
DropSecure,https://www.crunchbase.com/organization/drop-secure,"A secure file transfer platform with military grade encryption for privacy. DropSecure makes it extremely easy for you to send and receives files with end-to-end encryption for anyone. All files are protected with AES-256 encryption which makes it possible to help our clients and business to achieve HIPAA, ITAR, DFARs, GDPR and other compliance standards.","Cloud Computing, Information Technology, Internet, Security, Software",https://dropsecure.com/,"San Jose, California, United States","How to send encrypted email in Outlook? Transfer and share files with military grade encryption, HIPAA Complaint email help in protect PII.","309,877","17,942","14,255.83",116.17%,-59.77%,426,1.71,33.22%,43.25%,-49.57%,"1,610,234","-803,357",-33.28%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2019-05-01,day,2,1-10,"Alam Shukla, Amish Gandhi",,,,,
Coiled,https://www.crunchbase.com/organization/coiled,"Coiled is a modern solution for seamlessly scaling data science, machine learning, and AI in Python.","Artificial Intelligence, Cloud Computing, Machine Learning",https://coiled.io/,"New York, New York, United States","Coiled is a modern solution for seamlessly scaling data science, machine learning, and AI in Python.","12,364","16,435","19,727.5",2.18%,103.33%,366,1.51,-10.26%,82.18%,-2.88%,"1,659,772","69,511",4.37%,"Greater New York Area, East Coast, Northeastern US",Active,2020-01-01,year,1,11-50,Matthew Rocklin,,,,,
Sync Computing,https://www.crunchbase.com/organization/sync-computing,"Sync Computing is a developer of an optimization processing unit designed to eliminate some of society's profound problems. The company's optimization processing unit is an algorithm in hardware form and solves combinatorial optimization problems that exist in industries such as telecom, pharma, finance, logistics, and those that rely on machine learning, enabling organizations and communities to solve optimization problems effectively and efficiently.","Cloud Computing, Cloud Infrastructure, Hardware, Software",https://www.synccomputing.com,"Cambridge, Massachusetts, United States",Sync Computing is a cloud infrastructure company that develops of an optimization processing unit.,"4,083","16,339",,"1,077.16%",106.09%,474,3.04,1.43%,31.9%,,"1,664,566","-4,273,767",-71.97%,"Greater Boston Area, East Coast, New England",Active,2019-01-01,year,2,1-10,"Jeff Chou, Suraj Bramhavar",,,,,
Zeet,https://www.crunchbase.com/organization/zeet,"Zeet is a developer-focused application platform that deploys any code or app to AWS, GCP, and other cloud providers. Zeet provides the greatest cloud-native DevOps configuration, that allows the client to concentrate on releasing products.  Founded in 2020, Zeet is based in San Francisco, California, United States.","Cloud Computing, Cloud Management, Developer Platform, Developer Tools, Software",https://zeet.co,"San Francisco, California, United States","Zeet is a developer-focused application platform that deploys code or app to AWS, GCP, and other cloud providers.",969,"15,808","15,510",29.58%,-87.04%,154,1.67,-43.13%,58.85%,20.89%,"1,692,463","-149,550",-8.12%,"San Francisco Bay Area, West Coast, Western US",Active,2020-04-11,day,2,1-10,"Johnny Dallas, Zihao Zhang",,,,,
Mbanq,https://www.crunchbase.com/organization/finlink-inc,,"Banking, Cloud Computing, Cloud Infrastructure, Cryptocurrency, Finance, Financial Services, FinTech, Software",http://www.mbanq.com/,"Healdsburg, California, United States",Mbanq builds digital banking technology that enables you to create a better bank for your customers,"134,418","15,165","28,368.5",8.87%,159.9%,499,7.14,70.3%,51.16%,122.43%,"1,728,435","10,684",0.62%,"San Francisco Bay Area, West Coast, Western US",Active,2016-08-22,day,3,11-50,"Igor Kostyuchenok, Lars Rottweiler, Vladimir Lounegov",,,388961,USD,388961
AiDash,https://www.crunchbase.com/organization/aidash,"AiDash is an AI-first vertical SaaS company that enables satellite-powered operations and maintenance for utility, energy, and other core industries with geographically distributed assets. The company uses high-resolution, multispectral imagery, and SAR data from satellite constellations that are fed into its proprietary AI models to make timely predictions for O&M activities. Its full-stack applications enable efficient planning, prioritization, execution, review, and audit of O&M activities using satellite analytics and AI. AiDash was founded in 2019 and is headquartered in Santa Clara, California.","Analytics, Artificial Intelligence, B2B, Cloud Computing, Enterprise Software, Geospatial, Machine Learning, SaaS",https://www.aidash.com,"San Jose, California, United States","AiDash is a SaaS company that enables satellite-powered operations and maintenance for utility, energy, and other core industries.",989,"14,149","12,658.5",125.23%,-94.47%,32,1.36,-55.22%,70.36%,67.64%,"1,790,725","-880,169",-32.95%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2019-01-29,day,3,101-250,"Abhishek Vinod Singh, Nitin Das, Rahul Saxena",,,,,
Fermyon Technologies,https://www.crunchbase.com/organization/fermyon-technologies,Fermyon Technologies is initiating the third wave of cloud computing.,"Cloud Computing, Cloud Infrastructure",https://fermyon.com,"Longmont, Colorado, United States",Fermyon Technologies is pioneering the next wave of cloud computing.,"21,120","14,056","93,200.33",742.69%,410%,51,1.7,2.42%,50.63%,50.01%,"1,849,614","-3,448,019",-65.09%,"Greater Denver Area, Western US",Active,2021-01-01,year,2,1-10,"Matt Butcher, Radu Matei",,,,,
DemandBlue,https://www.crunchbase.com/organization/demandblue,"DemandBlue is in the business of helping its customers maximize their Salesforce investment through predictable outcomes. As we thrive in an era of cloud-based Infrastructure, Platform and Software services. DemandBlue has pioneered “Service-as-a-Service” through a value-based On Demand Service model that drives bottom-line results.  We foster innovation through “Continuous Engagement and On Demand Execution” that offers our customers Speed, Value and Success to achieve their current and future business objectives.  Our On Demand Services for Salesforce include Advisory, Development & Customization, Integration, Administration & Support, Maintenance, and Lightning Migrations.   Demand Speed | Demand Value | Demand Success | DemandBlue","Cloud Computing, Consulting, CRM, Enterprise Software, Information Technology, IT Management, SaaS",https://www.demandblue.com/,"Irvine, California, United States",DemandBlue is a Salesforce Consulting company that provides Salesforce services through an On Demand Execution and Continuous Engagement. ,"190,978","13,892","6,429.83",213.73%,-98.51%,16,2.68,114.24%,54.48%,-27.16%,"1,807,854","-1,639,297",-47.56%,"Greater Los Angeles Area, West Coast, Western US",Active,2018-04-01,day,1,101-250,Kiran Babu Chandra,,,,,
Constant,https://www.crunchbase.com/organization/constant-86a7,"Constant® is on a developer-first mission to optimize the world of cloud computing. Constant's flagship product, Vultr® is a favorite with the developer community, serving over 1.3 million customers with flexible, scalable, global bare metal, cloud compute, and storage solutions.","Cloud Computing, Internet, Software",https://www.constant.com/,"West Palm Beach, Florida, United States",Constant is the creator of the Vultr cloud computing and bare-metal platform.,"10,956","13,660","14,902.33",19.34%,116.07%,242,1.38,-51.06%,81.63%,6.54%,"1,822,923","-86,277",-4.52%,"Greater Miami Area, East Coast, Southern US",Active,2018-01-01,year,1,101-250,David Aninowsky,,,,,
Spin Servers,https://www.crunchbase.com/organization/majestic-hosting-solutions-llc,"Spin Servers is a US-based provider of Infrastructure as a Service (IaaS). We specialize in dedicated servers and custom-built private cloud solutions built on high-performance bare metal servers.  Get high performance dedicated servers built on bare metal Dell PowerEdge servers with Intel Xeon processors and highly scalable bandwidth options. We offer multiple POP's with a focus on strong connectivity through North America, Latin America, and Asia Pacific - with a special emphasis on China and India.  With tens of thousands of servers in stock, we can help you spin up all of your server requirements seamlessly & affordably - no matter the scale. The best part is that there is no long-term commitment required.","Cloud Computing, Cloud Infrastructure, Data Center, Private Cloud, Web Hosting",https://www.spinservers.com,"Carrollton, Texas, United States","Dedicated Servers, Server Hosting, Private Cloud, Edge Computing, Bare Metal, Hybrid Cloud, IPv4, IP Transit, Network Connectivity","54,347","13,130","54,461.17",-85.24%,-75.78%,31,2.51,-55.1%,59.62%,134.82%,"1,864,237","1,324,933",245.67%,"Dallas/Fort Worth Metroplex, Southern US",Active,2018-05-01,month,1,1-10,Arnav Kejriwal,,,,,
Ridge,https://www.crunchbase.com/organization/tectonic-c189,"Ridge goes beyond the public cloud with a flexible cloud that’s anywhere you need to be. Ridge Cloud integrates into multiple locations and technology stacks to offer a full cloud experience on top of any underlying infrastructure — public or private. Businesses get a cloud customized for their specific throughput, locality, and commercial requirements. Without any installation or CAPEX, Ridge leverages existing servers and runs application workloads on any IaaS, virtualization, or bare-metal machines. Whether you need to deploy in a private data center, on-prem, edge micro-center, or even in a multi-facility hybrid environment, Ridge expands your footprint without limits.","Cloud Computing, Cloud Data Services, Cloud Infrastructure, Cloud Storage",https://ridge.co,"Boston, Massachusetts, United States",Get a cloud that works best for you! Ridge boosts cloud-native apps with a flexible cloud that sits on any infrastructure & in any location.,"16,383","13,033","5,938.67",258.34%,-91.68%,0,1,-6.09%,100%,6.94%,"1,931,125","-1,948,102",-50.22%,"Greater Boston Area, East Coast, New England",Active,2018-01-01,year,3,51-100,"Jonathan Seelig, Mati Lerner, Nir Sheffi",,,,,
Altostra,https://www.crunchbase.com/organization/altostra,Altostra is a no-code infrastructure platform for developers built to accelerate and simplify cloud adoption. Altostra eliminates the need to write code that defines infrastructure (aka IaC) and by that can speed up the development lifecycle up to 4x.,"Cloud Computing, Cloud Infrastructure, Cloud Management, Developer Platform, Developer Tools, Software",https://www.altostra.com,"Palo Alto, California, United States",No-Code infrastructure platform for developers,"539,238","12,392","7,964.17",68.58%,-97.69%,144,1.04,4.1%,95.87%,-4.12%,"1,998,820","-569,537",-22.18%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2018-09-06,day,2,11-50,"Gal Zabib, Yevgeni Krupetsky",,,,,
