Organization Name,Organization Name URL,Full Description,Industries,Website,Headquarters Location,Description,CB Rank (Company),SEMrush - Monthly Visits,SEMrush - Average Visits (6 months),SEMrush - Monthly Visits Growth,SEMrush - Visit Duration Growth,SEMrush - Visit Duration,SEMrush - Page Views / Visit,SEMrush - Page Views / Visit Growth,SEMrush - Bounce Rate,SEMrush - Bounce Rate Growth,SEMrush - Global Traffic Rank,SEMrush - Monthly Rank Change (#),SEMrush - Monthly Rank Growth,Headquarters Regions,Operating Status,Founded Date,Founded Date Precision,Number of Founders,Number of Employees,Founders,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
Codelogicx,https://www.crunchbase.com/organization/codelogicx,,"Cloud Management, Internet, IT Management",http://codelogicx.com,"Kolkata, West Bengal, India","Codelogicx is an IT services provider that focuses on the internet, cloud, and mobile technologies.","1,251,705",881,"7,170.83",-71.11%,-30.25%,"1,085",1.27,27.24%,81.82%,-18.18%,"7,188,621","3,003,567",71.77%,Asia-Pacific (APAC),Active,2013-01-01,day,1,1-10,Amitabh Roy,,,,,
Dataabsolute,https://www.crunchbase.com/organization/dataabsolute-technologies-pvt-ltd,,"Big Data, Cloud Computing, Cloud Data Services, Cloud Management, Data Integration, Data Mining, Data Visualization, Database, Software Engineering",http://www.dataabsolute.com,"Jaipur, Rajasthan, India","Founded in the year 2012, DataAbsolute is a global startup technology consulting company.","759,107",777,,128.53%,,3,1.17,16.6%,83.33%,-16.67%,"7,409,466","-1,533,112",-17.14%,Asia-Pacific (APAC),Active,,,1,,SHANKAR LAL AGARWAL,,,,,
EA Labs,https://www.crunchbase.com/organization/ea-labs,,"Cloud Management, Information Technology, Software",http://www.ealabsipl.com/,"Guntur, Andhra Pradesh, India",EA Labs is a software organization that gives SAP success factors products.,"1,638,853",713,,,,427,11,,0%,,"7,588,681",,,Asia-Pacific (APAC),Active,2015-01-01,year,,101-250,,,,,,
Genetrix,https://www.crunchbase.com/organization/genetrix,"We assist companies derive the most from technology. All the requirements regarding Marketing Cloud AppExchange Apps development, Amp Email development and implementation are taken care of by our experts. Our team helps companies configure Salesforce platforms to its optimum benefits. Each company is unique, and so are their requirements. We believe in building unique solutions for each company and their clientele via Custom Journeys. Our Salesforce experts analyze the data and build customized pathways for maximum customer engagement. Expert architects at Genetrix help design the data models and provide strategic solutions for Saleforce implementation. We identify the most optimal route for a business in terms of technology and believe in providing each company the best of our services. When out-of-the-box solutions fall short, we pave our own path, our expertise in Appexchange App Development, Cloud Pages Development, Custom Profile and Preference Center Development and creating effective Marketing Cloud Surveys implementation and process integration. We provide extensive expert support in all the aspects of Salesforce Marketing Cloud. Any hurdles faced by the marketing teams in realms of Journey Builder, Automation Studio, Amp email Development or Application development can be solved by our Saleforce Marketing Cloud Experts. We also provide support to our clients by recruitment consuting.","Cloud Management, Consulting, Marketing Automation, SaaS, Software",https://genetrix.tech/,"Pune, Maharashtra, India",Genetrix help design the data models and provide strategic solutions for Saleforce implementation.,"892,142",640,,,,82,2.5,,0%,,"7,782,589",,,Asia-Pacific (APAC),Active,,,,,,,,,,
Webx99,https://www.crunchbase.com/organization/webx99,"Webx99 is the 1st choice of customers for  Website design and Web Hosting services in Bihar. Our company is managing over 500 websites for 300 plus customers spread in Bihar- Jharkhand & across country operating from Patna, Bihar. We design your ideas and transform them for the most user friendly websites, blogs, portfolio, portals and related projects. We are powered by young, hard working team filled with passion and dedication to our work.","Cloud Management, Mobile Apps, Web Development",https://www.webx99.com,"Patna City, Bihar, India","Webx99 offers reliable Website design, Web App, Mobile App development and infrastructure services in Patna, Bihar","1,110,236",601,,,,0,1,,100%,,"7,976,177",,,Asia-Pacific (APAC),Active,2007-10-02,day,1,1-10,Vivek Prism,11,,,,
BRIGHTBLU,https://www.crunchbase.com/organization/brightblu,BrightBlu is a cloud-based charging management software app used for charging electric cars.,"Automotive, Cloud Management, Energy, Energy Management, Information Technology, Renewable Energy, Software",https://www.brightblu.com,"Mumbai, Maharashtra, India",BRIGHTBLU offers intelligent charging solutions for electric vehicles,"48,047",586,,127.13%,,0,1,-50%,100%,,"8,003,132","-1,351,756",-14.45%,Asia-Pacific (APAC),Active,2019-03-02,day,4,1-10,"Saket Anandkrishnan, Santosh Ram Somasundaram, Wybren van der Vaart, Yash Chitalia",,,,,
cloudmantra,https://www.crunchbase.com/organization/cloudmantra,"cloudmantra empowers companies to expedite their digital transformation journey. Our teams build technology-led business solutions that are driven by outcomes and accelerate innovation.  cloudmantra is a 6+ year-old Pune Head Quartered niche IT consulting and services firm. We design, build, integrate and manage sophisticated infrastructure solutions and software applications. Our clients range from top global enterprises to well-funded start-ups. We specialize in new-age technologies such as MEAN Stack and have a long track record of successfully delivering the right solutions using the right mix of new-age tech.","Artificial Intelligence, Cloud Computing, Cloud Infrastructure, Cloud Management, Internet of Things, Machine Learning",http://www.cloudmantra.net,"Pune, Maharashtra, India","cloudmantra offers top-class Cloud Consulting, Cloud-Native App Development and Machine Learning/Data Science services to its clients.","329,826",581,,,,0,1,,100%,,"8,012,471",,,Asia-Pacific (APAC),Active,2014-01-01,year,1,11-50,Nilesh More,,,,,
Crimson Cloud,https://www.crunchbase.com/organization/crimson-cloud,,"Cloud Management, Consulting, Information Technology",https://crimsoncloud.in,"Bengaluru, Karnataka, India",Crimson Cloud provides cloud solutions and services to customers.,"1,081,435",572,,,,0,1,,100%,,"8,030,304",,,Asia-Pacific (APAC),Active,2015-01-01,year,,11-50,,,,,,
ComputeHost,https://www.crunchbase.com/organization/computehost,"ComputeHost is a leading provider of cloud hosting and web hosting services in India. With a rich experience of more than a decade, we have delivered advanced cloud hosting solutions to leading clients globally across various sectors.  We possess deep domain expertise, an integrated cloud infrastructure, tier III data centers, fully managed services and dedicated technical support to assist our valued clients round the clock. Our hosting solutions are coupled with superior technology and prompt support in order to make your web hosting experiences efficient. Our team of highly skilled technology professionals deliver the best in class hosting services in the market. ComputeHost is a Cyfuture Company","Cloud Computing, Cloud Data Services, Cloud Management, Cloud Security, Cloud Storage, Data Center, Web Hosting",http://www.computehost.com/,"Noida, Uttar Pradesh, India",ComputeHost is a leading provider of cloud hosting and web hosting services in India.,"1,401,918",536,,,,0,1,,100%,,"8,099,352",,,Asia-Pacific (APAC),Active,2000-12-18,day,,501-1000,,,,,,
Skylark,https://www.crunchbase.com/organization/skylark-44fe,,"Cloud Management, Consulting, Information Technology",https://www.skylarkinfo.com,"Chennai, Tamil Nadu, India","Skylark is an IT company that provides cloud management, IT support and consulting services.","336,931",449,,,,106,2.5,,50%,,"8,471,111",,,Asia-Pacific (APAC),Active,1993-01-01,year,,101-250,,,,,,
RSoft Technologies,https://www.crunchbase.com/organization/rsoft,"RSoftCRM empowers small to large-sized organizations with a complete customer relationship lifecycle management solution for managing organization-wide Leads, Marketing, Sales and Support Automation and Inventory Management from a single platform","Business Development, Cloud Management, CRM, Customer Service, Digital Marketing, SaaS, Web Development",https://www.realtorsrobot.com/leadmanagement.html,"Chennai, Tamil Nadu, India","India's Best Business Robot to manage the businesses, Leads, Maketing, Sales & Support Automation in One Packages","409,664",425,,-67.88%,,0,1,-34.15%,100%,34.99%,"8,252,250","2,752,142",50.04%,Asia-Pacific (APAC),Active,2011-06-08,day,1,11-50,Badri Ramesh,,,,,
SaaS Insider,https://www.crunchbase.com/organization/saas-insider,"SaaS Insider helps in assisting conversational artificial intelligence that applies to technologies, like voice assistants and chatbots. They involve in an annual conference that brings together the industry of cloud software partnership leaders to network, learn, and close deals.","Cloud Management, Internet, SaaS",https://www.saasinsider.com/,"Bengaluru, Karnataka, India",SaaS Insider help people understand what one needs to possess in order to understand the business.,"241,801",380,"5,098",31.03%,633.33%,242,1.67,-44.47%,66.67%,65.06%,"8,747,356","189,656",2.22%,Asia-Pacific (APAC),Active,2020-01-01,year,1,1-10,Chameli Kuduva,,,,,
Ashtech Infotech,https://www.crunchbase.com/organization/ashtech-infotech,"Ashtech infotech is a system integration and service organization that believes in delivering unmatched business to its customers through a combination of technology strength, process,  frameworks, and exceptional service. They believe in providing effective business solutions that leverage available IT infrastructure and enhance them with current technologies. Ashtech provides solutions for a dynamic environment where business strategies and technology converge. They work with global corporations and new generation technology companies, to build new services and to implement prudent business and technology strategies. They offer an array of added solutions aimed at simplifying their customers' IT systems, bettering enterprise efficiency, and optimizing ownership.","Cloud Infrastructure, Cloud Management, Consulting, Data Center, Professional Services, Software",https://www.ashinfo.com,"Mumbai, Maharashtra, India",Ashtech infotech serves information technology and services.,"503,719",317,,,,0,1,,100%,,"9,000,619",,,Asia-Pacific (APAC),Active,1993-01-01,year,,251-500,,,,,,
Enliven Digital Content,https://www.crunchbase.com/organization/enliven-digital-content,,"Advertising, Cloud Management, Digital Marketing, Marketing Automation, UX Design, Web Development",https://enlivendc.com/,"Rajkot, Gujarat, India","Enliven Digital Content offers services such as web design, mobile app development, email marketing, and cloud management.","806,953",277,,-28.97%,,0,1,-25%,100%,49.99%,"9,248,217","1,230,462",15.35%,Asia-Pacific (APAC),Active,2008-01-01,year,,11-50,,,,,,
TurningCloud,https://www.crunchbase.com/organization/turningcloud,,"Cloud Computing, Cloud Management, Software, Web Design, Web Development",https://www.turningcloud.com/,"Gurgaon, Haryana, India",TurningCloud is an IT company that specializes in leveraging cloud and web solutions to enterprises and mid-market industries.,"1,576,485",258,866.5,4.45%,,0,1,0%,100%,0%,"9,353,501","525,557",5.95%,Asia-Pacific (APAC),Active,2015-01-01,year,1,11-50,Sumeet Agrawal,,,,,
PiServe,https://www.crunchbase.com/organization/piserve,,"Cloud Management, Information Technology, Internet of Things, Software",https://www.piserve.com,"Kochi, Kerala, India","PiServe is a provider of intelligent automation, application development, and infrastructure management.","504,317",254,,-80.58%,,18,2,100%,0%,0%,"9,364,719","3,216,680",52.32%,Asia-Pacific (APAC),Active,2009-01-01,year,,51-100,,,,,,
SBR Technologies Pvt. Ltd,https://www.crunchbase.com/organization/sbr-technologies-pvt-ltd,"SBR Technologies Pvt. Ltd. is an ISO 9001:2008 Certified full-service business consulting company offering businesses a competitive edge with dedicated and expert services. We offer a comprehensive suite of solutions including  web applications, mobility solutions,  big data analytics & business intelligence, cloud solutions, Microsoft technology services, quality assurance and digital marketing. We help you find more customers around the globe, widen your reach, ensure conversions, and increase sales so that you roll in dollars. The company has received certifications from corporate giants such as Microsoft and Bing for our first-rate services.","Cloud Management, Consulting, Enterprise Software, Information Technology, SEO, Social Media, Web Design, Web Development",https://www.sbr-technologies.com/,"Kolkata, West Bengal, India",Performance driven software development company,"243,268",244,768.83,-61.39%,100%,2,3,50%,0%,36.89%,"9,416,156","2,387,473",33.97%,Asia-Pacific (APAC),Active,2007-01-01,year,2,51-100,"Biswajit Singh, Dipak Kumar Dhar",8,,,,
Gonna Solutions,https://www.crunchbase.com/organization/gonna-solutions,"Gonna Solutions is an information technology company. They offer various services that help to deliver innovative solutions to retail, banking, technology, and the healthcare sector. Their services include computing, storage, database, cloud ai, big data, data transfer, networking, developer tools, and management tools.","Cloud Computing, Cloud Management, Consulting, Information Technology",http://www.gonnasolutions.com,"Mumbai, Maharashtra, India",Gonna Solutions is a cloud computing platform that provides web services and application security services.,"1,277,038",239,,,,0,1,,100%,,"9,525,480",,,Asia-Pacific (APAC),Active,2004-01-01,year,,101-250,,,,,,
Cloud Enabled,https://www.crunchbase.com/organization/cloud-enabled,"Cloud Enabled is an Enterprise based in India led by Anil Bidari, a certified Cloud Expert and also a well-known and admired professional in Storage and Cloud Industry. What makes Cloud Enabled unique in the Cloud Industry is their ability to deliver complete solutions no matter which phase of Cloud journey their customers are in. They Offer Cloud trainings which enable their customers to understand Cloud computing benefits and limitations ,then through their Cloud Consulting Services they Desgin and help customer make decision on what to build in private cloud and what to source from Public Cloud. The next Vital step in their services is they reduce the Cloud deployment complexity of their customer through their Cloud Implementation services, where in their experts will implement no matter you would require to build Private, Public, Hybrid or community cloud. What they also deliver is the bridging the gap of skill sets in your organization through Cloud Career Placements division; they pool in and source the right talented candidate resources across the globe to join your organization to maintain the Cloud Infrastructure for you. Cloud Enabled offers a world class Cloud Consulting services to guide you to align your Business with Cloud Strategy. They help customers transform their IT, People and Process to deliver IT-AS-A-Service to their service consumers. They know it’s too cloudy in the cloud these days and so many players out there to choose from, their Experts can guide you to choose the right cloud service Provider. Cloud Enabled also offers Cloud Implementation Services to customers in deploying Vmware vCloud Director, Microsoft System Centre and Open Stack .They have a team of experts for technology deployment no matter you want to build a Private ,Public, Hybrid or Community Cloud, their Experts can walk you through your journey to Cloud Computing. Cloud Enabled delivers two of the Industry required Cloud Ready training programs to IT Professionals with Cloud Associate and Cloud Specialist trainings. These courses are designed, developed and delivered by certified Cloud Expert (which is Industry’s highest certification today in the world) who has vast experience in Cloud Consulting, Cloud implementation and Cloud training delivery. The Associate and Specialist Course are designed to bridge the gap and keeping in mind every single detail of what your prospective Cloud Employers is expecting from Job Aspirants like you looking for Cloud Career. Cloud Enabled has immense focus on Cloud Career recruitment for the Cloud Service providers and Enterprise customers who are managing Private cloud. Cloud Enabled has a unique approach through training they bridge the gap on skill sets required for a candidate to perform in Cloud deployed organization; hence they get the right people to right prospective employer.","Cloud Computing, Cloud Management",https://thecloudenabled.com,"Bangalore, Karnataka, India","Cloud Enabled focus on design, deploy, and manage private and public clouds.","617,441",186,,,,0,1,,100%,,"9,781,925",,,Asia-Pacific (APAC),Active,2013-01-01,year,1,11-50,Anil Bidari,,,,,
Techbuddies IT,https://www.crunchbase.com/organization/techbuddies-it,"At Techbuddies , we help our clients develop compelling stories, then bring these stories into the marketplace through exceptional Customized & Process oriented Solutions Which Includes ERP, CRM, Mobiles Apps, Web-Portal , Virtual Reality solutions , Artificial Intelligence , Block-chain & Much More. Coupled with innovative design practices, our focus is to provide end-to-end digital, technology and marketing services to Small-Giant businesses, enterprises and startups. With our growing reputation combined with exceptional talent, passion for technology and becoming a partner with clients - we have been able to deliver more than 8000 projects in diversified industries across the globe.","Cloud Management, CRM, E-Commerce, Enterprise Resource Planning (ERP), Retail, Software, Virtual Reality",https://www.techbuddiesit.com/,"Noida, Uttar Pradesh, India","Techbuddies IT is a software Company located in Noida, Uttar pradesh, India.","286,199",170,,17.24%,,0,1,0%,100%,0%,"9,743,273","237,695",2.5%,Asia-Pacific (APAC),Active,2013-01-01,year,,51-100,,,,,,
FIS Clouds,https://www.crunchbase.com/organization/fis-clouds,"FIS has extensive experience in Cloud Technologies, including Public Cloud, Private Cloud, Multi-Cloud, Hybrid Cloud, and DevOps. As well as Data Analytics and Cloud Automation, FIS has a lot of experience. With over 8,000 alumni in internships and graduate roles since 2000, FIS can provide end-to-end IT solutions to help you solve your complex IT problems.","Cloud Computing, Cloud Data Services, Cloud Infrastructure, Cloud Management, Software",https://www.fisclouds.com/,"Hyderabad, Andhra Pradesh, India",FIS Clouds offers end-to-end solutions in Cloud Technologies.,"325,568",64,,-81.97%,,130,6,500%,0%,,"10,568,546","1,673,829",18.82%,Asia-Pacific (APAC),Active,2019-01-01,year,1,1-10,Rizwan Mohammed,,,,,
Lightwing,https://www.crunchbase.com/organization/lightwing,Eliminate Cloud Waste with Automated Scheduling and Rightsizing. Automatically pause your unused cloud instances and save up to 70% on your monthly cloud bills. Scan your cloud account for rightsizing recommendations.,"Cloud Computing, Cloud Management, Cloud Storage, Information Technology, Internet, Software",http://www.lightwing.io/,"Bangalore, Karnataka, India",Cloud Cost Optimization with Automated Scheduling and Righsizing of Public Cloud Resources.,"86,703",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2019-03-01,day,2,1-10,"Navaneeth KN, Ravitej Yadalam",,,,,
Loves Cloud,https://www.crunchbase.com/organization/loves-cloud,"Loves Cloud is a devops and cloud company, providing product, solutions & services since 2018.  PowerBoard is a unified cloud management platform for teams. It increases your return on investment & reduces your total cost of ownership for cloud management for your organization. This SaaS product helps you to manage cost, security, governance and automation for Azure and AWS.","Cloud Computing, Cloud Management, SaaS, Software",https://loves.cloud,"Noida, Uttar Pradesh, India","Loves Cloud is an independent software vendor that offers cloud migration, cost optimization, docker, and server-less.","96,190",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2017-05-03,day,2,11-50,"Albert Anthony, Rashmi Mishra",,,,,
MindCoopers,https://www.crunchbase.com/organization/mindcoopers,,"Cloud Computing, Cloud Data Services, Cloud Infrastructure, Cloud Management, Information Technology, Mobile Apps, Software, Web Design, Web Development",https://www.mindcoopers.com,"Kochi, Kerala, India",MindCoopers offers software design and development services.,"265,648",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2018-01-01,day,,11-50,,,,,,
Moshak Tech,https://www.crunchbase.com/organization/moshak-tech,"A SaaS product to help MSEs and Enterprises with Cloud Integration and Optimisation by increasing efficiency and decreasing integration, operation and training costs using our simple single glass pane interface and multi-service integration. Simplifying, Synchronising and Automating Data Management over Cloud and Local Storage, Indexing, Systematic Backups and End Point Centralisation using Multi-Cloud Strategies and integrated IaaS Solutions for Data Centers.","Cloud Computing, Cloud Data Services, Cloud Management, Cloud Storage, Data Storage, SaaS",https://www.moshaktech.com/,"Mumbai, Maharashtra, India",Uplifting your Cloud,"345,374",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2020-05-31,day,1,1-10,Rishabh Pote,,,,,
Techsist Solution,https://www.crunchbase.com/organization/techsist-solution,"Techsist solution they recruit across various industry segments for SME, SMB, multinational corporations as well as leading indian business houses. Their focus has always been on middle and senior management talent needs – PAN India and international staffing. They are the preferred recruitment partners for clients and a trusted consultant for indian professionals, both in india and overseas. They operate through domain-specialist teams, providing permanent hire services. Their mission is, to be the first choice in providing staffing and workforce solutions to local and international businesses through partnership with clients, whilst fulfilling the expectations of their candidates.","Cloud Management, Contact Management, IT Management, Professional Services, Staffing Agency, Technical Support",https://techsistsolution.com,"Noida, Uttar Pradesh, India",Techsist Solution provides staffing and recruiting.,"360,751",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2014-01-01,year,,51-100,,,,,,
Agni,https://www.crunchbase.com/organization/agni,,"Cloud Management, Cyber Security, Network Security, Software",https://www.agniinfo.com/,"Bengaluru, Karnataka, India","Agni offers compliance management solutions, network security solutions, secure web gateway and file integrity management services.","369,490",,,,,,,,,,,,,Asia-Pacific (APAC),Active,,,1,,Suresh Subramani,,,,,
AppGallop,https://www.crunchbase.com/organization/appgallop,,"Billing, Cloud Management, Marketplace",https://appgallop.com,"New Delhi, Delhi, India",Cloud Billing & Marketplace Platform,"396,387",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2017-04-02,day,1,11-50,Rajeev Vij,,,,,
AasPass - Global to Local,https://www.crunchbase.com/organization/aaspass-global-to-local,"AasPass is a company that provides a cloud retail management platform for small kirana store merchants to manage inventory, sales, cash flow, credits, insurance & suppliers. It mainly focuses on bringing an organised manner of work in the retail sector that could prove to be beneficial for both merchants and customers. Our mission is to penetrate the retail market and digitising every single small Kirana shop pan India.","Cloud Management, E-Commerce, InsurTech, Retail Technology",https://aaspassapp.com,"Mandla, Madhya Pradesh, India",We are India's 1st Cloud Retail Management Platform empowering local Kirana merchants.,"399,738",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2021-02-16,day,4,11-50,"-- --, Akshat Golchha, Rohnit Roy, Sannidhya Shah",,,,,
ConQsys,https://www.crunchbase.com/organization/conqsys,,"Apps, Cloud Management, Developer APIs, Security",https://conqsys.com/,"Noida, Uttar Pradesh, India","Conqsys specializes in IT security, cloud, web design, application and API development services.","450,244",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2005-01-01,year,1,101-250,Manoj Taneja,,,,,
OneDigiStore,https://www.crunchbase.com/organization/onedigistore,,"Cloud Management, Consulting, Information Technology",https://onedigistore.com,"Hyderabad, Andhra Pradesh, India",OneDigiStore is a digital solution and services provider company.,"458,373",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2014-01-01,year,,1-10,,,,,,
Solaris Soft labs,https://www.crunchbase.com/organization/solaris-soft-labs,,"Cloud Management, Information Services, Information Technology, Professional Services",https://solarissoftlabs.com/,"Bengaluru, Karnataka, India","Solaris Soft labs India Pvt. Ltd. is an IT firm that provides information services, cloud management services, and product development.","465,737",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2016-01-01,year,,11-50,,,,,,
SKEWBIRD Technologies,https://www.crunchbase.com/organization/skewbird-technologies,,"Business Information Systems, Cloud Management, Enterprise Resource Planning (ERP), Information Technology, Manufacturing, SaaS, Software",https://skewbird.com/,"Kochi, Kerala, India","SaaS ERP for the non-Enterprise.Easy to use ERP for Manufacturing, Wholesale & Distribution MSME's with Industry specific user experience.","480,679",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2015-02-01,day,3,11-50,"Inayath K K, Irfad Ibrahim, Riyas TK",,,,,
Unicel Technologies Pvt Ltd,https://www.crunchbase.com/organization/unicel-technologies-pvt-ltd,"UNICEL Technologies, based in Bangalore and founded in 2003, provides Integrated Cloud Communications Solutions across SMS, Voice, USSD, and Email. The strong and intensifying belief in the power of cloud communications, along with the need for Innovation to provide these services in a uniquely simple and integrated way, is what the company thrives on every day. Unicel provides a complete range of communications services through APIs that customers can directly integrate into their applications, SaaS based applications built by Unicel to meet many common business requirements, and customized solutions tailor made to business-specific needs. they believe that technology expertise and customer insight is at the heart of being able to deliver on their customer promise, and that is exactly what Unicel has always sought to do. Their next-generation platform enables enterprises to access any media from a single sign-on, effortlessly enabling them to access the media that best suits their need. The platform also offers real time content transformation across media to help ensure the communication is delivered to the end-user in the best possible way every time. Unicel has also developed numerous technology innovations, enabled through network-level integration with operators, which have enabled it to deliver the highest SLAs and service reliability available in the market today. Unicel has led the march in Enterprise Communications in India, delivered over the cloud, since the day of its inception. The industry-recognized expertise in cloud communications has enabled Unicel to help revolutionize the way enterprises connect and interact with different players in the value chain. Today Unicel is proud to have over 1000 enterprise customers, including a major chunk of the Fortune 500 brands in India.","Cloud Management, Service Industry, Telecommunications",http://www.uniceltech.com/,"Bangalore, Karnataka, India","UNICEL Technologies based in Bangalore and founded in 2003 provides Integrated Cloud Communications Solutions via SMS, Voice, USSD & Email","521,308",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2003-05-01,day,1,51-100,Vinay Agrrawal,,,,,
Antrax labs,https://www.crunchbase.com/organization/antrax-labs,"Antrax Labs is a Deep Tech, IoT, and AI-based R&D company providing eminent solutions for Industry 4.0. Their products and services range from connected devices to a highly scalable cloud platform.  Antrax Labs provide smart initiatives for monitoring Applications, Automation, and Industrial power control to enhance the standards of living as well as Business Operations.","Artificial Intelligence, Cloud Management, Industrial Automation, Machine Learning",https://www.antraxlabs.com,"Allahabad, Uttar Pradesh, India","Antrax Labs is a Deep Tech, IoT and AI based R&D company providing eminent solutions for Industry 4.0.","528,790",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2018-01-01,year,2,11-50,"Arqum Ahmad, Ishita Bansal",,,,,
ActOnMagic,https://www.crunchbase.com/organization/actonmagic,"ActOnCloud helps you to achieve infinite scale on any cloud without infinite cost. ActOnCloud is an Intelligent Cloud Essentials Platform to manage, optimize, scale Any cloud, Multi Cloud or Hybrid Cloud environments. AWS, Azure, Google Cloud, DigitalOcean, IBM BlueMix, Exoscale and Apache Cloudstack.","Cloud Infrastructure, Cloud Management, Predictive Analytics",http://www.actoncloud.com/,"Bangalore, Karnataka, India",Helps Enterprises and MSPs to achieve infinite scale without infinite cost.,"585,311",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2014-01-15,day,2,1-10,"Madan Ganesh Velayudham, Sumathi Kuppusamy",,,,,
Equence Technologies,https://www.crunchbase.com/organization/equence-technologies,,"Cloud Computing, Cloud Management, Software, Telecommunications",https://equence.com,"Mumbai, Maharashtra, India",Equence Technologies is a one-stop platform for digital communication channels providing cloud-based messaging solutions.,"585,849",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2011-01-01,year,,11-50,,,,,,
LeonStride Technologies,https://www.crunchbase.com/organization/leonstride-technologies,,"Cloud Data Services, Cloud Management, Information Technology, Software",https://www.leonstride.com,"Pune, Maharashtra, India","LeonStride Technologies is an IT company that provides business consulting, cloud development, and mobile application development services.","632,574",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2013-01-01,year,,11-50,,,,,,
Aphelion Softwares,https://www.crunchbase.com/organization/aphelion-softwares,"Aphelion Software is in the business of providing services specific to the information technology needs of the business to provide long term, comprehensive solutions. They also provide  ERP and web-based applications, customized application development and deployment.","Cloud Management, Enterprise Resource Planning (ERP), Information Technology, Software, Web Development",https://www.aphelionsoftwares.com,"Mumbai, Maharashtra, India",Aphelion Softwares is an offshore software development company.,"641,795",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2006-01-01,year,,11-50,,,,,,
VersionX,https://www.crunchbase.com/organization/versionx,"VersionX visitor management system for several entry-exit points and places that is internet and mobile based  a platform contactless attendance system. View and use all data from a single dashboard. Boom barriers, turnstiles, and doors with hardware integrated access control enforce effective security and control. Keep track of all the assets. Access their information and status at any time anywhere. Access control system and smart parking solution integrated for digital multi level parking. Manage space allocation, tenants, and payments properly the building management system automates water pressure and levels, hydrants and sprinklers, energy management, fire panels, and warnings and reporting  a complete parking management system that makes it simple and to manage cross inter parking lots.","Asset Management, Cloud Management, Hardware, Information Technology, Software",https://www.versionx.in,"Bengaluru, Karnataka, India",VersionX is an information technology company that provides software and hardware services.,"649,810",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2017-01-01,year,,11-50,,9,,,,
Webtoro Solutions Pvt Ltd,https://www.crunchbase.com/organization/webtoro-solutions-pvt-ltd,"Webtoro Solutions Pvt Ltd are driven by our client’s needs and we strive for excellence in all the projects that we embark upon. Whether its designing your website, crystallizing its brand identity, driving people to your enterprise or earning online rankings, we ensure that your goals are met in an organic and ethical manner. ","App Marketing, Cloud Infrastructure, Cloud Management, Cloud Security, Digital Marketing, Mobile Apps, SEM, SEO, Web Design, Web Development, Web Hosting",https://Webtoro.com,"Bengaluru, Karnataka, India",Webtoro Solutions Pvt Ltd are driven by our client’s needs and we strive for excellence in all the projects that we embark upon.,"678,707",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2015-11-01,month,,1-10,,,,,,
Easoftech Solutions,https://www.crunchbase.com/organization/easoftech-solutions,"Easoftech Solutions develops quality, agile consulting and technology solutions that will create a measurable difference in the company’s performance and profitability. They also offer software services through a fixed price contract.","Apps, Cloud Management, Developer Platform, Information Technology, Professional Services, Software",https://easoftech.com/,"Bangalore, Karnataka, India",Easoftech Solutions is an information technology firm.,"682,738",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2015-06-24,day,,11-50,,,,,,
