Organization Name,Organization Name URL,Full Description,Industries,Website,Headquarters Location,Description,CB Rank (Company),SEMrush - Monthly Visits,SEMrush - Average Visits (6 months),SEMrush - Monthly Visits Growth,SEMrush - Visit Duration Growth,SEMrush - Visit Duration,SEMrush - Page Views / Visit,SEMrush - Page Views / Visit Growth,SEMrush - Bounce Rate,SEMrush - Bounce Rate Growth,SEMrush - Global Traffic Rank,SEMrush - Monthly Rank Change (#),SEMrush - Monthly Rank Growth,Headquarters Regions,Operating Status,Founded Date,Founded Date Precision,Number of Founders,Number of Employees,Founders,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
Ridge,https://www.crunchbase.com/organization/tectonic-c189,"Ridge goes beyond the public cloud with a flexible cloud that’s anywhere you need to be. Ridge Cloud integrates into multiple locations and technology stacks to offer a full cloud experience on top of any underlying infrastructure — public or private. Businesses get a cloud customized for their specific throughput, locality, and commercial requirements. Without any installation or CAPEX, Ridge leverages existing servers and runs application workloads on any IaaS, virtualization, or bare-metal machines. Whether you need to deploy in a private data center, on-prem, edge micro-center, or even in a multi-facility hybrid environment, Ridge expands your footprint without limits.","Cloud Computing, Cloud Data Services, Cloud Infrastructure, Cloud Storage",https://ridge.co,"Boston, Massachusetts, United States",Get a cloud that works best for you! Ridge boosts cloud-native apps with a flexible cloud that sits on any infrastructure & in any location.,"16,383","13,033","5,938.67",258.34%,-91.68%,0,1,-6.09%,100%,6.94%,"1,931,125","-1,948,102",-50.22%,"Greater Boston Area, East Coast, New England",Active,2018-01-01,year,3,51-100,"Jonathan Seelig, Mati Lerner, Nir Sheffi",,,,,
ITL,https://www.crunchbase.com/organization/itl-5eae,,"Cloud Storage, Information Technology, Web Hosting",https://itldc.com,"Orlando, Florida, United States","ITL offers reliable and scalable dedicated server, SSD VDS and hosting solutions along with professional support.","1,091,004","12,978","52,890.83",-48.38%,95.69%,499,5.58,72.49%,18.01%,-2.6%,"1,877,313","661,682",54.43%,"East Coast, Southern US",Active,1991-01-01,year,,11-50,,,,,,
IBackup,https://www.crunchbase.com/organization/ibackup,,"Cloud Storage, Information Technology, Software",http://www.ibackup.com,"Calabasas, California, United States",IBackup enables small and medium sized businesses to get enterprise-class online data protection with superior performance for their data.,"525,002","12,795","31,012",-23.61%,-46.56%,140,3.51,-3.38%,25.77%,-5.22%,"1,891,406","336,502",21.64%,"Greater Los Angeles Area, West Coast, Western US",Active,,,,,,8,230,,,
Dokkio,https://www.crunchbase.com/organization/dokkio,"Dokkio is an intelligent, cloud-based file assistant that uses AI-powered technology to help you find, organize, understand, and collaborate on all your online files. The current Dokkio version works across Dropbox, Google Drive, Box, Gmail, and Slack attachments. You can access Dokkio using any popular browser, or via our iOS app. Dokkio automatically: * Categorizes shared files - as a Resume, or a Contract, or Product Spec, for example. Dokkio uses categories relevant to your industry and business. * Tags shared files, identifying their contents (for images), or important organizations, people or places they mention (for text files) * Relates shared files to Projects, or to Customers, or Partners, or whatever context is useful for your team Dokkio uses advanced Machine Learning and a simple suggestion technique to rapidly learn about your files and become a trusted, valuable file assistant. Imagine the wasted time you’ll save by seeing all of your files in one, organized view, and being able to search for them, no matter where they live.","Artificial Intelligence, Cloud Storage, Internet, Machine Learning, Software",https://dokkio.com/,"San Mateo, California, United States","Find, organize, and understand all your cloud files.","61,996","11,979","11,949.5",20.7%,"2,166.13%","1,405",1.57,14.37%,74.16%,6.06%,"1,963,526","-125,796",-6.02%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2014-01-01,year,5,11-50,"Brian Kirchoff, Chris Yeh, Eileen Xie, Jim Groff, Tom Kuegler",,,,,
Catalogic Software,https://www.crunchbase.com/organization/catalogic-software,"Catalogic Software is a modern data protection company providing innovative backup and recovery solutions including its flagship DPX product, enabling IT organizations to protect, secure and leverage their data. Catalogic’s CloudCasa offers cloud data protection, backup and disaster recovery as a service for Kubernetes applications and cloud data services. Catalogic Software spun out of Synsort in January of 2014.","Cloud Data Services, Cloud Storage, IT Management, Software",http://www.catalogicsoftware.com,"Woodcliff Lake, New Jersey, United States",Leading provider of smart data protection solutions.,"29,698","11,132","4,996.17",103.47%,344.44%,40,1.27,-1.21%,73.35%,2.16%,"2,052,568","-920,549",-30.96%,"Greater New York Area, East Coast, Northeastern US",Active,2013-12-15,day,,11-50,,,,4435899,USD,4435899
Volumez,https://www.crunchbase.com/organization/volumez,"Volumez is a cloud volume orchestrator that manages the data infrastructure by abstracting the complexity of data path orchestration. The company composes raw cloud storage services such as Amazon EC2 Instance Store, Google Compute Local SSDs, and Azure Ephemeral OS Disks, into secure data paths for stateful cloud-based applications.","Cloud Data Services, Cloud Storage, Data Storage",https://volumez.com/,"Boston, Massachusetts, United States",Volumez is a cloud volume orchestrator that manages the data infrastructure by abstracting the complexity of data path orchestration.,"261,885","10,897","2,882","1,629.68%",,0,1,-40%,100%,49.99%,"2,135,973","-5,661,853",-72.61%,"Greater Boston Area, East Coast, New England",Active,2020-01-01,year,,11-50,,,,,,
Central Point Networks,https://www.crunchbase.com/organization/central-point-networks,,"Cloud Computing, Cloud Storage, Network Security",https://www.cpnllc.com,"Bakersfield, California, United States","Central Point Networks is an IT firm that renders data recovery, conferencing, network security, cloud storage and cloud computing services.","999,769","10,024",,44.77%,837.7%,"4,576",3.25,8.33%,75%,125.02%,"2,179,131","-362,405",-14.26%,"West Coast, Western US",Active,2000-01-01,year,,1-10,,,,,,
Storidge,https://www.crunchbase.com/organization/storidge,"Storidge is an automated storage for cloud-native applications. It was built on the idea that operating storage for enterprise applications should be really simple. It automates storage operations for cloud-native apps so developers can focus on applications. Its  single software stack provides full visibility into the infrastructure making it simple to identify and resolve failure root causes. By reinventing the way we handle data, we can make it simple to deliver consistent and guaranteed performance for customer applications, drastically simplifying IT infrastructure and operations through application-centric management. We have created a path to next-generation application frameworks based on container technology. The company is based in Mountain View, California.","Apps, Cloud Storage, Data Storage, Information Technology, SaaS, Software",https://storidge.com/,"Mountain View, California, United States",Storidge is an automated storage for cloud native applications.,"434,017","9,610",,272.19%,,0,1,0%,100%,0%,"2,283,082","-2,243,747",-49.57%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,,,,1-10,,,,,,
AIC,https://www.crunchbase.com/organization/aic-inc,"AIC is a leading provider of both OEM/ODM and COTS (commercial off-the-shelf) and server and storage solutions. With expert in-house design, manufacturing and validation capabilities, AIC's products are highly flexible and configurable to any form factor, standard or custom. AIC leads the industry since 1996 with experience in mechanical, electronic, system-level engineering as well as a dedication to innovation and customer satisfaction. Headquartered in Taiwan, AIC has offices and operations throughout the United States, Asia and Europe.","Cloud Storage, Data Storage",http://www.aicipc.com/en/,"City Of Industry, California, United States",AIC is a leading provider of both OEM/ODM and COTS (commercial off-the-shelf) and server and storage solutions.,"640,139","7,940","6,456.83",79.96%,-88.63%,315,3.66,25.99%,30.7%,-27.78%,"2,464,630","-986,437",-28.58%,"Greater Los Angeles Area, West Coast, Western US",Active,1996-01-01,year,,501-1000,,,,148640,USD,148640
Hipaa Vault,https://www.crunchbase.com/organization/hipaa-vault,,"Cloud Storage, Information Technology, Web Hosting",https://www.hipaavault.com/,"San Marcos, California, United States","Hipaa Vault provides server management, web hosting, e-mail, cloud and firewall configurations as well as technical assistance services.","642,965","7,831","10,795",23.91%,679.1%,"1,044",1.49,6.31%,51.16%,-36.05%,"2,568,003","-209,278",-7.54%,"Greater San Diego Area, West Coast, Western US",Active,1997-01-01,day,,11-50,,,,,,
Rad Web Hosting,https://www.crunchbase.com/organization/rad-web-hosting,"Rad Web Hosting is a leading provider of Domains, Web Hosting, cloud VPS, and Dedicated Servers with multiple US data center locations.","Cloud Infrastructure, Cloud Management, Cloud Security, Cloud Storage, Data Center Automation, Domain Registrar, Information Technology, Private Cloud, VoIP, Web Hosting",https://radwebhosting.com,"Dallas, Texas, United States","VPS Hosting and Dedicated Servers in Dallas, Texas and Phoenix, Arizona","155,544","7,269","4,721.83",93.22%,"5,020%",256,1.22,13.3%,93.65%,1.3%,"2,596,105","-1,097,683",-29.72%,"Dallas/Fort Worth Metroplex, Southern US",Active,2015-01-01,day,2,11-50,"Ron Williams, Scott Claeys",,,,,
MCCi,https://www.crunchbase.com/organization/mcci,"MCCi is a business process automation company that accelerates digital transformation by adding intelligence to your processes. As an IT services company with expertise in delivering end-to-end solutions, we provide our clients some of the leading hyperautomation technologies, including Laserfiche for content services, Blue Prism for robotic process automation, ABBYY for intelligent capture, and One Span for digital signatures. We have a fierce commitment is to be your end-to-end professional services provider. We are a trusted partner to over 1,300 organizations across all industries, including government, education, financial services, c-stores/fuel distributors, and manufacturing.","Business Intelligence, Cloud Infrastructure, Cloud Management, Cloud Security, Cloud Storage, Consulting, Information Technology, Professional Services, Software",http://www.mccinnovations.com,"Tallahassee, Florida, United States",MCCi is an IT services company with expertise in delivering end-to-end Content Services and Intelligent Automation solutions.,"161,019","6,568","9,070.33",-45.65%,53.53%,261,5.35,1.62%,16.66%,-16.7%,"2,906,563","953,094",48.79%,"East Coast, Southern US",Active,2003-07-14,day,1,101-250,Donny Barstow,,,,,
Buildr,https://www.crunchbase.com/organization/buildr-6667,,"Cloud Storage, Construction, Software",https://buildrtech.com/,"Long Beach, California, United States",Buildr provides solutions bridging the job site to the cloud for task automation and faster project closeout for data-driven contractors.,"228,860","6,229","7,872",20.07%,-65.45%,558,2.74,-7.46%,28.11%,-48.54%,"3,112,575","-236,029",-7.05%,"Greater Los Angeles Area, West Coast, Western US",Active,2018-01-01,day,3,1-10,"Caleb Taylor, Edward Gonzalez, Michael Stock II",,,,,
mxHero,https://www.crunchbase.com/organization/mxhero,"mxHero is a technology start-up based in San Francisco founded by veteran email technologists with a track record of designing software solutions that improve how email functions for hosted service providers, end users, and businesses of all sizes. mxHero’s powerful app platform empowers businesses to easily add security, efficiency, and detailed reporting from any major e-mail system.","Cloud Storage, Email, Enterprise Software, Software",http://www.mxhero.com,"San Francisco, California, United States","mxHero develops software applications that enable users, service providers, and companies to manage and analyze their email accounts.","71,474","5,678","7,017.17",46.23%,"7,238.46%",0,1,0%,100%,0%,"3,061,340","-586,738",-16.08%,"San Francisco Bay Area, West Coast, Western US",Active,2012-06-01,day,3,11-50,"Alex Panagides, Bruno Santos, Marcelo Mármol",,,57998,USD,57998
FlipDrive,https://www.crunchbase.com/organization/flipdrive,,"Cloud Storage, Data Storage, File Sharing, Software",https://www.flipdrive.com/,"Brooklyn, New York, United States","FlipDrive is a cloud storage solution that lets to access, store, share and backup data in a convenient and secure location.","391,029","5,478","3,683.33",15.59%,-58.49%,22,3.73,38.98%,0.44%,-99.1%,"3,131,582","-220,252",-6.57%,"Greater New York Area, East Coast, Northeastern US",Active,,,,,,11,62,,,
"Zia Consulting, Inc.",https://www.crunchbase.com/organization/zia-consulting,"Zia Consulting is an award-winning system integrator of content management, process management, document capture, and cloud sharing technologies. We address the needs of enterprises to better manage, process, and secure documents by automating business processes and enhancing information governance. Our vertical accelerators for insurance, mortgage, accounting, manufacturing, and more are utilized by some of the world's largest enterprises to reduce costs, increase efficiency, and mitigate risk. To learn more, visit www.ziaconsulting.com.","Business Intelligence, Cloud Storage, Compliance, Consulting, Document Management, Enterprise Applications, Information Technology, Management Information Systems",https://www.ziaconsulting.com/,"Boulder, Colorado, United States","Zia is an award-winning system integrator of content management, process management, document capture, and cloud sharing technologies.","241,119","4,775","25,522.33",-74.15%,-83.59%,184,1.94,11.41%,37.21%,-26.24%,"3,474,996","2,000,324",135.65%,"Greater Denver Area, Western US",Active,2003-05-01,month,3,51-100,"Jeff Barry, Mike Mahon, Pat Myers",1,,748432,USD,748432
MSRcosmos LLC,https://www.crunchbase.com/organization/nsrcosmos-llc,"MSRcosmos, a MSRcosmos group company, is a fast-growing global IT services company with unmatched capabilities across the service value chain of intelligent automation, cloud, data &  analytics, enterprise applications, and IT infrastructure.  At MSRcosmos, we believe in the power to inspire and shape businesses and communities through technology. With a global network of strategic partners and extensive expertise in Cloud, Data/AI, Applications and Automation, our products, services, and solutions help companies transform their businesses.  “Promise delivered” is our brand proposition, orchestrated via staunch delivery commitments, path-breaking solutions, highly differentiated talent, and a  methodical approach. This belief has enabled MSRcosmos to be a preferred partner of choice for many customers across diverse industries in the USA, Europe,  India, and Australia Headquartered in the US, MSRCosmos has a strong presence in the US, India, and Australia.","Analytics, Business Intelligence, Cloud Data Services, Cloud Management, Cloud Storage, Data Integration, Data Mining, Data Visualization, Enterprise Resource Planning (ERP), Infrastructure",http://www.msrcosmos.com/,"Stockton, California, United States","MSRcosmos, part of MSRcosmos Group, pioneers in digital transformation using the best of cloud, data & ai and automation.","136,265","4,692","10,549.83",-82.93%,-67.67%,150,1.79,-31.95%,49.08%,-23.37%,"3,534,698","2,313,502",189.45%,"West Coast, Western US",Active,2008-02-19,day,2,1001-5000,"Devi Kondapi, SivaGopal Modadugula",3,,592130,USD,592130
Blooksy,https://www.crunchbase.com/organization/blooksy,Blooksy is a cloud-based software platform that has everything authors need to easily write and publish their books.,"Cloud Storage, Software",https://blooksy.com/,"Atlanta, Georgia, United States",Blooksy is a cloud-based software platform.,"95,679","4,517","6,400.5",228.51%,-75.29%,43,2.5,-0.02%,50%,-59.58%,"3,585,868","-2,602,846",-42.06%,"Greater Atlanta Area, East Coast, Southern US",Active,2021-01-01,year,1,,Anthony Joiner,,,,,
ORock Technologies,https://www.crunchbase.com/organization/orock-technologies,"ORock Technologies is a small business Infrastructure as a Service (IaaS) and Cloud Service Provider (CSP) serving technology companies and enterprise customers in defense, government, and highly regulated industries. ORock’s unique architecture includes a private, carrier-grade dark fiber network and a FedRAMP Moderate open-source cloud. It was designed for secure data operations and delivers a combination of data security, performance, flexibility, compliance, and control that most CSPs cannot provide. ORock solutions include secure cloud & IaaS; application hosting; FedRAMP authorization services; and secure connectivity and mobility. As a Red Hat Certified Cloud & Service Provider (CCSP), ORock is authorized to host and resell certified Red Hat offerings on-demand.","Big Data, Cloud Computing, Cloud Data Services, Cloud Infrastructure, Cloud Security, Cloud Storage, Cyber Security, IaaS, Information Technology, Private Cloud, SaaS",http://www.orocktech.com,"Reston, Virginia, United States","ORock Technologies provides IaaS and cloud services to IT companies and customers in defense, government, and regulated industries.","24,067","4,435",,-23.2%,"4,574.65%","3,319",1.64,-34.93%,67.96%,569.56%,"3,589,165","784,388",27.97%,"Washington DC Metro Area, East Coast, Southern US",Active,2014-01-01,year,2,11-50,"Gregg Hrncir, John Leon",,,,,
Parature,https://www.crunchbase.com/organization/parature,"Parature provides on-demand customer service software, making it possible for any business to leverage the Internet to provide outstanding customer service and online support. Parature provides an efficient way to serve, support, retain, engage with and maximize the value of every customer. Parature's software-as-a-service (SaaS) delivery and integrated, intuitive design enable organizations to run efficiently.  Parature's flagship product, Parature Customer Service software, integrates a customer portal, rich knowledgebase and full trouble ticket software in one dynamic system that manages all your support needs.  Parature announced a new social response management product called ""Parature for Facebook"", the Industry's First and Only Customer Service Application for Directly Engaging with Customers, Prospects and Fans on Facebook.  The product now supports Twitter as well. Founded in 2001, today Parature helps support more than 55 million end users worldwide. Parature is at work in a wide variety of organizations including national associations, leading educational institutions, technology companies, and diverse industries from gaming/interactive media & entertainment, to retail, healthcare and government. Source: [Karan Rawat](http://seosmomarketing.blogspot.com/)","Cloud Storage, Customer Service, Internet, SaaS, Software",http://www.parature.com,"Herndon, Virginia, United States",Parature develops cloud-based customer service software that enables companies to provide on-demand customer service and online support.,"211,322","4,218",,,,0,1,,100%,,"3,687,703",,,"Washington DC Metro Area, East Coast, Southern US",Closed,2000-06-15,day,2,51-100,"Ching-Ho Fung, Duke Chung",,,,,
BTerrell Group,https://www.crunchbase.com/organization/bterrell-group,,"Cloud Storage, Internet, Software",http://www.bterrell.com/,"Addison, Texas, United States",BTerrell Group is a software company located in Addison.,"481,548","3,979",,50.15%,,0,1,0%,100%,0%,"3,767,171","-706,345",-15.79%,"Dallas/Fort Worth Metroplex, Southern US",Active,1991-01-01,day,,11-50,,,,51021,USD,51021
Permanent.org,https://www.crunchbase.com/organization/permanent-org,,"Charity, Cloud Storage, Data Storage, Non Profit",https://www.permanent.org/,"Austin, Texas, United States",Permanent.org is non-profit organization that offers data storage facilities for companies.,"552,574","3,914","7,969",-39.71%,200%,156,3.63,263.34%,63.33%,-36.67%,"3,781,463","1,144,901",43.42%,Southern US,Active,2014-01-01,year,,1-10,,,,25315,USD,25315
K3 Technology,https://www.crunchbase.com/organization/k3-technology,,"Cloud Infrastructure, Cloud Storage, Cyber Security, Information Technology, IT Management",https://k3techs.com,"Denver, Colorado, United States","K3 Technology is an information technology company that provides cybersecurity, cloud infrastructure, and IT management services.","312,343","3,804","3,080.83",158.42%,,0,1,0%,100%,0%,"3,827,350","-2,158,665",-36.06%,"Greater Denver Area, Western US",Active,2017-01-01,year,1,11-50,Kelly Kercher,,,21149,USD,21149
MassiveGRID,https://www.crunchbase.com/organization/massivegrid,"MassiveGRID is a global high-end Service Provider, with over 19 years of hands-on experience in the fields of high-availability service hosting, turn-key service solution & development. Our services are designed for demanding clients that run Business Critical Services or need high performance & large network capacity. MassiveGrid’s client portfolio includes financial institutions, telecoms & cutting-edge technology organizations, among others. Our extensive technical expertise and broad experience in problem solving allows us to provide high-quality customized telecoms & IT solutions to any technology challenge. Operations Center engineers are available 24x7x365 and handle on-the-spot any network issue. We are committed in providing a leading-class service and we are able to offer 100% service uptime through our 100% SLA. Our Infrastructure is multi-clustered. Every cluster consists of many hardware servers, all of them in high-availability mode. Client’s servers run in a complete virtual environment fully isolated with each other on our clusters. If a hardware server in any of our clusters fails, then the services that were running in that hardware server get moved instantly to other servers of the cluster. Our storage is highly available as well. Unlike other cloud providers, we use clustered storage for top reliability in a multi-replicated architecture. Apart from reliable, our storage is very fast too, since we use Pure SSD. Our highly available storage cluster is self-healing and offers 100% storage uptime. Our network is also based on high-availability architecture and is fully redundant. The best Tier-1 Internet Providers are used for our links, which are at least duplicated. All Network elements are also following at least N+1 redundancy architecture. Traffic is automatically re-routed, in the event of a link failure. Upon client’s request, we can offer protection up to 4.5Tbps Distributed Denial of Service (DDoS) attacks. MassiveGRID is the ultimate cloud hosting provider. Our unmatched expertise allows us to define our industry's best practices and thus leads to a unique value proposition. Entry-level clients and enterprises with business-critical activities alike trust MassiveGRID for their day to day cloud management.","Cloud Computing, Cloud Infrastructure, Cloud Security, Cloud Storage, IaaS, Information Technology, Internet, IT Infrastructure, PaaS, Private Cloud",https://www.massivegrid.com,"New York, New York, United States",The High-Availability Cloud Provider,"229,322","3,385","3,382.67",-51.84%,-56.43%,755,4.06,-65.97%,63.33%,-71.62%,"4,038,327","1,381,924",52.02%,"Greater New York Area, East Coast, Northeastern US",Active,2016-05-26,day,1,11-50,Vasileios Stoidis,,,,,
"Otixo, Inc.",https://www.crunchbase.com/organization/otixo,"Otixo brings team collaboration and communication into one place, so you can get more work done.  Otixo enables you to connect all your Cloud Drives and to collaborate with your Team. Get access to more than 30 Cloud Drives, such as Google Drive, Box, Dropbox, MEGA, OneDrive, FTP and many more. Transfer your cloud contents easily from one cloud to another or search for specific files using the extended search functionality. With the Otixo Team Spaces you get an advanced collaboration tool where you can invite your family members, friends, coworkers and all the people you know. Create a Team Space, invite people and chat with them about the files shared in the Space or about projects. Stay up-to-date with the notifications in your Team Channel. Find your own Personal Cloud Drive and your own Personal Team Space as default additions to your account to get you started right away. Move your projects forward by inviting the right people!","Cloud Infrastructure, Cloud Storage, Content, Data Integration, Data Storage, Online Portals, Productivity Tools, Project Management, Sharing Economy, Video Conferencing",https://www.otixo.com,"San Francisco, California, United States",All your team collaboration and cloud management in one place,"77,669","3,353","3,986.67",6.89%,,0,1,0%,100%,0%,"4,010,631","54,935",1.39%,"San Francisco Bay Area, West Coast, Western US",Active,2010-04-12,day,1,1-10,Jens Birnbaum,5,,,,
a COUPLE of GURUS,https://www.crunchbase.com/organization/a-couple-of-gurus,"a COUPLE of GURUS is an award-winning IT services company helping world-changing organizations with Managed IT services, managed cybersecurity, cloud solutions, IT consulting, and more. We know that you want to change the world, and we want to help. To do that, we will secure and streamline your business IT to solve today’s problems and meet tomorrow’s goals. World-changing organizations that we support include just about any Business, Regulated Manufacturers (such as Medical Device manufacturers/Biotech companies and DoD manufacturers and contractors), and Non-Profit organizations. Need Regulatory Compliance help? We got you covered! We distinguish ourselves from other providers by utilizing a more personal and fun touch. Our team puts a strong emphasis on clear and open communication so we can best get to know our clients and their needs. Strong relationships lead to successful partnerships, and we love nothing more than growing and having fun alongside our clients. Partner with us and leverage our extensive knowledge and expertise. With a COUPLE of GURUS watching over your business IT and aligning your technology to your organization's vision, you can confidently put more resources towards what's important.","Cloud Management, Cloud Security, Cloud Storage, Compliance, Cyber Security, IT Infrastructure, IT Management, Network Security, Private Cloud, Technical Support",https://www.acoupleofgurus.com/,"Minneapolis, Minnesota, United States",a COUPLE of GURUS is an award-winning IT services company helping world-changing organizations with Managed IT services and more.,"400,101","3,129","2,862",19.25%,209.09%,34,2,-20%,42.95%,15.32%,"4,143,569","-196,098",-4.52%,"Greater Minneapolis-Saint Paul Area, Great Lakes, Midwestern US",Active,2002-02-25,day,2,11-50,"Anne Schoolcraft, Keith Schoolcraft",,,108021,USD,108021
KeepItSafe,https://www.crunchbase.com/organization/keepitsafe,"KeepItSafe is a cloud data backup company specializing in disaster recovery and business continuity. Backed by a $1.2 billion public company, j2 Global®, Inc. (NASDAQ: JCOM), KeepItSafe meets data-security protection regulations with ISO 27001, SOC 2, HIPAA, and PCI compliance in 20+ data centers across three continents.  KeepItSafe’s holistic approach leverages its global footprint and best-of-breed technologies to deliver comprehensive data availability and as-a-Service solutions by offering custom managed and monitored services with 24/7 live support. KeepItSafe’s secure enterprise-class data centers support virtual-, physical-, and cloud-to-cloud solutions with 256-bit encryption and multi-cloud scalability via a global network of service providers, system integrators, and cloud resellers.","Cloud Data Services, Cloud Infrastructure, Cloud Storage, Data Storage, SaaS",http://www.keepitsafe.com,"Los Angeles, California, United States","KeepItSafe offers global cloud data availability for Backup, Disaster Recovery-as-a-Service (DRaaS), Endpoint and SaaS data protection. ","196,839","3,101","4,515.83","2,303.88%",107.89%,14,2.96,189.33%,21.57%,-78.26%,"4,156,890","-5,465,712",-56.8%,"Greater Los Angeles Area, West Coast, Western US",Active,2003-06-03,day,2,501-1000,"Alexander Hagerup, Eoin Blacklock",,,,,
Decision Minds,https://www.crunchbase.com/organization/decision-minds,,"Artificial Intelligence, Cloud Storage, Information Technology, Machine Learning, Virtualization",http://www.decisionminds.com/,"Milpitas, California, United States","Decision Minds is an IT firm that specializes in data virtualization, machine learning, artificial intelligence & cloud analytics services.","149,721","2,919",,128.58%,66.67%,0,1,-25.01%,100%,49.99%,"4,351,090","-2,127,411",-32.84%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2013-01-01,year,2,101-250,"Balaji Rajagopalan, Murali Pabbisetty",,,1500000,USD,1500000
Hammerspace,https://www.crunchbase.com/organization/hammerspace-4936,"Hammerspace breaks data free from the constraints of storage systems, making it possible for users and applications to access data from anywhere by providing the software-defined data platform and data services for your Global Data Environment. 1.	Unified Data Access Layer (UDAL)  •	Global File System •	Linux, Windows, Kubernetes, VMWare, MacOS  2.	Data Orchestration Tools •	Objective-based policies •	File-driven data mobility and replication •	Universal data movers •	Customizable metadata •	Supports over 100 individual volumes / buckets 3.	Automated Data Services •	Replication  •	Snapshots with file-level recovery •	WORM •	Tiering and mobility •	Undelete •	Versioning •	Encryption 4.	Universal Storage Options  •	Multi-Cloud, Multi-Region, Hybrid-Cloud •	Multi-Data Center •	Software Defined Storage (utilize existing storage or choice of commodity) •	Block / NAS / Object / Snowflake","Cloud Data Services, Cloud Storage, Data Storage, Information Technology, Software",https://hammerspace.com/,"San Mateo, California, United States",Hammerspace is a software-defined data platform that creates a Global Data Environment to connect users and applications with their data.,"116,309","2,756","3,409.5",40.47%,-97.31%,0,1,0%,100%,0%,"4,382,517","-366,039",-7.71%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2018-01-01,year,1,11-50,David Flynn,,,,,
Aeeiee,https://www.crunchbase.com/organization/aeeiee,,"Apps, Cloud Storage, IT Infrastructure, Software, Web Design, Web Hosting",https://www.aeeiee.com/,"Tempe, Arizona, United States","Aeeiee specializes in IT solutions, search engine optimization, cloud architecture, AWS hosting, web design and app development services.","451,883","2,650","2,123.67",-2.18%,-87.9%,101,1.09,-28.79%,91.02%,9.98%,"4,473,837","200,314",4.69%,"Greater Phoenix Area, Western US",Active,2015-01-01,year,1,1-10,David Ovienmhada,1,43,,,
Totaldocs,https://www.crunchbase.com/organization/totaldocs,,"Cloud Storage, Information Technology, Software",https://totaldocs.com,"Miami, Florida, United States","Totaldocs offers cloud solutions for finance, health, insurance, and public sectors.","790,315","2,350",,-6.75%,,0,1,0%,100%,0%,"4,808,535","233,750",5.11%,"Greater Miami Area, East Coast, Southern US",Active,1988-01-01,year,,1-10,,,,,,
Amaryllo Inc.,https://www.crunchbase.com/organization/amaryllo-international,"Based in Irvine, California, Amaryllo builds internet infrastructures and integrates layers of technologies, so consumers and enterprises can benefit from its pay-as-you-go services. Amaryllo generates service income such as video cloud storage, business analytics, data backup service, etc. through Amaryllo empowered devices.","Cloud Data Services, Cloud Storage, Information Technology, Network Security, PaaS, SaaS, Smart Home, Software, Video Streaming, Wireless",http://www.amaryllo.us,"Irvine, California, United States",Amaryllo is a Platform as a Service company providing business analytics and unlimited cloud storage services on a pay-as-you-go business.,"67,188","2,320",,10.11%,-97.26%,0,1,-50%,100%,,"4,736,606","79,989",1.72%,"Greater Los Angeles Area, West Coast, Western US",Active,2012-01-01,year,1,51-100,Marcus Yang,,,,,
Excelero Storage,https://www.crunchbase.com/organization/excelero-storage,"Excelero developed NVMesh, a software platform that manages and secures virtual arrays of NVMe flash drives as block storage available across public and private clouds. The software supports Kubernetes containers.","Cloud Storage, Data Storage, Enterprise Software, Flash Storage, Software",http://www.excelero.com,"Santa Clara, California, United States",Excelero Storage is a Software-defined block storage for cloud and enterprise applications at any scale.,"21,741","2,203",,358.96%,,0,1,0%,100%,0%,"4,917,202","-3,481,640",-41.45%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2014-01-01,year,4,11-50,"Lior Gal, Ofer Oshri, Omri Mann, Yaniv Romem",,,,,
Cloudwalks,https://www.crunchbase.com/organization/cloudwalk-hosting-solution,"Cloudwalks is a leading QuickBooks Hosting provider in more than 10 countries. We have gained very rich experience in Hosted Tax and Accounting applications in a cloud environment. Cloudwalks hosts all popular accounting software, such as QuickBooks, Peachtree, Sage accounting software, etc. We at Cloudwalks host all versions of QuickBooks accounting software including Pro, Premier, Enterprise, QuickBooks Canada, and all industry-specific versions from the year 2010 onwards in a multi-user environment.","Cloud Computing, Cloud Infrastructure, Cloud Storage, Private Cloud, Web Hosting",https://www.cloudwalks.com,"New York, New York, United States",Cloudwalks is a QuickBooks hosting provider offering customized virtual office solutions.,"363,063","2,184",,,,171,1.25,,74.91%,,"4,929,231",,,"Greater New York Area, East Coast, Northeastern US",Active,2010-09-18,day,1,11-50,Michael Goldfine,,,,,
CloudBasic,https://www.crunchbase.com/organization/cloudbasic,"Operator of a company designed to offer enterprise cloud technology products. The company's enterprise cloud technology products help to connect any combination of cloud, on-premises and legacy applications, enabling customers to work efficiently and increase their productivity.",Cloud Storage,https://cloudbasic.net/,"Irvine, California, United States",CloudBasic is an operator of a company designed to offer enterprise cloud technology products.,"748,431","2,154","2,837.33",121.38%,25%,0,1,0%,100%,0%,"4,848,561","-1,625,729",-25.11%,"Greater Los Angeles Area, West Coast, Western US",Active,2008-01-01,year,,,,,,,,
