Organization Name,Organization Name URL,Full Description,Industries,Website,Headquarters Location,Description,CB Rank (Company),SEMrush - Monthly Visits,SEMrush - Average Visits (6 months),SEMrush - Monthly Visits Growth,SEMrush - Visit Duration Growth,SEMrush - Visit Duration,SEMrush - Page Views / Visit,SEMrush - Page Views / Visit Growth,SEMrush - Bounce Rate,SEMrush - Bounce Rate Growth,SEMrush - Global Traffic Rank,SEMrush - Monthly Rank Change (#),SEMrush - Monthly Rank Growth,Headquarters Regions,Operating Status,Founded Date,Founded Date Precision,Number of Founders,Number of Employees,Founders,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
DediServe,https://www.crunchbase.com/organization/dediserve,"Dediserve was founded with the passionate belief that Cloud technologies and infrastructure is the future of all hosted services. Cloud IT in particular is the future of all IT services currently living in small business offices, comms rooms, cabinets and colos. Coming online in the beginning of 2009, they have worked to deliver on their mission of low cost, simple to use, transparently priced infrastructure and services to small business, powered by their enterprise cloud platform. Their team is built from evangelists and leaders in the hosting and cloud space with experience in building hosting and cloud platforms to market leading scale.","Cloud Infrastructure, IaaS, Information Technology, Web Hosting",http://www.dediserve.com,"Dublin, Dublin, Ireland","DediServe is an SSD-backed cloud platform that enables its users to build Linux, BSD, and Windows servers in the cloud.","360,628","2,857","6,976.17",-77.51%,-76.83%,38,1.73,-53.73%,44.24%,217.59%,"4,410,923","2,513,074",132.42%,European Union (EU),Active,2009-02-01,day,2,11-50,"Aidan Mc Carron, Stephen McCarron",1,,,,
Andrews IT Engineering,https://www.crunchbase.com/organization/andrews-it-engineering,,"Cloud Infrastructure, Cloud Security, Information Technology, Network Security",https://andrews.hu/,"Budapest, Budapest, Hungary","Andrews IT Engineering offers end-to-end managed network security, virtual hosting, and private cloud services for various businesses.","2,008,419","2,840",,,,4,1.09,,97.11%,,"4,423,286",,,European Union (EU),Active,1999-01-01,year,,11-50,,,,,,
Metsys,https://www.crunchbase.com/organization/metsys-3169,,"Cloud Infrastructure, Cyber Security, Information Technology, IT Management",https://www.metsys.fr/,"Boulogne-billancourt, Ile-de-France, France","Metsys is an IT engineering services company that offers consulting, integration and digital services in cybersecurity and infrastructure.","242,149","2,822","4,816.83",-46.57%,-86.55%,0,1,-44.82%,100%,44.86%,"4,434,813","1,116,649",33.65%,European Union (EU),Active,2011-01-01,year,1,251-500,Laurent Cayatte,,,,,
StorPool,https://www.crunchbase.com/organization/storpool,"StorPool is a leading software provider that develops the most reliable and speedy storage platform on the market. Public and private cloud builders - Managed Services Providers, Hosting Services Providers, Cloud Services Providers, enterprises, and SaaS vendors - use StorPool Storage as the foundation for their clouds. StorPool converts sets of standard servers into primary storage systems for large-scale cloud infrastructure. The software comes as an utterly hands-off solution - we architect, deploy, tune, monitor, and maintain your StorPool Storage system so that your users experience a speedy and reliable service. StorPool Storage systems are ideal for storing and managing the data of primary workloads that demand extreme reliability and low latency - databases, web servers, virtual desktops, real-time analytics, and mission-critical software. StorPool simplifies our customers’ cloud infrastructure, removes all the pains they experienced with legacy storage products, and supercharges their revenue and profits. Our customers’ specific benefits from StorPool Storage vary depending on their use cases, technology stacks, and scale. However, the core capabilities of StorPool are that it is reliable, agile, managed with ease, utterly hands-off, and speedy. Under the hood, StorPool builds out shared-storage pools out of DC-grade storage drives directly attached to standard servers to create the ultimate storage solution. These pools provide standard block device interfaces to the virtualised, containerised, or bare-metal workloads running in a cloud. StorPool has native plug-ins for Cloud Management Platforms like OpenStack, OpenNebula, CloudStack, Kubernetes, and OnApp. It also supports VMware, Oracle VM, Hyper-V, XenServer, and almost all other technology stacks. We designed StorPool Storage for large-scale deployments, but it has efficient resource consumption and can start small. Each cluster scales seamlessly online - adding drives or servers expands both its capacity and performance. Adjusting StorPool volume size and performance also happens online without disrupting user workloads. The updates for StorPool are also carried out online, without any interruptions to your services. StorPool doesn’t need specialised hardware components to deliver all of the above.","Cloud Infrastructure, Cloud Storage, Data Storage, Enterprise Software, Software",https://www.storpool.com,"Sofia, Grad Sofiya, Bulgaria","StorPool is the fastest software-defined block storage used by public and private cloud builders, enterprises, MSPs, hosting providers.","62,369","2,698","5,228.5",-64.81%,-95.58%,5,1.23,-19.85%,88.45%,9.05%,"4,528,315","2,024,592",80.86%,European Union (EU),Active,2011-11-01,day,3,11-50,"Boyan Ivanov, Boyan Krosnov, Yanko Yankulov",,,,,
Cloud&Heat Technologies,https://www.crunchbase.com/organization/aoterra,"Since its foundation in 2011, Cloud&Heat’s mission has been to make sustainability and security a driver of digital innovation. They provide energy-efficient, scalable and secure data center solutions that meet the requirements of the digital future. New technologies are not only becoming an increasingly integral part of everyday life and industrial processes, they also require high-performance IT infrastructures and consume enormous amounts of energy. With their innovative products and patented technology, They are meeting the rapidly growing demand for digitalisation and combatting the challenges of energy transition and climate change.","Cloud Infrastructure, Data Center, Energy, Information Technology, Open Source, Renewable Energy",http://www.cloudandheat.com,"Dresden, Sachsen, Germany","Cloud&Heat Technologies develops, builds and operates the most energy-efficient data centers worldwide.","100,269","2,680","13,489.67",-96.19%,-90.15%,13,1.27,-22.94%,72.72%,4.35%,"4,540,527","3,870,360",577.52%,European Union (EU),Active,2011-11-01,day,4,101-250,"Christof Fetzer, Jens Struckmeier, Marcel Schretzmann, Nicolas Rohrs",,,6566431,USD,6566431
Genese Solution,https://www.crunchbase.com/organization/genese-solution,"We are an official Cloud Consulting Provider of Amazon web services & Cloud Consulting Company working relentlessly on a mission of developing end-to-end product engineering and digital transformation services to companies and startups across Europe and Asia by delivering utmost and undaunted business & technical support to our esteemed clients, customers and stakeholders with the expertise of our internationally certified engineers & business professionals.","Cloud Computing, Cloud Infrastructure, Cloud Management, Cloud Storage, Consulting, Information Technology, SEO, Software",https://www.genesesolution.com/,"London, England, United Kingdom",As an official Cloud Consulting Provider of Amazon web services. We offer Cloud Consulting Services.,"439,251","2,662","2,728.33",145.8%,146.39%,239,3.15,24.02%,66.47%,36.24%,"4,553,130","-2,208,415",-32.66%,,Active,2013-03-03,day,1,51-100,Anjani Phuyal,,,,,
Polyaxon,https://www.crunchbase.com/organization/polyaxon,,"Artificial Intelligence, Cloud Infrastructure, Infrastructure, Machine Learning, PaaS",https://polyaxon.com,"Berlin, Berlin, Germany",An open source platform for reproducible machine learning at scale.,"208,230","2,642",,"1,463.31%",,0,1,0%,100%,0%,"4,481,236","-4,867,854",-52.07%,European Union (EU),Active,2018-10-01,month,,,,,,,,
Mainstream,https://www.crunchbase.com/organization/mainstream-cbcd,,"Cloud Infrastructure, Information Technology, Web Hosting",https://www.mainstream.rs,"Belgrade, Vojvodina, Serbia","Mainstream provides advanced cloud, managed hosting, and infrastructure services.","439,301","2,639","1,560.17",469.98%,-74.79%,184,1.54,44.05%,62.17%,-37.29%,"4,573,829","-3,862,200",-45.78%,,Active,2005-01-01,year,,51-100,,,,,,
ClusterCS,https://www.crunchbase.com/organization/clustercs,"ClusterCS is a Cloud-Based Linux Control Panel with an easy to use GUI. The software is compatible with any type of VPS or dedicated servers and it simplifies the whole process of server and domain management. The panel comes with two layers of functions: 1. Server/Domain configuration and management, all from a standard web browser. 2. Advanced High Availability Clustering - ClusterCS has a cluster builder that allows an user to create and configure server clusters easily from a friendly GUI. The Linux distributions ClusterCS is compatible with are CentOS 6/7, RHEL 6/7 and Amazon Ami. Application-based support includes Apache, PHP, MySQL, NGNIX, Lighttpd, Galera DB, Mongo DB, Maria DB, etc. Email based support includes POP3, IMAP, and SMTP services. ClusterCS connects to your servers via SSH and does not require users to install it on their servers, being Cloud Based, it works remotely. History ClusterCS was created by Soft Dreams SRL. The CEO, Ionut Dumitru says that ClusterCS came as a response to many situations the was experiencing with high traffic websites. He worked on ClusterCS with his team of web developers to bring a solution with a market underlying problem, which is stability and easiness in configuring and managing servers that sustain high traffic websites. The product was introduced to the market in July 2016. Since then the product has an increasing number of users and gained exposure in worldwide markets. Features - Compatibility with any type of VPS or dedicated servers - Manage multiple servers from a single ClusterCS interface. - Server Configuration - Domain Management - Let`s Encrypt SSL - Backup Manager - Monitoring and Healing - Website Speed Customization - Cluster Builder Miscellaneous To the users, ClusterCS provides front-ends for several common operations, including the management of backups, cron jobs, mail and FTP accounts, SSL, Website Caching etc. Several features exist some for an additional fee, the most notable being the Cluster Builder. ClusterCS has a Website Speed Manager with a graphical user interface (GUI), named Speed, that helps users streamline the process of creating complex serving conditions. These can include inputs from URLS, assets, and cookies, in various combinations. This is also a GUI that improves security, intelligently blocking specific paths according to the IP of the user.","Cloud Computing, Cloud Infrastructure, Cloud Management, Linux, Software, Web Development, Web Hosting",https://www.clustercs.com/,"Bucharest, Bucuresti, Romania",ClusterCS is a Cloud-Based Linux Control Panel that works with any type of VPS or dedicated servers.,"408,356","2,586","5,168.5",-34.35%,-92.5%,140,6.34,119.44%,23.61%,57.4%,"4,524,192","898,809",24.79%,European Union (EU),Active,2016-07-16,day,,11-50,,,,,,
Replex,https://www.crunchbase.com/organization/replex-gmbh,"Replex is the first governance and cost management platform purpose built for cloud-native and Kubernetes infrastructure. With Replex, IT managers and DevOps teams are able to regain control, transparency, and efficiency across cloud environments with the tools they need to rightsize cluster, pod, and container sizes for optimal utilization, forecast usage, identify trends, manage chargebacks, and plan capacity. Accurately allocate costs to teams, applications, business units and more. Ensure consistent IT governance control by defining and enforcing custom policies incorporating internal conventions and compliance requirements. Dynamically right size your clusters to control costs without compromising reliability or resilience and save up to 30% on cloud costs.","Cloud Infrastructure, Cloud Management, Information Technology, IT Infrastructure, Software, Virtualization",https://www.replex.io,"Leipzig, Sachsen, Germany",Replex provides software solutions.,"26,882","2,439",,,,0,1,,100%,,"4,732,873",,,European Union (EU),Active,2016-02-01,month,5,11-50,"Christian Falk, Costantino Lattarulo, Dennis Jacobfeuerborn, Marc Jansen, Patrick Kirchhoff",5,,,,
Power DCloud,https://www.crunchbase.com/organization/power-blockchain,"Power Ecosystem is a web3 company, developer of Power DCloud. DCloud is a nextgen web3 all-in-one decentralized infrastructure (DeInfra), which enables deployment of all parts of the full-fledged web3 app in a single decentralized environment with no need for centralized hosting. DCloud is designed to help building entire web3 world: - with full-stack dApps - with ultimate scalability - without any centralized parts - with highest level of security - with stable economics and fixed trx price - with fully customized chains (DeFi, DAOs, Games and so on) Key features: - MultiVM (EVM + WASM) - Fully Decentralized Storage - Stable tokenomics with fixed transaction price - Zero-maintenance - Plug&Play environment - High customization: tech and economical options","Blockchain, Cloud Infrastructure, Cloud Storage, Data Storage, IaaS, IT Infrastructure, PaaS, Semantic Web, Web Hosting",https://thepower.io,"Tallinn, Harjumaa, Estonia",DCloud is a nextgen web3 all-in-one decentralized infrastructure,"142,924","2,227",,132.46%,,28,3.45,245.44%,18.19%,-81.81%,"4,902,718","-2,120,039",-30.19%,European Union (EU),Active,2017-06-01,month,3,11-50,"Dmitry Burov, Igor Belousov, Max Mikhailenko",,,,,
Global-e ICT Solutions,https://www.crunchbase.com/organization/global-e-ict-solutions,,"Cloud Computing, Cloud Infrastructure, Cloud Management, Information and Communications Technology (ICT)",https://www.global-e.nl/,"Eindhoven, Noord-Brabant, The Netherlands","Global-e ICT Solutions offers innovative integrated services that help organizations perform better through cloud, voice and infrastructure.","1,604,493","2,180",,440.94%,,977,2,100%,42.75%,-57.25%,"4,833,207","-3,120,692",-39.23%,European Union (EU),Active,1988-01-01,year,,11-50,,,,,,
Red Kubes,https://www.crunchbase.com/organization/red-kubes,"For all that Kubernetes can do, it still requires a lot of work. To have a complete container platform, you’ll need to integrate other components for networking, ingress/load balancing, security, monitoring, logging, auditability, traceability and much more. Otomi offers a set of pre-installed and configured leading open source components working in tandem, ready for you to use and installed within a couple of hours. Otomi is based on an opinionated and curated stack (Otomi Core) controlled by a custom-developed API. This offers you maturity and speed while still providing customization when desired. A curated stack solution like Otomi Container Platform offers lots of benefits in terms of governance, security, and most of all speed in delivering added value to your business. Otomi offers a true cloud agnostic way of managing container workloads on all Clouds, while still taking advantage of supporting Cloud services. Get services up and running and publicly exposed in minutes without having to setup a pipeline or having to write any YAML code.","Cloud Infrastructure, Software",https://redkubes.com/,"Utrecht, Utrecht, The Netherlands",Red Kubes is a Dutch start-up founded in 2019 and builds products to make Kubernetes easy.,"74,886","2,174","1,725.67",-50.66%,-31.58%,13,2.58,16.02%,0%,-34.64%,"4,836,286","1,376,448",39.78%,European Union (EU),Active,2019-07-18,day,2,11-50,"Maurice Faber, Sander Rodenhuis",,,,,
OpsWorks Co.,https://www.crunchbase.com/organization/opsworks-co,"We are your good night's sleep! OpsWorks Co. is an engineering company specializing in DevOps integration for companies of all sizes and fields. At OpsWorks Co. we strive to build scalable and easily manageable IT infrastructures.  Our clients are business owners who are willing to deliver high-quality applications faster and foster sustainable business success. This is exactly what we can help you with. DevOps practices implementation gives our clients a long-term competitive advantage on the market. Our team will help you: * Reduce operational costs * Automate deployment process * Enhance stability on your project As a DevOps service provider, we have optimized infrastructures for 70+ clients from the U.S. and EU over the past two years. Our services: Development and delivery optimization - Development and operations process audit - Continuous integration and continuous delivery implementation - Release management and time-to-market delivery optimization - Blue-green and zero downtime deployments - Containerization and microservices migration support IT infrastructure optimization - Infrastructure technical audit - Cloud consulting and management - Physical-to-Cloud/Cloud-to-Physical migration - Serverless infrastructure adoption - Infrastructure as a code implementation Application reliability and uptime management - Infrastructure and service reliability audit - Continuous monitoring implementation - Logging and data aggregation - Load and chaos testing - Disaster recovery planning 24/7 support and maintenance - Servers setup and management - Level 2/3 technical support - SLA and uptime maintenance Want to Have Your Project Optimized?  We offer you to have all the processes automated - the only thing you will have to do is press the button.   Contact us to find out opportunities for the optimization of your project!","Cloud Computing, Cloud Infrastructure, Information Technology, IT Infrastructure",https://opsworks.co/,"Kyiv, Kyyiv, Ukraine","DevOps,  IT Infrastructure design and implementation, 24/7 Support","537,424","2,073","2,041.33",104.44%,,0,1,0%,100%,0%,"5,018,931","-1,917,563",-27.64%,,Active,2017-12-12,day,,11-50,,,,,,
Xantaro,https://www.crunchbase.com/organization/xantaro,"Xantaro is a team of experts with long lasting experience in the networks segment and multilateral technology know-how. Xantaro is the competent partner across technology and company boundaries.Their technology partners are leaders in their respective market segments and support them with reliable, innovative products and services. Unlike conventional system integration, their team has a multilayer technology know-how around network infrastructures, its abstraction, control and protection, as well as around value-added and central services, network orchestration and automation. Technology and vendor comprehensive, their experts together develop tailored solutions according to the customers’ requirements. Complemented by an end-to-end services portfolio through the complete service-life-cycle, they thereby realise faster, safer, and more reliable and cost-efficient systems for their clients.","Cloud Infrastructure, Data Integration, Telecommunications",https://www.xantaro.net/en/,"Hamburg, Hamburg, Germany","Xantaro is a vendor-independent service integrator focussing on carrier-class networks & services, cloud infrastructures and orchestration.","322,984","2,043",877.33,212.86%,285%,7,1.71,71.37%,76.21%,-23.79%,"5,042,067","-2,719,989",-35.04%,European Union (EU),Active,2007-01-01,year,2,51-100,"Gerold Arheilger, Ingo Kierse",,,,,
A2IT,https://www.crunchbase.com/organization/a2it,,"Cloud Infrastructure, Information Technology, Network Security, Software",https://www.a2it.com,"Caparica, Setubal, Portugal","A2IT is a company that delivers software development, data center, cloud, and network security services.","652,346","1,956","6,188.83",-25.06%,-34.55%,161,3.23,24.29%,50.41%,152.05%,"5,109,056","603,239",13.39%,European Union (EU),Active,2006-01-01,day,,51-100,,,,,,
EPOS Hybrid,https://www.crunchbase.com/organization/epos-hybrid,"EPOS Hybrid is a developer of a cloud-based POS system for hospitality food businesses designed to streamline business operations. The company's platform empowers restaurants, takeaways, bars, and cafes to manage operational business areas from one user-friendly platform. It is intended to help enhance ordering processes, creates efficiencies within service delivery, reduces overheads, and elevates the customer experience. It is designed to keep up to date and provide a better dining and ordering experience, enabling an increase in customer satisfaction.","Cloud Infrastructure, Hospitality, SaaS, Software",https://www.eposhybrid.com/,"Croydon, Croydon, United Kingdom",EPOS Hybrid is a developer of a cloud-based POS system for hospitality food businesses designed to streamline business operations.,"44,858","1,940","2,025.5",-18.96%,"14,800%",0,1,-12.63%,100%,16.89%,"5,006,606","513,171",11.42%,,Active,2015-01-01,year,1,11-50,Bhas Kalangi,,,,,
Antiblanks,https://www.crunchbase.com/organization/antiblanks,,"Cloud Infrastructure, Information Technology, Web Design, Web Development",https://antiblanks.com/,"London, England, United Kingdom","Antiblanks is an IT company that provides website creation, mobile app development, cloud infrastructure, branding, and consulting services.","878,693","1,878",,,,0,1,,100%,,"5,070,764",,,,Active,2005-01-01,year,,1-10,,,,,,
Icodia,https://www.crunchbase.com/organization/icodia,"Icodia is a company that brings together different players in network security, advanced software development, and transmission of information over networks. The industry offers professional quality solutions for hosting domain names, shared plans, dedicated and virtual servers, cloud, etc.","Cloud Infrastructure, Network Security, Web Hosting",https://icodia.com,"Cesson-sévigné, Bretagne, France","Icodia offers shared, dedicated, or virtual hosting solutions that are secure and in high availability.","1,210,888","1,840","2,304.33",-79.06%,803.37%,"1,608",2.5,-21.05%,0%,-83.33%,"5,112,748","2,899,215",130.98%,European Union (EU),Active,2000-01-01,year,,11-50,,,,,,
okmeter.io,https://www.crunchbase.com/organization/okmeter-io,,"Application Performance Management, Automotive, Cloud Infrastructure, Information Services, Information Technology, Infrastructure",https://okmeter.io,"Moscow, Moscow City, Russian Federation",Magically auto-integrating and ultra-detailed server and backend infrastructure monitoring. ,"369,715","1,820",,,,623,4,,0%,,"5,325,999",,,,Active,2013-02-01,month,2,1-10,"Nikolay Sivko, Pavel Trukhanov",,,,,
HKN,https://www.crunchbase.com/organization/hkn,,"Cloud Computing, Cloud Infrastructure, Cloud Management, Information Technology, Web Hosting",https://www.hkn.de/,"Krefeld, Nordrhein-Westfalen, Germany",HKN is an open cloud solutions company providing managed server hosting and mail server security solutions.,"1,642,819","1,807","2,573.33",-28.61%,,"3,524",3,200%,66.67%,-33.33%,"5,144,160","740,221",16.81%,European Union (EU),Active,1996-01-01,year,,1-10,,,,,,
TCM,https://www.crunchbase.com/organization/techcontrolmanagment,,"Cloud Infrastructure, Management Consulting, Telecommunications",http://www.tcmanagement.no/,"Oslo, Oslo, Norway",TCM is a consultancy that helps companies to reduce their telecom cost and manage expenses with a cloud-based accounting system.,"1,174,155","1,806",,881.52%,,180,1.46,46.23%,53.79%,-46.21%,"5,145,546","-4,122,566",-44.48%,"Nordic Countries, Scandinavia",Active,2013-01-01,day,,11-50,,,,,,
Nemetschek bim+ GmbH,https://www.crunchbase.com/organization/nemetschek-bim-gmbh,"bim+ is an open platform that helps you build faster and better. It provides the simplest way to store, share, visualize and connect your building information. bim+ is a cloud-based service for anybody involved in the design, construction and management of buildings. It combines all information relating to a particular building, enabling users to easily share, view and interact with 3D building models and 2D drawings anywhere and at any time using an iPad, laptop or PC. bim+ enhances and accelerates collaboration among owners, managers and contractors, making sure everybody uses the same information.","Cloud Infrastructure, Developer APIs, Smart Building",http://www.bimplus.net,"Munich, Bayern, Germany",Reinventing the building industry,"1,865,050","1,803","2,656",24.86%,"2,320%",242,2.41,91.1%,40.1%,-45.88%,"5,148,307","-628,569",-10.88%,European Union (EU),Active,,,1,11-50,Christian Ehl,1,,,,
Playbox Neo,https://www.crunchbase.com/organization/playbox-neo,,"Broadcasting, Cloud Infrastructure, Satellite Communication",https://playboxneo.com/,"Sofia, Grad Sofiya, Bulgaria","Playbox Neo is a media production company that provides broadcasting, TV automation, subtitling and IP streaming services.","444,023","1,788","3,075.33",506.1%,-99.37%,3,1.14,-58.75%,86.47%,28.18%,"5,161,785","-3,384,418",-39.6%,European Union (EU),Active,,,,101-250,,,,,,
Coursepath,https://www.crunchbase.com/organization/coursepath,"Learning doesn’t stop after school. We believe in lifelong learning: educating yourself throughout your professional career, either through your employer or through your own initiative. Your customers, business partners and colleagues expect nothing less. Luckily, learning can be very fun as well. With Coursepath, you can create your own Online Academy in just a few steps and be able to share your knowledge and offer training courses right away. Coursepath makes training easy, and the learning aspect of it all, fun. Anyone can do it.","Cloud Infrastructure, Collaboration, Corporate Training, Education, Skill Assessment, Training",https://www.coursepath.com,"Cologne, Nordrhein-Westfalen, Germany","Train Employees, Customers and Partners – Quickly and Effectively","837,484","1,779","26,544",-98.61%,-91.4%,0,1.08,-60.6%,92.07%,64.5%,"5,171,452","4,749,092","1,124.42%",European Union (EU),Active,2013-01-01,year,,11-50,,,,,,
Zzapps,https://www.crunchbase.com/organization/zzapps,,"Cloud Infrastructure, Data Center Automation, Software, Web Development",http://zzapps.nl,"Eindhoven, Noord-Brabant, The Netherlands","Zzapps are specialists in google cloud solutions with the G suite, with expertise in the building of custom software as well as automation.","1,446,833","1,762",,,,"1,171",8.09,,0%,,"5,447,928",,,European Union (EU),Active,2010-01-01,day,,11-50,,,,,,
Cloud Temple,https://www.crunchbase.com/organization/cloud-temple,,"Cloud Infrastructure, Information Technology, Outsourcing",https://www.cloud-temple.com/,"Nanterre, Ile-de-France, France","Cloud Temple specializes in transformation, IT hosting and outsourcing services.","348,156","1,696",,,,73,2.28,,9.38%,,"5,520,118",,,European Union (EU),Active,,,,101-250,,,,,,
SYSTECS,https://www.crunchbase.com/organization/systecs,,"CAD, Cloud Infrastructure, Software, Software Engineering",http://www.systecs.com,"Leinfelden-echterdingen, Baden-Wurttemberg, Germany","SYSTECS provides software engineering and consulting services in the areas of CAD, manufacturing, cloud, web design, and applications.","1,658,159","1,640",,,,161,2,,0%,,"5,399,637",,,European Union (EU),Active,1994-01-01,day,,11-50,,,,3993571,USD,3993571
Stream Circle,https://www.crunchbase.com/organization/stream-circle,"Stream Circle offers tools and solutions that enable its users to create and manage internet TV channels. The TV channels feature graphics, logos, captions, automatic layouts, cloud hosting, and social media casting. It offers its services for broadcasters, digital media houses, B2C professional services, corporations, primary content owners, and public organizations. Stream Circle offers HD digital video and 3D graphics automation, multi-source video and audio mixer, and IP stream delivery services. Stream Circle was founded in November 2015 and is based in Prague, Czech Republic.","Cloud Infrastructure, Information Services, Information Technology",https://www.streamcircle.com/,"Prague, Hlavni mesto Praha, Czech Republic","Stream Circle provides cloud platform based linear IP streams goof for Web, IPTV, OTT and Mobile TV systems.","120,124","1,576",,,,0,1,,100%,,"5,775,943",,,European Union (EU),Active,2015-11-01,month,1,1-10,Josef Vašica,,,,,
Lutessa,https://www.crunchbase.com/organization/lutessa,"We are Lutessa, ESN hyper-specialized in 3 areas of activity: Connectivity, Cloud and Cybersecurity. Thanks to a hundred technophile specialists, Lutessa supports its customers, namely manufacturers, operators, integrators and major contractors in the study, integration and management of their critical infrastructures. To date, Lutessa now covers 2 territories: France & Monaco, and has the ambition to open others!","Cloud Infrastructure, Cyber Security, Information Technology, Network Security, Professional Services",https://www.lutessa.com/,"Paris, Ile-de-France, France","Lutessa is an IT consulting firm specializing in network infrastructure, security architecture, and data center services.","602,287","1,516",,,,0,1,,100%,,"6,148,444",,,European Union (EU),Active,2013-01-01,year,,51-100,,,,,,
IDFNV,https://www.crunchbase.com/organization/idfnv,,"Cloud Infrastructure, Cloud Storage, Web Hosting",https://www.idfnv.com/#,"Amsterdam, Noord-Holland, The Netherlands",Idfnv is a web-hosting and cloud-based service in Netherlands for custom-made web and stream hosting solutions.,"1,183,841","1,459",964,-6.59%,-52.69%,44,1.52,17.03%,81.08%,1.31%,"6,263,139","466,229",8.04%,European Union (EU),Active,1989-01-01,day,,,,,,,,
Stockoss,https://www.crunchbase.com/organization/stockoss,"3PL market is enormous ($1000 billions), fragmented and incredibly techless. Stockoss is building a software to help supply chain partners deliver better and optimize storage and distribution streams.  Stockoss offers to companies unicity, flexibility, transparency and data monitoring. We connect isolated logistics players (logisticians, carriers) into a global network.  We centralize every company’s logistics needs one single platform.","Cloud Infrastructure, Information Services, Information Technology, Infrastructure, IT Infrastructure, Logistics, SaaS, Software, Software Engineering, Supply Chain Management",https://stockoss.com/,"Paris, Ile-de-France, France",End-to-end logistics platform providing services & software to Supply chain's players and companies.,"65,546","1,451","1,403.67",111.82%,"2,380%",560,2.43,142.87%,57.14%,-42.86%,"6,278,465","-1,329,963",-17.48%,European Union (EU),Active,2018-02-01,month,2,11-50,"Franck Nussbaumer, Laurent Bonnet",,,,,
Digital-VM,https://www.crunchbase.com/organization/digital-vm,Digital-VM provides fast and reliable Cloud/VPS infrastructure worldwide. the mission is to deliver 100% uptime with the fastest speeds available in that region.,"Cloud Infrastructure, Communications Infrastructure, Infrastructure",https://digital-vm.com/,"Bucharest, Bucuresti, Romania",Digital-VM provides fast and reliable Cloud/VPS infrastructure worldwide.,"446,164","1,450",,,,"2,415",9.47,,0%,,"6,279,040",,,European Union (EU),Active,2018-01-01,year,,,,,,,,
FourNet,https://www.crunchbase.com/organization/4net-technologies,"FourNet is a cloud and managed communications service company providing cloud, collaboration, and contact center solutions. The company is delivering the technology that helps to provide better customer experience, the tools that encourage employee collaboration and better ways of working, and the managed support that allows them to focus on running their business, not their communications infrastructure. FourNet identifies the best engineering, customer service, and technical talent from across the country then target, empower, and incentivize them to help them deliver for its customer. It also provides professional services, engineering, and project management skills to help its customers achieve their digital transformation and customer experience goals. They focus on the business objectives that their customers are trying to achieve and then align everyone in delivering that goal. FourNet was founded in 2005 and is headquartered in Manchester, UK.","Cloud Infrastructure, Communications Infrastructure, Customer Service, Information Technology, Telecommunications, Unified Communications, Video Conferencing",https://fournet.co.uk,"Manchester, Manchester, United Kingdom","FourNet is a cloud and managed communications service company providing cloud, collaboration, and contact center solutions.","36,831","1,432","1,467.33",47.17%,-98.31%,0,1,0%,100%,0%,"6,064,878","-410,235",-6.34%,,Active,2005-01-01,year,4,101-250,"Francis Jennings, Michael Jervis, Richard Pennington, Steve Tyrrell",,,,,
Itera Technologies a.s.,https://www.crunchbase.com/organization/itera-technologies-a-s,"Itera, the serial cloud builder company, was founded by renowned cloud experts who have extensive experience with cloud platform development, open-source technology, automation, CI / CD, and cloud networking. We combine huge ecosystems of services and tools of two highly sophisticated platforms - Kubernetes and OpenStack. Now we have developed our own forefront tools - Taikun and Shogun.","Cloud Computing, Cloud Data Services, Cloud Infrastructure, Cloud Management, Cloud Security, Information Technology, Private Cloud, Software",https://www.itera.io,"Praha, Hlavni mesto Praha, Czech Republic",We specialize in building various types of clouds using our own cutting-edge orchestration technology and know-how since 2012.,"222,162","1,415",,109.32%,,167,2.09,108.98%,63.67%,-36.33%,"6,353,087","-1,277,592",-16.74%,European Union (EU),Active,2012-01-01,year,,11-50,,,,,,
Softeam,https://www.crunchbase.com/organization/softeam-b11c,,"Cloud Infrastructure, Linux, Software, Web Apps",http://www.softeam.it,"Lecco, Lombardia, Italy",Softeam designs and develops software and applications for mobile devices and also offers IT consulting and outsourcing services.,"492,667","1,392",,,,32,1.5,,50%,,"6,395,279",,,European Union (EU),Active,1984-06-25,day,1,11-50,Mario Balzaretti,,,,,
Netalis,https://www.crunchbase.com/organization/netalis,"Netalis offers fiber and cloud-based services for agile companies. It is an operator of digital solutions tailored for professionals, companies, and communities. It is a provider of digital solutions resolutely focused on innovation and proximity with its independent professional clients, SMEs, and government institutions. It offers a wide range of services that their customers can order independently from a personalized space or solicit the accompaniment of a specialized consultant to meet a specific need. The company offers its users with backup, collaborate, optical fiber, accommodation, communications, and flat sharing services. The technology partners of the company are TELEHOUSE, tdf, Telia, JUNIPER NETWORKS, and cedexis. Netalis is a France-based company that was founded in 2015 by Nicolas Guillaume.","Cloud Computing, Cloud Infrastructure, Content Delivery Network, SaaS, Software, Telecommunications, Web Hosting",http://www.netalis.fr,"Besançon, Franche-Comte, France","Fiber provider and Cloud (SaaS, IaaS) services for agile companies","264,515","1,374",,95.17%,-88.89%,0,1,0%,100%,0%,"6,428,678","-1,138,579",-15.05%,European Union (EU),Active,2015-01-01,year,1,1-10,Nicolas Guillaume,,,,,
