Organization Name,Organization Name URL,Full Description,Industries,Website,Headquarters Location,Description,CB Rank (Company),SEMrush - Monthly Visits,SEMrush - Average Visits (6 months),SEMrush - Monthly Visits Growth,SEMrush - Visit Duration Growth,SEMrush - Visit Duration,SEMrush - Page Views / Visit,SEMrush - Page Views / Visit Growth,SEMrush - Bounce Rate,SEMrush - Bounce Rate Growth,SEMrush - Global Traffic Rank,SEMrush - Monthly Rank Change (#),SEMrush - Monthly Rank Growth,Headquarters Regions,Operating Status,Founded Date,Founded Date Precision,Number of Founders,Number of Employees,Founders,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
Madgeek,https://www.crunchbase.com/organization/madgeek,"Madgeek is a design focused web solution startup. Madgeek specializes in professional web design and eCommerce website design solutions that focus on your objectives and business goals. We provide Professional E-Commerce Website Design, Web Development, Custom ERP applications and SEO Services For Growing Businesses.","Cloud Infrastructure, E-Commerce, Enterprise Software, Mobile Apps, Software, UX Design, Web Design, Web Development",https://madgeek.in,"Bangalore, Karnataka, India","Madgeek Pvt Ltd is an offshore software development, Ecommerce Web & Mobile App Development company headquartered in Bangalore India.","680,071",170,,,,0,1,,100%,,"9,743,767",,,Asia-Pacific (APAC),Active,2017-06-07,day,1,1-10,Abhijit Das,,,,,
FIS Clouds,https://www.crunchbase.com/organization/fis-clouds,"FIS has extensive experience in Cloud Technologies, including Public Cloud, Private Cloud, Multi-Cloud, Hybrid Cloud, and DevOps. As well as Data Analytics and Cloud Automation, FIS has a lot of experience. With over 8,000 alumni in internships and graduate roles since 2000, FIS can provide end-to-end IT solutions to help you solve your complex IT problems.","Cloud Computing, Cloud Data Services, Cloud Infrastructure, Cloud Management, Software",https://www.fisclouds.com/,"Hyderabad, Andhra Pradesh, India",FIS Clouds offers end-to-end solutions in Cloud Technologies.,"325,568",64,,-81.97%,,130,6,500%,0%,,"10,568,546","1,673,829",18.82%,Asia-Pacific (APAC),Active,2019-01-01,year,1,1-10,Rizwan Mohammed,,,,,
Opex Software,https://www.crunchbase.com/organization/opex-software-inc,Opex Software is building advanced state of the art devOps automation that packs tremendous speed to IT.  Opex Software caters to a niche market of DevOps and clean Cloud Solution integrations. DevOps implementations have proven to help companies achieve double digit revenue growth. Opex provides proven DevOps Accelerators that help organizations adopt DevOps with best practices and world class tools and frameworks.,"Big Data, Cloud Infrastructure, Information Technology, IT Management, Software",http://www.opexsoftwares.com/,"Pune, Maharashtra, India",Opex Software is building advanced state of the art devOps automation that packs tremendous speed to IT.,"163,725",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2013-04-01,day,2,101-250,"Gunanand Nagarkar, Sanju Burkule",,,,,
MindCoopers,https://www.crunchbase.com/organization/mindcoopers,,"Cloud Computing, Cloud Data Services, Cloud Infrastructure, Cloud Management, Information Technology, Mobile Apps, Software, Web Design, Web Development",https://www.mindcoopers.com,"Kochi, Kerala, India",MindCoopers offers software design and development services.,"266,652",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2018-01-01,day,,11-50,,,,,,
XcellHost Cloud Services,https://www.crunchbase.com/organization/xcellhost-cloud-services,"XcellHost Cloud Services delivers customized managed hosting solutions and innovative cloud services. It operates as a virtual datacenter collocated within various datacenter facilities in different countries across the world. XcellHost Cloud Infrastructure provides a flexible, scalable, secure and reliable, and high availability hosting solution to satisfy a vast range of online businesses. Its scalable cloud hosting infrastructure and architecture support is what differentiates its services from competition. XcellHost Cloud Services was founded on 1999 and is headquartered in Mumbai, India.","Cloud Data Services, Cloud Infrastructure, Data Center, Information Technology, Web Hosting",https://www.xcellhost.cloud/,"Mumbai, Maharashtra, India",XcellHost Cloud Services delivers customized managed hosting solutions and innovative cloud services.,"326,736",,,,,,,,,,,,,Asia-Pacific (APAC),Active,1999-01-01,year,1,51-100,Samir Jhaveri,,,,,
Techrefic Technologies Private Limited,https://www.crunchbase.com/organization/techrefic-technologies-private-limited,,"Artificial Intelligence, Cloud Infrastructure, Consulting, Education, Information Technology, Robotics, Software",https://www.techrefic.com,"Indore, Madhya Pradesh, India","Techrefic is redefining the technologies like AI, ML, NLP, RPA, IPA, IOT, Web/Mobile Development, PG Integrations Technology Integrations.","354,082",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2017-03-20,day,2,11-50,"Anurag Singh Kushwah, Dharmendra Yadav",,,,,
Cloud Firebase,https://www.crunchbase.com/organization/firebase-f7a3,"In 2020, Cloud Firebase began offering IT infrastructure services to businesses in the form of web services — now commonly known as cloud computing. One of the key benefits of cloud computing is the opportunity to replace up-front capital infrastructure expenses with low variable costs that scale with your business. With the Cloud, businesses no longer need to plan for and procure servers and other IT infrastructure weeks or months in advance. Instead, they can instantly spin up hundreds or thousands of servers in minutes and deliver results faster. Today, Cloud Firebase provides a highly reliable, scalable, low-cost infrastructure platform in the cloud that powers hundreds of thousands of businesses in 190 countries around the world. With data center locations in the U.S., Europe, Brazil, Singapore, Japan, India and Australia.","Cloud Computing, Cloud Infrastructure, Consulting, Information Technology, Internet, Software, Web Design, Web Development",https://www.cloudfirebase.com/,"Howrah, West Bengal, India",Cloud Firebase is an Indian multinational information technology services and consulting company.,"356,774",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2020-05-12,day,1,101-250,Md Seraj Alam,,,,,
Dataken Technologies,https://www.crunchbase.com/organization/dataken-technologies,,"Cloud Infrastructure, Data Visualization, Information Technology, Telecommunications",https://www.dataken.net/,"Bengaluru, Karnataka, India",Dataken Technologies is an IT firm that provides the NextGen AIOps platform that enhances ITSM operations.,"366,136",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2014-01-01,year,3,11-50,"Lokesh Padhnavis, Pradeep Samudrala, Suresh Kumar Gokarakonda",,,,,
DataVizz,https://www.crunchbase.com/organization/datavizz,,"Cloud Computing, Cloud Data Services, Cloud Infrastructure, Consulting, Information Technology, Software",https://www.datavizz.in/,"Ahmedabad, Gujarat, India","Many businesses deploy serverless computing. However, for all-inclusiveness, DataVizz is your one-stop solution.","386,842",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2018-09-01,day,1,11-50,Ankit Sheth,,,,,
Saksyas,https://www.crunchbase.com/organization/saksyas,Saksyas is an online platform that offers scalable enterprise solutions for startups. It helps them identify and execute growth strategies for their business.,"Cloud Infrastructure, SaaS",http://saksyas.com,"Chennai, Tamil Nadu, India",Saksyas is an online platform that offers scalable enterprise solutions for startups.,"393,895",,,,,,,,,,,,,Asia-Pacific (APAC),Closed,2015-03-01,day,1,1-10,Naidhroven A.,,,,,
RobusTest,https://www.crunchbase.com/organization/robustest,"RobusTest is the one-stop platform for all mobile app publishers to test their mobile applications. It enables access to real devices on the cloud, simulation for real-life use cases, script-less automation of test cases and performance reports integrated into all aspects of app testing.","Cloud Infrastructure, Developer Tools, Mobile",http://www.robustest.com,"Hyderabad, Andhra Pradesh, India",RobusTest is mobile app testing and test management company.,"452,747",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2014-01-01,year,2,1-10,"Aishwarya Mishra, Om Narayan",,,,,
DreamTank Solutions (P) Ltd.,https://www.crunchbase.com/organization/dreamtank-solutions-p-ltd,"DreamTank Solutions is more than a software development company—it is a dream of ours’s. Our passion for technology inspired us to start DreamTank with the desire of helping Start-ups and SMEs successfully utilize technology to growth hack their business. We focus on quality, simplicity, prompt delivery and we ensure that our services are affordable for all clients. Also, our strong and dedicated Software Development Team is experienced to develop and deliver all features, technologies and trends required by our clients. Our collaborative, cross-functional teams deliver real results fast. With our roots in custom systems and agile software delivery, we’re at the forefront of defining the tech principles.","Artificial Intelligence, Cloud Infrastructure, EdTech, Information Technology, Mobile Apps, Software",http://dreamtank.in/,"Bangalore City, Karnataka, India",Software Development / AI-ChatBot / IoT / DevOps Solutions,"461,518",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2019-07-15,day,4,11-50,"Jithendra H M, Puja Tiwari, Shubham Jain, Sumit Gangil",,,,,
Mcado Technologies Pvt Ltd,https://www.crunchbase.com/organization/mcado-technologies-pvt-ltd,"Mcado is one of the emerging leaders in tomorrow's technology. Mcado is helping in shaping the ideas into a business for the past 4 years. Mcado Technologies has built its trust with its clients in more than 10 countries. We provide services in web design and development, mobile app and software development, E-commerce platform development, cloud infrastructure, cyber security, blockchain, and optimal solution for all digital marketing requirements and goals. Mcado technologies work on four important pillars i.e., Research, Planning, Development, and Launch. Research: We do all the research work to find out all the possible solutions so that you can best services from our side. Planning: After our precise research work the quality and all the resources are estimated. On behalf of this, the project schedule with milestones is determined and the task dependencies are identified. Development: In this phase, the program is actually developed, in this Mcado technologies use a Source Code or an access control Management application. Launch: In this phase, the project is made available to users after implementing all the necessary requirements related to it.  So this is how Mcado Technologies works in growing your business faster and consistently.","Blockchain, Cloud Infrastructure, Cyber Security, Digital Marketing, Information Technology, Mobile Apps, Software, Web Design, Web Development",http://mcadotech.com/,"Noida, Uttar Pradesh, India",Mcado Technologies - IT Services | Consulting | Digital Transformation | Technology Company,"462,004",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2018-01-01,year,,51-100,,,,,,
NWDCo Software Solutions,https://www.crunchbase.com/organization/nwdco-software-solutions,"NWDCo Software Solutions is a web, cloud, and mobile app development firm that offers consulting, software development, mobile apps, portals, custom APIs, cloud infrastructure, and innovation. The company has evolved from a web design company into a full-service IT solution provider, offering expertise in most areas of IT. An online inquiry form is available on the company website.","Cloud Infrastructure, Consulting, Digital Marketing, Mobile Apps, Online Portals, Software",https://nwdco.com,"Mumbai, Maharashtra, India","NWDCo Software Solutions is a tech solution company providing web, cloud, and mobile app services.","490,817",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2001-01-01,year,,11-50,,,,,,
Improwised Technologies Pvt. Ltd.,https://www.crunchbase.com/organization/improwised-technologies-pvt-ltd,,"Cloud Data Services, Cloud Infrastructure, Consulting, Developer APIs, Enterprise Software, Information Technology, Internet of Things, Professional Services, Software Engineering",http://www.improwised.com,"Rajkot, Gujarat, India",We specialize in iteratively building large scale web applications from scratch. ,"503,123",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2011-01-01,year,2,11-50,"Rakshit Menpara, Shailesh Davara",,,,,
Phonologies (India),https://www.crunchbase.com/organization/phonologies-india,"Phonologies is a provider of next generation technologies & solutions for 'self service' telephony applications. Our technology is the foundation to develop telephony &  contact center systems, like mobile customer care, collaboration, speech enabled IVR. Our products are licensed by telephony system vendors and large consulting houses that do not develop their own intellectual property.","Call Center, Cloud Infrastructure, Customer Service, Developer Tools, Human Computer Interaction, Mobile, SMS, Software, Telecommunications",https://www.phonologies.com,"Mumbai, Maharashtra, India",Phonologies develops and markets speech and telephony platforms for contact center and cloud platforms.,"510,788",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2001-01-01,year,2,1-10,"Prashant Lamba, S. Lamba",,,,,
cloud infra LLC,https://www.crunchbase.com/organization/cloud-infra-llc,"CloudInfra builds soft infrastructure services on the cloud.  Our flagship product helps users use linux power tools (grep, sed, awk, ...) on their data stored on cloud. Imagine running a grep on Tbs of data stored on S3 with in few seconds. Not just that, we allow you to run map-reduce kind of operations all in your familiar linux commands, no java/pig scripts to learn.  Cloudinfra is founded by Ex-Google guys, with immense experience handling big data and machine learning.","Big Data, Cloud Infrastructure, Information Technology, SaaS, Software",http://cloudinfra.in,"Bangalore, Karnataka, India","CloudInfra builds soft infrastructure services on the cloud. Our flagship product helps users use linux power tools (grep, sed, awk, ...","521,319",,,,,,,,,,,,,Asia-Pacific (APAC),Closed,2012-02-09,day,2,11-50,"Aditya Dalmia, Melchi Sundarajan",,,,,
ActOnMagic,https://www.crunchbase.com/organization/actonmagic,"ActOnCloud helps you to achieve infinite scale on any cloud without infinite cost. ActOnCloud is an Intelligent Cloud Essentials Platform to manage, optimize, scale Any cloud, Multi Cloud or Hybrid Cloud environments. AWS, Azure, Google Cloud, DigitalOcean, IBM BlueMix, Exoscale and Apache Cloudstack.","Cloud Infrastructure, Cloud Management, Predictive Analytics",http://www.actoncloud.com/,"Bangalore, Karnataka, India",Helps Enterprises and MSPs to achieve infinite scale without infinite cost.,"585,311",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2014-01-15,day,2,1-10,"Madan Ganesh Velayudham, Sumathi Kuppusamy",,,,,
Dataorc,https://www.crunchbase.com/organization/dataorc,Helping organisations to gain control and get the best out of their data. Building data platforms to drive your next wave of decisions.,"Big Data, Cloud Infrastructure, Data Mining, Machine Learning, Web Development",https://dataorc.in,"Pune, Maharashtra, India",Data Engineering Company,"591,940",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2018-06-16,day,2,1-10,"Mayur Jadhav, Navdeep Agarwal",,,,,
Series-5 Labs,https://www.crunchbase.com/organization/series-5-labs,,"Cloud Infrastructure, Information Technology, Software",http://www.series-5.com/,"Bengaluru, Karnataka, India","Series-5 Labs offers cloud infrastructure which abstracts compute, storage and networking resources.","592,217",,,,,,,,,,,,,Asia-Pacific (APAC),Active,,,,1-10,,,,,,
Webtoro Solutions Pvt Ltd,https://www.crunchbase.com/organization/webtoro-solutions-pvt-ltd,"Webtoro Solutions Pvt Ltd are driven by our client’s needs and we strive for excellence in all the projects that we embark upon. Whether its designing your website, crystallizing its brand identity, driving people to your enterprise or earning online rankings, we ensure that your goals are met in an organic and ethical manner. ","App Marketing, Cloud Infrastructure, Cloud Management, Cloud Security, Digital Marketing, Mobile Apps, SEM, SEO, Web Design, Web Development, Web Hosting",https://Webtoro.com,"Bengaluru, Karnataka, India",Webtoro Solutions Pvt Ltd are driven by our client’s needs and we strive for excellence in all the projects that we embark upon.,"678,707",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2015-11-01,month,,1-10,,,,,,
Knowlaris Solutions,https://www.crunchbase.com/organization/knowlaris-solutions,,"Cloud Infrastructure, Telecommunications",http://knowlaris.com/,"New Delhi, Delhi, India",Knowlaris Solution provides cloud telephony service.,"685,524",,,,,,,,,,,,,Asia-Pacific (APAC),Closed,2014-09-24,day,1,1-10,Satnam Singh Panesar,,,,,
Extreme Compute,https://www.crunchbase.com/organization/extreme-compute,,"Cloud Infrastructure, Enterprise Software, Information Technology",https://www.extremecompute.com,"Hyderabad, Andhra Pradesh, India",Extreme Compute is a secure cloud infrastructure provider for enterprises.,"700,893",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2018-01-01,year,,11-50,,,,,,
Comhard,https://www.crunchbase.com/organization/comhard-9fe6,,"Accounting, Cloud Data Services, Cloud Infrastructure, Information Technology, Software, Web Hosting",https://comhard.co.in/,"Delhi, Delhi, India","Comhard is an IT firm that offers cloud management and infrastructure solutions, cloud accounting, accounting software, and web hosting.","702,294",,,,,,,,,,,,,Asia-Pacific (APAC),Active,1999-01-01,year,,51-100,,,,,,
GPX India,https://www.crunchbase.com/organization/gpx-india,"GPX India offers a cloud dense environment and access to major cloud services, including Amazon Direct Connect, Google Cloud Dedicated Interconnect and Oracle Cloud Infrastructure FastConnect. GPX India facilities also host key internet exchanges such as Mumbai IX-DECIX, AMS-IX India, Extreme IX and Bharat IX, allowing ISPs, carriers, CDNs and large enterprises to exchange internet traffic.","Cloud Data Services, Cloud Infrastructure, Data Center, Data Center Automation",,"Mumbai, Maharashtra, India",GPX India offers a cloud dense environment and access to major cloud services.,"728,408",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2012-01-01,year,,11-50,,,,,,
Rajdharma Technologies,https://www.crunchbase.com/organization/rajdharma-technologies,,"Cloud Computing, Cloud Infrastructure, IaaS, Information Technology, Software",https://rajdharma.co.in,"Aurangabad, Maharashtra, India","Rajdharma Technologies is a managed cloud service provider that helps with strategy, architecture design, migration and deployment services.","741,103",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2014-01-01,year,,11-50,,,,,,
Yakkaservices,https://www.crunchbase.com/organization/yakkaspace-services,"Yakkaspace Services is a private company with public foresight where one can layout  their money intellectually. Being a solution and integrated service management organization, they are delimited in catering comprehensive and standardized life cycle services for the full spectrum of ICT & cloud solutions.","Cloud Infrastructure, Information Services, Information Technology",https://www.yakkaservices.com,"Thanjavur, Tamil Nadu, India",Yakkaservices is an IT strategic solution provider.,"814,754",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2018-01-01,year,,11-50,,,,,,
Minoair,https://www.crunchbase.com/organization/minoair,Minoair is AI-powered platform to convert on-site Drone Images into 2D and 3D Maps and teams to work on minute details of Map for collaborative results. Powered by Minocular,"Cloud Infrastructure, Drone Management, Drones, Information Technology, Software",https://www.minoair.com,"Raipur, Chhattisgarh, India",Minoair is cloud based platform to convert on-site Drone Images into 2D and 3D Maps and do analytics and collaborate.,"844,408",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2019-12-01,day,2,1-10,"Mohit Sahu, Puru Agrawal",,,,,
Hostmud,https://www.crunchbase.com/organization/hostmud-cloud,"Hostmud develops custom cloud-based applications, enterprise applications, mobile application. We are experts in developing complex software that typically needs to integrate with other systems, like ERP’s, CRM’s, EMR’s, 3rd Party systems, or different APIs and complex datasets.","Cloud Computing, Cloud Infrastructure, Cloud Security, Developer APIs, Enterprise Applications, Enterprise Software, Private Cloud, Software",https://www.hostmud.com,"New Delhi, Delhi, India",Product Engineering at Scale,"887,188",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2016-09-01,day,1,11-50,Anand Prakash,,,,,
Optrum Technologies,https://www.crunchbase.com/organization/optrum-technologies,Best Networking product services and Test automation tool services in Bangalore India,"Cloud Infrastructure, Enterprise Software, Test and Measurement",http://www.optrumtech.com/,"Bengaluru, Karnataka, India",Network Product Testing and Automation Services in Bangalore India,"926,683",,,,,,,,,,,,,Asia-Pacific (APAC),Closed,2016-01-21,day,2,11-50,"Bangalore Ramakrishnaiah Kantharaj, Govardhan Reddy Maeka",,,,,
Pupten,https://www.crunchbase.com/organization/pupten,,"Cloud Infrastructure, Health Care, Pet, Software, Veterinary",https://pupten.com,"Bangalore, Karnataka, India","Pupten is a cloud-based veterinary solution that enables activities through information management, scheduling, and notification tools.","980,125",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2020-01-01,year,1,1-10,Jayanth Kumar,,,,,
OpSyCon DevOps Services,https://www.crunchbase.com/organization/opsycon-devops-services,,"Cloud Data Services, Cloud Infrastructure, Infrastructure",https://opsyconservices.com/,"Kannur, Kerala, India","OpSyCon DevOps Services is a software development company that offers infrastructure automation, cloud migration, CI and CD.","987,948",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2019-01-01,year,2,11-50,"Kalpana Santhi Raju, Sathishsathyan Chindarankandy",,,,,
Ciora Solutions,https://www.crunchbase.com/organization/ciora-solutions,,"Cloud Infrastructure, Consulting, IT Management, Software",https://ciora.com/,"Hyderabad, Andhra Pradesh, India",Ciora Solutions designs and delivers innovative technology solutions in a variety of fields to help enterprises with digital transformation.,"1,058,863",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2018-01-01,year,1,11-50,Bhaskar Datla,,,,,
Nooglesoft,https://www.crunchbase.com/organization/nooglesoft,"Young and dynamic company for digital solutions . NoogleSoft is a Web, Mobile development and Cloud Consulting Services also specializes in assembling and managing dedicated teams of highly skilled technical professionals to augment your inhouse resources. We work with you to achieve digital excellence for your business. We build beautiful, appealing and engaging websites that work! Providing Mobile and Cloud Solutions services. eCommerce Solutions Dot Net Development Open Source & Proprietary CMS Mobile Development AWS Consulting Services Hybrid App Development We offers you the convenience and security of working with the reliable and benefits of a highly affordable offshore outsource development team.","Cloud Infrastructure, E-Commerce, Enterprise Applications, Mobile Apps, Software, Web Development",https://www.nooglesoft.com,"Delhi, Delhi, India",Web & Mobile App Development and Consulting Company. Cloud Migration and end-to-end Cloud Consulting Services Provider.,"1,063,270",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2009-01-01,year,,1-10,,11,"9,593",,,
MiltonTech,https://www.crunchbase.com/organization/miltontech,"We are trying to build a managed services provider to our clients by helping them grow without worrying about architectural and infrastructure cost hassles so they could focus more on their business and worry less about their costs. Data Migration, Security and AI/ML helpful insights.","Cloud Computing, Cloud Data Services, Cloud Infrastructure, Cloud Management, Cloud Security, Information Technology",,"Hyderabad, Andhra Pradesh, India",Managed service provider with architectural and infrastructure cost hassles so they could focus more on their business.,"1,097,146",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2022-07-10,day,1,1-10,Rohan Reddy Tirumalareddy,,,,,
Panaro Tech,https://www.crunchbase.com/organization/panaro-tech,,"Cloud Infrastructure, Information Technology, Software",https://panarotech.com,"Coimbatore, Tamil Nadu, India",Panaro Tech provides lightweight cloud-ready software solutions for physical and virtualized infrastructure.,"1,108,968",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2015-01-01,year,,11-50,,,,,,
cloudrobo,https://www.crunchbase.com/organization/cloudrobo-net,"CloudRobo AWS Scheduler schedules your AWS devops tasks like start/stop EC2 instances, backing up EC2 instances, start/stop RDS database instances. The solution is available on AWS marketplace.","Cloud Computing, Cloud Infrastructure, Cloud Management, Information Technology, SaaS, Software",https://cloudrobo.io/,"Bangalore, Karnataka, India",cloudrobo provides cloud cost saving solutions and automates DevOps tasks on AWS.,"1,121,345",,,,,,,,,,,,,Asia-Pacific (APAC),Closed,2017-09-09,day,1,1-10,Viswanath Alikonda,,,,,
BKP365,https://www.crunchbase.com/organization/bkp365,"Looking for Cloud Backup - search no more. India's leading Cloud Storage provider BKP365, gives you control over what you need to store and where. Backup internal or external drives, servers, SQL, VM, NAS, Hypervisor,  and more. Choose the right partner to your success","Cloud Computing, Cloud Data Services, Cloud Infrastructure, Cloud Management, Cloud Security, Cloud Storage, Data Storage, Information Technology, Internet, Software",https://www.bkp365.com/,"New Delhi, Delhi, India","BaaS : Cloud Backup Service Provider for Cloud Storage, Backup Restore and Disaster Recovery Services","1,123,696",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2006-09-28,day,,51-100,,,,,,
HostWinks,https://www.crunchbase.com/organization/hostwinks,"Whether you are just getting your feet wet with a test VPS, or are part of a large team preparing to deploy your next world saving application, there is a HostWinks VPS option for you. Choose your exact hardware, region, and resources. Deploy to the cloud in seconds. Then scale or migrate on the fly. - More resources for less cost than competitors - Dozens Linux apps, tools and OS distros to choose from for 1-click server setup - Triple replicated SSD storage for data protection - Triple Replicated NVMe storage in premium (Optimized VPS) clusters - AMD EPYC 7601 Server CPU - Built in DDoS Protection and Anti-Virus - Live human support for each individual case with same day ticket resolution - User communities to share projects and ideas (support tickets, community forums)","Cloud Computing, Cloud Infrastructure, Information Technology",https://www.hostwinks.com,"Jalpaiguri, West Bengal, India",We make it simple to launch in the cloud and scale up as you grow – with an intuitive control panel & predictable pricing.,"1,128,059",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2019-04-11,day,1,11-50,Natan Ray,,,,,
Nubetor Technologies,https://www.crunchbase.com/organization/nubetor-technologies,"Nubetor is an enterprise class cloud consulting company. We are here to change the face of consulting services industry by focusing on agile practices, bleeding edge technology tools, outcome based SLAs and more importantly, fair pricing. Our consulting team can help you implement, migrate and optimize your applications in cloud. We also help you build Big Data analytics platform to enable you extract more value from your data. Nubetor team has expertise in 3 leading cloud platforms – AWS, Azure and Google Cloud Apart from that, we are here to automate your infrastructure, deployments and other regular manual tasks with DevOps tools.","Cloud Infrastructure, Cloud Management, Industrial Automation, Software",http://www.nubetor.com,"Goregaon, Maharashtra, India","Cloud, DevOps, Infrastructure as a code, Automation, Continuous Integration Continuous Deployment","1,163,746",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2018-05-26,day,,1-10,,,,,,
Hypertech Logistics,https://www.crunchbase.com/organization/hypertech-logistics,"Hypertech Logistics creates and provides Freight Transportation Solutions for small-medium enterprises and businesses. Our systems focused on bringing shippers, manufacturers, 3PL companies, and transport carriers together for seamless communication and execution. We are offering logistics-as-a-service (LaaS), where a smart collaborative network enables the cost-efficient and fast execution of singular, intermodel, and multimodel logistics services","B2B, Cloud Infrastructure, Freight Service, Logistics, SaaS, Software, Supply Chain Management",https://hypertechlogistics.com/,"Ahmedabad, Gujarat, India","Saas, Mobile App, Cloud System","1,167,374",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2018-11-29,day,1,11-50,Farhan Vhora,,,,,
Cloud2scale Solutions,https://www.crunchbase.com/organization/cloud2scale-solutions,,"Cloud Infrastructure, Consulting, Information Technology, Web Design",https://www.cloud2scale.com,"Bangalore, Karnataka, India","Cloud2scale Solutions is an IT company that offers cloud infrastructure, data integration, website design, DevOps, and consulting services.","1,203,875",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2013-07-01,month,,,,,,,,
TechDimension,https://www.crunchbase.com/organization/techdimension,,"Cloud Data Services, Cloud Infrastructure, Consulting, Information Technology, Professional Services, Software",http://www.techdimension.in/#/home,"Hyderabad, Andhra Pradesh, India","TechDimension specialises in office 365, microsoft azure, sharepoint, cloud infrastructure and application lifecycle management.","1,292,299",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2014-01-01,year,,11-50,,,,,,
OpsEco,https://www.crunchbase.com/organization/opseco,,"Cloud Infrastructure, Information Technology, Software",https://opseco.io/,"Pune, Maharashtra, India",OpsEco provides cloud-native software development and services.,"1,295,030",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2019-01-01,year,,1-10,,,,,,
Sanchan Info Solutions,https://www.crunchbase.com/organization/sanchan-info-solutions,,"Cloud Infrastructure, Consulting, Risk Management",https://sanchaninfo.com,"Visakhapatnam, Andhra Pradesh, India","Sanchan Info Solutions offers cloud migration, digital transformation, and enterprise fallout management services.","1,306,466",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2010-01-01,year,,11-50,,,,,,
inlogic,https://www.crunchbase.com/organization/inlogic-bf45,,"Cloud Infrastructure, Database, Mobile Apps, Software, Web Apps",http://www.inlogic.in,"Chennai, Tamil Nadu, India","inlogic specializes in cloud infrastructure, BPO, server and database management along with web and application development solutions.","1,339,307",,,,,,,,,,,,,Asia-Pacific (APAC),Active,,,,101-250,,,,,,
Electromech Corporation,https://www.crunchbase.com/organization/electromech-corporation,"Electromech provide open source and cloud infrastructure, DevOps, Automation solution and authorized training for Red Hat and AWS. They provide consulting services to all size organization for technology upgrade, open source solution, training and support.","Cloud Computing, Cloud Infrastructure, Open Source, Software, Training",https://www.electromech.info,"Ahmedabad, Gujarat, India",ElectroMech Corporation is a opensource and cloud company.,"1,362,133",,,,,,,,,,,,,Asia-Pacific (APAC),Active,1996-01-01,year,,11-50,,,,,,
Smart Platform,https://www.crunchbase.com/organization/smart-platform,"SMART Platform has a combined experience of 30 years in the software industry, they are a set of highly motivated people who have experience and the drive to change the landscape of cloud applications. They have architected and developed a number of products ground up for various leading companies. Based on this experience they have created SMART a flagship Cloud platform that helps you develop cloud applications fast.","Cloud Infrastructure, Software, Web Development",http://smart-platform.com,"Bangalore, Karnataka, India",SMART Platform is a next generation cloud platform that simplifies application development.,"1,421,203",,,,,,,,,,,,,Asia-Pacific (APAC),Active,,,,,,,,,,
Tekzee Technologies,https://www.crunchbase.com/organization/tekzee-technologies,"Tekzee Technologies is a provider of cloud services. Their services are mobile app development, ios development, AWS, amazon web services, android development, cloud services, enterprise solutions, ERP, cloud migration, and managed services.","Cloud Data Services, Cloud Infrastructure, Enterprise Resource Planning (ERP), Mobile Apps",https://www.tekzee.com,"Indore, Madhya Pradesh, India",Tekzee Technologies provides cloud and mobile development services.,"1,440,920",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2001-01-01,year,,101-250,,,,,,
