Organization Name,Organization Name URL,Full Description,Industries,Website,Headquarters Location,Description,CB Rank (Company),SEMrush - Monthly Visits,SEMrush - Average Visits (6 months),SEMrush - Monthly Visits Growth,SEMrush - Visit Duration Growth,SEMrush - Visit Duration,SEMrush - Page Views / Visit,SEMrush - Page Views / Visit Growth,SEMrush - Bounce Rate,SEMrush - Bounce Rate Growth,SEMrush - Global Traffic Rank,SEMrush - Monthly Rank Change (#),SEMrush - Monthly Rank Growth,Headquarters Regions,Operating Status,Founded Date,Founded Date Precision,Number of Founders,Number of Employees,Founders,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
Titanium Track,https://www.crunchbase.com/organization/titanium-track,,"Android, Cloud Computing, iOS",https://www.titaniumtrack.com,"Geneva, Geneve, Switzerland","Titanium Track helps organizations with android, cloud, mobile computing and client-server solutions to enhance business operations.","1,526,465","12,478","7,341.17",231.69%,193.94%,97,1.19,-18.81%,93.72%,74.79%,"1,917,971","-1,775,829",-48.08%,,Active,2010-10-01,month,,1-10,,,,,,
SynergySuite,https://www.crunchbase.com/organization/synergysuite,"SynergySuite is an international provider of award winning, cloud based enterprise back office software to leading global restaurant chains. SynergySuite offers a modular solution covering all critical business areas including inventory & procurement, recipe management, food safety, scheduling, cash management, human resources, and business intelligence. After using SynergySuite our customers add between 4% to 6% per location to their bottom line. SynergySuite has been in the industry since 2011 and works with top restaurant chains like KFC, Macaroni Grill, BrewDog, Hawthorne Leisure and many more across the US, UK, and Ireland.","Cloud Computing, Enterprise Software, Mobile Apps, Restaurants, SaaS, Software",http://www.synergysuite.com,"Dublin, Dublin, Ireland","SynergySuite is an international provider of award winning, cloud-based enterprise back office software to leading global restaurant chains.","22,371","12,268","11,888.67",-2.5%,-9.76%,37,2.35,14.73%,64.82%,43.47%,"1,935,513","124,688",6.89%,European Union (EU),Active,2011-06-17,day,1,51-100,Suzanne Keane,6,118,,,
a1softech,https://www.crunchbase.com/organization/a1softech,,"Cloud Computing, Information Technology, Software, Web Development",https://a1softech.com,"Brasschaat, Antwerpen, Belgium","a1softech is a software firm that offers intelligent technical solution&consulting services to businesses, organizations, and governments.","961,712","11,499","13,394.67",-79.92%,13.95%,"2,001",2.87,-65.29%,58.97%,116.24%,"2,078,474","1,312,158",171.23%,European Union (EU),Active,2013-01-01,year,,11-50,,,,,,
Inposia,https://www.crunchbase.com/organization/inposia,"Inposia is a digitization and business integration company focused on e-invoicing, digital tax reporting, and business.  Inposia offers its customers robust technology to integrate business processes and data directly with other B2B partners, directly with governments, and across the multiple digital business systems used by operations and finance teams.","Big Data, Business Intelligence, Cloud Computing, SaaS, Software",https://www.inposia.com,"Karlsruhe, Baden-Wurttemberg, Germany","Inposia is a digitisation and business integration company focused on e-invoicing, digital tax reporting, and business.","371,821","11,272","4,821.17",295.93%,"2,166.67%",136,3.12,178.86%,53.55%,-39.14%,"2,100,216","-2,226,326",-51.46%,European Union (EU),Active,2010-01-01,year,2,51-100,"Jose Javier Hidalgo, Muzaffer Havcarci",,,,,
Colobridge,https://www.crunchbase.com/organization/colobridge,,"Cloud Computing, Hardware, Information Technology, Software, Telecommunications",https://www.colobridge.net/,"Berlin, Berlin, Germany","Colobridge specializes in hardware, cloud and IT solutions.","376,943","11,174","8,218.83",637.56%,"3,400%",140,1.68,22.57%,42.49%,-53.15%,"2,048,086","-3,547,702",-63.4%,European Union (EU),Active,2010-01-01,day,,11-50,,,,31697565,USD,31697565
Rent View,https://www.crunchbase.com/organization/rent-view,"Rentview’s rent and property management software has been developed by industry insiders Andreas Riha and Colin Napper with 16 years experience running a large letting agency. Rentview was developed to allow letting agencies manage, build, and retain a letting and management portfolio through one rental management software system.","Cloud Computing, Property Management, Social Media Management, Software",https://rentview.com/,"London, England, United Kingdom",Rentview is online portal helps to view all your renters renting requirements including location and property type.,"611,660","11,144","15,934.5",489.63%,-41.25%,698,12.63,215.63%,12.5%,57.87%,"2,113,048","-2,933,256",-58.13%,,Active,2011-01-01,year,2,1-10,"Andreas Riha, Colin Napper",1,,,,
The Bot Platform,https://www.crunchbase.com/organization/the-bot-platform,"We empower HR, Internal Comms, Operations and People teams to build a better employee experience.  We're a Microsoft Teams and Workplace from Meta premier technology partner, EE Awards’ Employee Engagement Vendor of the Year, Webby Awards Honouree and member of the Department for International Trade’s UK Start Up program.  Our customers include global organisations in the technology, retail, hospitality, finance, pharmaceutical, entertainment and manufacturing industries - many of which are Fortune 100 companies. Get in touch for a free trial and see just how easy The Bot Platform makes it to build your own digital assistants and automation tools - https://thebotplatform.com/","Cloud Computing, Communications Infrastructure, Enterprise Applications, Enterprise Software, Marketing Automation, Productivity Tools, SaaS, Sales Automation, Software",https://thebotplatform.com,"London, England, United Kingdom","Empowering people to build a better employee experience using bots, digital assistants and automation tools.","220,732","11,133","22,433.17",-36.38%,-17.34%,782,9.11,-9.66%,54.2%,3.87%,"2,052,528","534,060",35.17%,,Active,2011-12-10,day,4,11-50,"Paul King, Sophie Barfield, Syd Lawrence, Tom Gibby",,,,,
Skynet Labs,https://www.crunchbase.com/organization/skynet-labs,"Skynet Labs provides oil and gas companies with leading edge information technology, software, to increase the efficiency of their drilling and workover operations. They are saving the Oil & Gas industry time and money in their calculation workflow at the upstream engineering level by using software to consolidate and solve paper based and dynamic problems. Skynet Labs' cloud based drilling applications will revolutionize the way exploration and development engineers use and manage their project data and calculations, through the use of cloud computing and mobile devices. In 2012 they will lead their product release DUC (Drilling Unit Calculator) which offers oilfield operators, engineers, planners, and technicians the ability to perform complex conversions in seconds, using industry standard calculation and conversion algorithms. Their products remove the pains of existing paper based logging and calculations systems – light software made for oil and gas engineers, crafted by oil and gas engineers and based on industry standard directives from the International Well Control Forum (IWCT). The DUC suite offers oilfield operators, engineers, planners, and technicians the ability to make complex calculations in seconds, using more than 100 of the industry’s leading drilling calculation tools. On top of the DUC product, Skynet aim to develop dynamic information capture systems for the oil rig live drilling environment. Smartphones and tablets are becoming a powerful tool for the oil and gas industry, allowing engineers to literally “take their offices to the field.” It provides the convenience of e-mail, calendar, contacts, word processing, and spreadsheet calculation/conversion processing. With the help of a Senior Drilling supervisor and a Senior Drilling Operations manager, they have identified several applications that have not yet been made available within the cloud or on mobile devices.","Cloud Computing, Enterprise Software, Oil and Gas, Software",http://www.skynetlabs.com,"Dublin, Dublin, Ireland",Skynet Labs provides oil and gas companies with scalable and integrated software tools for exploration and production.,"140,092","10,880","21,989",-87.75%,366.4%,135,1.23,20.86%,77.49%,-21.41%,"2,137,611","1,562,981",272%,European Union (EU),Active,2011-10-21,day,1,1-10,Tim Duggan,17,,,,
IPS,https://www.crunchbase.com/organization/ips-1051,,"Cloud Computing, Domain Registrar, Web Hosting",http://ips.nl,"Rotterdam, Zuid-Holland, The Netherlands","IPS expertise in the field of web hosting, domain names, working online and cloud services to secure data and solve complex challenges.","1,440,644","10,835","44,923.67",-70.62%,-9.77%,480,2.93,-8.88%,29.55%,-15.04%,"2,142,221","1,123,349",110.25%,European Union (EU),Active,2010-01-01,day,,1-10,,,,,,
NodeQuery,https://www.crunchbase.com/organization/nodequery,,"Cloud Computing, Software",http://nodequery.com,"London, England, United Kingdom",NodeQuery is provides a lightweight and easy to use linux server monitoring service.,"753,919","10,429",,-49.48%,,0,1,0%,100%,0%,"2,184,910","717,498",48.9%,,Active,2014-01-01,year,,1-10,,,,,,
OnApp,https://www.crunchbase.com/organization/onapp,"OnApp provides a complete Infrastructure-as-a-Service (IaaS) software platform for hosting companies, cloud providers, managed service providers and telecoms companies.  With OnApp, these service providers can create a wide range of cloud, dedicated hosting, CDN, DNS and storage services on top of commodity datacenter infrastructure; automate them completely through a 'single pane of glass' control panel; and extend them on demand with capacity from a global federation of cloud providers running on OnApp.  OnApp has more than 800 customers in 87 countries. An estimated 1 in 3 of the world's public clouds run on OnApp. OnApp has more than 120 employees in the UK, Europe, USA and Asia-Pacific. Its headquarters are in London, UK.","Cloud Computing, Cloud Management, Infrastructure, SaaS, Web Hosting",http://onapp.com,"London, England, United Kingdom","OnApp is a company that develops cloud management, CDN and storage software for service providers and enterprises.","58,928","10,108","8,628.83",24.51%,"1,947.27%","1,126",3.24,48.16%,53.44%,-37.47%,"2,170,449","-135,923",-5.89%,,Active,2010-07-01,day,2,101-250,"Carlos Rego, Ditlev Bredahl",1,,,,
Fasterize,https://www.crunchbase.com/organization/fasterize,"Fasterize offers a turnkey service to speed up websites, thanks to a solution in SaaS mode. It's simple, instant and suitable for all sites and terminals.","Cloud Computing, Content Delivery Network, SaaS, SEO, Software, Web Hosting",http://www.fasterize.com/,"Paris, Ile-de-France, France",Fasterize is an all-in-one website accelerator.,"475,149","9,186","8,374.67",186.44%,-75.89%,0,1.06,-40.12%,94.6%,101.83%,"2,281,852","-1,643,692",-41.87%,European Union (EU),Active,2011-01-01,year,1,11-50,Stéphane Rios,,,,,
Swedbyte,https://www.crunchbase.com/organization/swedbyte,,"B2B, Cloud Computing, Consulting, Project Management",https://swedbyte.se/,"Stockholm, Stockholms Lan, Sweden","Swedbyte offers project management, communication, ESM, ITSM and consulting services and also, supplies B2B cloud solutions.","1,127,036","9,025",,"1,571.3%",,0,1,-33.33%,100%,100%,"2,361,369","-5,702,845",-70.72%,"European Union (EU), Nordic Countries, Scandinavia",Active,2011-01-01,year,,11-50,,,,,,
elastic.io,https://www.crunchbase.com/organization/elastic-io,"elastic.io is an integration-platform-as-a-service (iPaaS) - in other words they are Heroku for integrations. They host, execute, scale integration flows that connects cloud/SaaS applications and automate data flows between them. They do cloud-to-cloud (between two SaaS) as well cloud-to-ground (on-premise / legacy applications running behind the firewall) integrations. With elastic.io SaaS Vendors can white-label integration solution aka. integration widgets as well as extension / contribution of new connectors to the platform is extremely simple.","Cloud Computing, Data Integration, Developer APIs, Enterprise Software, PaaS",http://elastic.io,"Bonn, Nordrhein-Westfalen, Germany","elastic.io is a hybrid integration platform for its users’ SaaS, IoT, and mobile projects.","163,729","8,792","5,520.67",132.16%,438.1%,0,1.01,-11.85%,99.75%,7.42%,"2,396,492","-1,428,071",-37.34%,European Union (EU),Active,2012-12-12,day,2,11-50,"Igor Drobiazko, Renat Zubairov",,,,,
HES FinTech,https://www.crunchbase.com/organization/hiend-systems-hes,"HES is a financial software vendor and technology consultant. The company provides the technology backbone to power the full loan lifecycle – from origination, underwriting, and servicing to collections and pipeline performance tracking.  We provide configurable Loan Origination, Loan Servicing, and Debt Collection Software and deal with custom or configured software development for banking, commercial, consumer, P2P, POS mortgage, and microfinance lending.  Designed with customization and scalability in mind, HES lending software provides a unique lending experience for fintech startups and Fortune 500 companies alike, allowing customers to stay ahead of changing markets and client demands.  It can be explicitly tailored to reflect your brand identity and comply with legal requirements. HES software is a solid alternative to proprietary loan origination solutions and in-house development efforts. Key advantages: - High level of customization - Short time-to-market (3-4 months for the software to go live) - No payments for growth - No vendor lock-in.","B2B, Cloud Computing, Finance, Financial Services, FinTech, Lending, Software",https://hesfintech.com,"Vilnius, Vilniaus Apskritis, Lithuania","Lending software for banks and fintechs. AI-backed lending platforms to orchestrate loan workflow, front to back.","158,692","8,762",,69.58%,"146,400%","1,465",1.96,93.8%,92.39%,-6.73%,"2,342,061","-823,334",-26.01%,European Union (EU),Active,2012-10-10,day,2,51-100,"Dmitry Dolgorukov, Ivan Kovalenko",,,,,
Donorfy,https://www.crunchbase.com/organization/donorfy,,"Cloud Computing, CRM, Information Technology, Software",https://donorfy.com,"London, England, United Kingdom",Donorfy prvides  cloud-based CRM solution that powers the fundraising efforts of nonprofits. From small NFPs to large charities.,"380,446","8,427","41,975.83",-56.45%,-74.55%,213,1.26,-28.67%,73.8%,-2.47%,"2,392,145","951,691",66.07%,,Active,2014-01-01,day,1,11-50,Robin Fisk,,,,,
Keykumo,https://www.crunchbase.com/organization/keykumo,,"Cloud Computing, Outsourcing, Security",https://www.keykumo.com,"Madrid, Madrid, Spain","Keykumo provides education, outsourcing, online presence, collaboration, security, cloud computing, Ms 365, and business center services.","1,505,978","8,369","14,923.67",-87.65%,-38.24%,14,1.09,9.49%,90.52%,-9.48%,"2,480,030","1,792,677",260.81%,European Union (EU),Active,2013-01-01,year,,11-50,,,,,,
cloudscale.ch,https://www.crunchbase.com/organization/cloudscale-ch,cloudscale.ch is a Swiss-based self-service cloud platform that allows you to launch virtual machines within seconds.,"Cloud Computing, Cloud Security, Information Technology, Software",https://www.cloudscale.ch/en/,"Zürich, Zurich, Switzerland",cloudscale.ch is a Swiss-based self-service cloud platform.,"821,241","8,096","4,306.67",153.95%,104.23%,145,1.2,-6.45%,92.18%,19.67%,"2,444,242","-1,489,172",-37.86%,,Active,2014-01-01,year,,1-10,,,,,,
Cloudfresh,https://www.crunchbase.com/organization/cloudfresh-llc,"Cloudfresh provide businesses with the best tools for Digital Transformation, guide and support our customers on this journey. As a Google Cloud Premier Partner, Zendesk Master Partner, Asana Solutions Partner in CEE, CIS & MENA, we have access to world-class solutions and tools.","Cloud Computing, Information Technology, IT Infrastructure, Software",https://cloudfresh.com/en/,"Prague, Hlavni mesto Praha, Czech Republic",Cloudfresh provides solutions & tools for digital transformation to reduce maintenance costs of IT infrastructure,"231,932","7,871","4,123.17",112.84%,-65.85%,4,1.38,38.11%,61.88%,-38.12%,"2,474,089","-1,242,197",-33.43%,European Union (EU),Active,2013-01-01,year,1,11-50,Bohdan Kubenko,,,,,
ProfitBricks,https://www.crunchbase.com/organization/profitbricks,"ProfitBricks is the cloud infrastructure-as-a-service (IaaS) company offering more speed and flexibility than any other cloud provider. Founded in 2010 by the previous co-founders of 1&1 Internet, ProfitBricks has built the world's first, true virtual data center, enabling users custom defined instances with live vertical scaling and class-leading double redundant cloud storage, all with simple and transparent minute-based billing.  It also developed the first graphical Data Center Designer that makes the ProfitBricks Cloud Computing service the easiest to setup and maintain. As of March 2013, ProfitBricks had raised a total of $38.3M. It raised $19.5M in its latest funding round in addition to $18.8M total funding raised previously.","Cloud Computing, Cloud Infrastructure, Data Center, Enterprise Software, SaaS",http://www.profitbricks.com,"Berlin, Berlin, Germany",ProfitBricks is a channel-focused cloud Infrastructure as a Service(IaaS) provider.,"23,678","7,508","3,074",43.83%,"1,442.7%","1,064",2.98,197.56%,58.41%,-41.59%,"2,652,911","-687,082",-20.57%,European Union (EU),Closed,2010-01-01,year,2,51-100,"Achim Weiss, Andreas Gauger",,,,,
Datarep,https://www.crunchbase.com/organization/datarep,"Datarep will transform the way your company handles enterprise data.  From data interaction to data quality, we are paving the way for innovative and useful solutions to traditional enterprise data management challenges.  Whether your company is large or small, regional or international, Datarep is the one-stop-shop for all your enterprise data management needs.  Find out more by visiting [www.datarep.com](http://www.datarep.com/) or by following us on [LinkedIn]( https://www.linkedin.com/organization/2883022)","Analytics, Cloud Computing, Enterprise Software",http://www.datarep.com,"Dublin, Dublin, Ireland","Data management, reinvented.","1,657,317","7,474",,,,0,1,,100%,,"2,662,059",,,European Union (EU),Active,2013-01-01,year,,1-10,,,,,,
Loggia,https://www.crunchbase.com/organization/loggia,,"Cloud Computing, Cloud Infrastructure, Software",http://loggia.gr,"Réthymno, Rethimni, Greece","Loggia provides business cloud services that support client's digital content and applies on web, mobile, and software applications.","319,800","7,387","19,918.33",-35.38%,159.61%,"1,202",5.04,121.58%,19.46%,-75.89%,"2,557,960","647,298",33.88%,European Union (EU),Active,2010-01-01,day,,1-10,,,,,,
Assistent.by,https://www.crunchbase.com/organization/turboheads,"Assistent  is a team of professionals in the field of Internet projects. Every day we are working on awesome services that make life big and small companies easier. We have created an online accounting ""Assist me."" Now our goal - to build a complete ""cloud"" system for business. We focus and develop effective cloud solutions for small and medium businesses. We understand your problem and never argue.  Our team - our pride. We spare no resources for training. We are interested in our employees to develop and lead the company forward. In order to create the best products in the market, we need a better team. We will support not only your ideas, we'll help you become a true professional.","Accounting, Cloud Computing, Legal, Legal Tech",https://assistent.by,"Minsk, Minsk, Belarus",Assistent.by is team of professionals in the field of Internet projects (accounting and legal services).,"209,157","7,378",,,,9,1.5,,75%,,"2,688,779",,,,Active,2010-01-01,year,1,11-50,Alexey Kurets,2,,,,
Kaleidos,https://www.crunchbase.com/organization/kaleidos-open-source,"We seek to create transformational impact through our work. We incubate, fund and operate our own open-source based products.","Cloud Computing, Software",http://kaleidos.net,"Madrid, Madrid, Spain","Beautiful tech, beautiful values","15,343","7,083","5,278.83",3.28%,-99.32%,4,1.03,-27.01%,97.3%,64.08%,"2,771,275","88,722",3.31%,European Union (EU),Active,2011-07-18,day,2,11-50,"Enrique Posner, Pablo Ruiz Muzquiz",,,12895839,USD,12895839
Wercker,https://www.crunchbase.com/organization/wercker,"Wercker is a platform and tool to rapidly develop, build, and deploy containerized applications and microservices for the modern cloud. This platform was built in order to make developers' lives easier and enabling them to move fast and make things.","Cloud Computing, Enterprise Software, SaaS, Software",http://wercker.com,"Amsterdam, Noord-Holland, The Netherlands","Wercker is a platform and tool to rapidly develop, build, and deploy containerized applications and microservices for the modern cloud.","57,962","6,764","12,227.33",-73.32%,-32.3%,589,2.34,10.6%,7.19%,-73.5%,"2,858,363","1,571,952",122.2%,European Union (EU),Closed,2012-03-01,day,1,11-50,Micha Hernandez van Leuffen,,,,,
MyQuickCloud,https://www.crunchbase.com/organization/myquickcloud,,"Cloud Computing, Software, Taxi Service",http://myquickcloud.com,"London, England, United Kingdom",MyQuickCloud offers remote software for tax and accounting professionals and also helps multiple users to access PC applications.,"902,805","6,577","4,869.67",96.74%,-78.95%,8,1.14,-54.15%,90.85%,97.89%,"2,904,681","-1,110,347",-27.65%,,Active,2013-01-01,day,,11-50,,,,,,
Magine,https://www.crunchbase.com/organization/magine,"Magine is a cloud based TV operator that works with leading national and international broadcasters to provide live, recorded and time shifted television across all devices Magine’s patent pending cloud based technology removes the consumer pain points of a complicated TV set up with boxes and cables, and a fragmented user experience across services and devices. Magine was commercially  launched in Sweden 2013, in Germany 2014, and new markets will follow during 2015.   More info at www.magine.com","Broadcasting, Cloud Computing, Internet, TV",http://www.magine.com,"Stockholm, Stockholms Lan, Sweden","Magine is a cloud-based TV operator providing live, recorded and time shifted TV across all devices.","48,380","6,522","35,783",-74.74%,-97.83%,1,2,-37.35%,0%,89.47%,"2,936,003","1,680,514",133.85%,"European Union (EU), Nordic Countries, Scandinavia",Closed,2011-09-01,day,2,101-250,"Erik Wikstrom, Mattias Hjelmstedt",,,,,
Tarlogic Security,https://www.crunchbase.com/organization/tarlogic-security,European cybersecurity boutique. One of the 1000 fastest growing companies in Europe over the last 3 years according to Financial Times. Specialists in cybersecurity and cyberintelligence.,"Cloud Computing, Enterprise Software, Security",https://www.tarlogic.com,"A Coruña, Galicia, Spain",Offensive and defensive cybersecurity Specialists,"333,151","6,492","17,872.67",-32.68%,-32.47%,3,1.12,11.71%,87.69%,-11.83%,"2,746,161","629,075",29.71%,European Union (EU),Active,2011-01-01,year,1,51-100,Andrés Tarascó Acuña,,,7644279,USD,7644279
Bluebee,https://www.crunchbase.com/organization/bluebee,"Bluebee is a leading provider of high performance genomics solutions, enabling research and clinical labs to substantially reduce cost and time-to-diagnose. Bluebee provides a unique cloud-based accelerated genomics platform to enable fast, efficient and affordable processing of large volumes of genomics data. Genetic analyses are currently undergoing extreme changes as a result of revolutionary developments in next generation DNA sequencing technology. While personalized treatment comes with great promises, routine clinical implementation of whole genome based diagnostics is still faced with major technological and biological challenges: the ever-growing amounts of data generated, the inherent need for faster data processing and deep analytics, and the increasing necessity of flexibility and reliability resulting from the vastness of the application spectrum.","Bioinformatics, Biotechnology, Cloud Computing, Genetics, Information Technology",https://www.bluebee.com/,"Rijswijk, Zuid-Holland, The Netherlands","Bluebee offers a secure global bio-informatics platform to process, analyze, share and store genomics data.","52,811","6,447","5,776.67","1,207.71%",-27.56%,"8,740",8.67,766.67%,33.33%,-66.67%,"3,044,103","-5,232,460",-63.22%,European Union (EU),Closed,2011-01-01,year,1,11-50,Koen Bertels,2,,,,
FenestraPro,https://www.crunchbase.com/organization/fenestrapro,"FenestraPro is cloud based software for architects to design environmentally efficient building facades more cost effectively. The software enables compliance checking with increasingly rigorous energy and environmental performance standards from an early stage in the building design process, and encourages best practice energy performance and green building design.","Architecture, Cloud Computing, CRM, Energy, Information Technology, Robotics, Software",http://www.fenestrapro.com,"Dublin, Dublin, Ireland",FenestraPro is software for architects to design environmentally efficient nondomestic building facades more cost effectively.,"68,747","6,065",,,,0,1,,100%,,"2,888,182",,,European Union (EU),Active,2012-01-01,year,2,11-50,"David Palmer, Simon Whelan",,,,,
SmartCloud,https://www.crunchbase.com/organization/smartcloud-3,"SmartCloud is a SaaS service provider. Born in the Cloud, we have partnered with leading SaaS vendors to resell their solutions to progressive small and medium sized businesses in Ireland and abroad. SmartCloud provides powerful yet easy-to-use cloud-based applications that help our clients achieve a sustainable competitive edge by moving away from the long-term capital expenditure of traditional I.T. and toward flexible SaaS solutions. We advise on the best combination of technologies, products and services to meet the specific business and technology needs of our clients, helping them to get closer to their prospects and customers - increasing sales, streamlining customer service and growing profits. All of which directly impacts their bottom line. We then work with our clients to help them improve their lead generation, sales execution and customer retention. Our 'sweet spot' clients are businesses with 5 to 500 employees; primarily in the web, high tech, financial services, media and distribution sectors.","Apps, Cloud Computing, Email, Information Technology, Marketing Automation, SaaS, Software",http://www.smartcloud.ie,"Dublin, Dublin, Ireland",We partner with leading SaaS vendors to resell their solutions to progressive small and medium sized businesses in Ireland and abroad.,"397,663","5,887",,,,0,1,,100%,,"2,965,856",,,European Union (EU),Active,2010-09-07,day,1,1-10,Michael McKenna,,,,,
WebbyLab,https://www.crunchbase.com/organization/webbylab,,"Blockchain, Cloud Computing, Cryptocurrency, Internet of Things, Mobile Apps, Software, Web Apps",https://webbylab.com,"Kyiv, Kyyiv, Ukraine","WebbyLab specializes in software development, cloud computing, web integration, blockchain development and IoT.","513,455","5,835","2,386.5",79.98%,,15,1.24,23.55%,84.3%,-15.7%,"3,221,461","-869,505",-21.25%,,Active,2011-01-01,year,,101-250,,,,,,
InfraSight Labs,https://www.crunchbase.com/organization/infrasight-labs,"Anyone working with IT is always in need of updated and quality information. However, accessing this valuable data is often a time tedious Our product vScope, provides professionals with insights, confidence and deep understanding of the complete infrastructure of organizations'​ IT. Create dynamic documentation, automate complex configuration analysis or overview relationships and dependencies between different technological platforms in one single view. vScope enables a new perspective of IT management that has not been seen before. InfraSight Labs is a young expansive tech company with offices in Malmö, Stockholm, Gothenburg, Sweden and Copenhagen, Denmark.","Accounting, Cloud Computing, Enterprise Software, Information Technology, IT Management, Security, Software, Virtualization",http://infrasightlabs.com,"Malmö, Skane Lan, Sweden",Guide IT professionals in their day-to-day operations by providing actionable insights and first class reporting about IT.,"87,769","5,732","7,232.5",-39.43%,"2,588.89%",0,1,-12.1%,100%,15.96%,"3,037,725","902,939",42.3%,"European Union (EU), Nordic Countries, Scandinavia",Active,2010-03-01,day,2,11-50,"Konrad Eriksson, Magnus Andersson",,,12505969,USD,12505969
Cloud & Fibre Ltd,https://www.crunchbase.com/organization/cloud-fibre-ltd,,"Cloud Computing, Software, Telecommunications",https://cloudandfibre.co.uk/,"Sale, Cheshire, United Kingdom",Cloud & Fibre provides telecommunication voice & data solutions for small to medium-sized businesses and channel partners across the UK.,"1,717,916","5,701","3,121.17",125.16%,-66.67%,8,1.7,-33.03%,30.17%,-46.24%,"3,257,926","-1,307,585",-28.64%,,Active,2014-01-01,year,,1-10,,,,,,
