Organization Name,Organization Name URL,Full Description,Industries,Website,Headquarters Location,Description,CB Rank (Company),SEMrush - Monthly Visits,SEMrush - Average Visits (6 months),SEMrush - Monthly Visits Growth,SEMrush - Visit Duration Growth,SEMrush - Visit Duration,SEMrush - Page Views / Visit,SEMrush - Page Views / Visit Growth,SEMrush - Bounce Rate,SEMrush - Bounce Rate Growth,SEMrush - Global Traffic Rank,SEMrush - Monthly Rank Change (#),SEMrush - Monthly Rank Growth,Headquarters Regions,Operating Status,Founded Date,Founded Date Precision,Number of Founders,Number of Employees,Founders,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
Permiso Security,https://www.crunchbase.com/organization/permiso-security,,"Cloud Infrastructure, Cloud Security, Cyber Security",https://permiso.io/,"Palo Alto, California, United States",Permiso Security delivers a unique identity-based approach cloud detection & response to your cloud infrastructure,"65,012","24,858","7,016.5",112.81%,402.2%,0,1,0%,100%,0%,"1,347,133","-647,667",-32.47%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2020-01-01,year,3,11-50,"Jason Martin, Phanikrishna Modali, Stephen Demjanenko",,,,,
Trianz,https://www.crunchbase.com/organization/trianz,"Trianz enables digital transformations through effective strategies and excellence in execution. Collaborating with business and technology leaders, we help formulate and execute operational strategies to achieve intended business outcomes by bringing the best of consulting, technology experiences and execution models. Powered by knowledge, research, and perspectives, we enable clients to transform their business ecosystems and achieve superior performance by leveraging Cloud,Analytics, Digital and Security paradigms. With offices in Silicon Valley, Washington DC Metro, Jersey City, Dubai, Bangalore, Hyderabad, Chennai, Delhi NCR, and Mumbai, we serve Fortune 1000 and emerging organizations across industries globally. As a professional services firm, our values and culture are focused on delivering measurable business impact, predictability in execution, and a unique partnership experience. For more information, visit www.trianz.com.","Analytics, Big Data, Business Intelligence, Cloud Infrastructure, Consulting, Cyber Security, Enterprise Software, IT Management, Test and Measurement",https://www.trianz.com,"Santa Clara, California, United States","IT Services, Management Consulting","104,103","24,349","111,958.17",-65.66%,-58.69%,354,1.9,-25.28%,59.11%,-22.24%,"1,323,098","696,748",111.24%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2001-01-01,year,1,1001-5000,Sri Manchala,6,,,,
Arch Platform Technologies,https://www.crunchbase.com/organization/arch-platform-technologies,"The Arch Platform allows you to effortlessly spin up powerful cloud-based digital content creation facilities for visual effects, post-production, virtual production and other collaborative creative endeavors. With Arch's intuitive enterprise level SaaS dashboard, and proprietary technology clients can easily build resources including workstations, render farms, storage and licensing servers, as well as create users and teams and manage facility and project permissions. Arch also incorporates studio-grade security to keep content safe in the cloud. Scale up or down, pay as you go, and create without boundaries.","Cloud Infrastructure, Cloud Management, Computer, Enterprise Software, Information Technology, PaaS, SaaS, Software",http://www.archpt.io,"Los Angeles, California, United States",Creative infrastructure-as-a-service platform to move collaborative teams and workloads to the cloud at the push of a button.,"237,463","23,816",,"4,410.61%",,16,1.85,85.24%,75.65%,-24.35%,"1,344,052","-5,967,062",-81.62%,"Greater Los Angeles Area, West Coast, Western US",Active,2019-07-10,day,3,11-50,"Edward Churchward, Guy Botham, Laura Teodosio",,,,,
AstroPrint,https://www.crunchbase.com/organization/astroprint,"Customers include: Purdue, Litens Automotive, Baylor, & many more. Stats: 3.5M 3D prints managed (remotely). 8M hours of cloud 3D Printing. AstroPrint produces a suite of cloud based software products for the Additive Manufacturing (AM) industry. Our hottest piece of software is our Enterprise Fleet Management solution for multi-user 3D Printer environments. In a nutshell, this allows large organizations to run large scale 3D printer farms, regardless of the various 3D Printer brands/models they may have. They can even set 50+ permissions in order to limit the functionality for various user groups. Components include: Online Build Plate, online toolpath viewers, multiple slicing engines with intelligent slice-job routing, remote monitoring/management of the fleet, queueing & Group Queueing, print history, advanced analytics, SSO integrations, advanced cloud file management/sharing, 3DP APIs, 3rd party content integrations (print-from-web), CAD tool integrations (print-from-CAD), mobile apps (print-from-mobile), and much more.","3D Printing, 3D Technology, Cloud Infrastructure, Developer Platform, Internet of Things, Manufacturing, Operating Systems, Software",https://www.astroprint.com,"San Diego, California, United States",AstroPrint operates as a cloud platform for Additive Manufacturing.,"55,896","23,500","38,339.33",10.06%,51.44%,577,5.1,22.2%,44.24%,-5.39%,"1,356,432",-18,0%,"Greater San Diego Area, West Coast, Western US",Active,2013-09-23,day,3,11-50,"Daniel Arroyo, Drew Taylor, Joshua White",,,,,
Woflow,https://www.crunchbase.com/organization/woflow,Woflow is a leader in catalog digitization and data management providing the world's first Merchant Data Platform. Woflow helps industry-defining platforms and marketplaces create and maintain complex structured data at scale.,"Analytics, Cloud Infrastructure, CRM, Information Technology, SaaS",https://www.woflow.com,"San Francisco, California, United States",Woflow is a merchant data platform that automates catalog digitization in the onboarding process through an API.,"12,295","22,986","62,807.5",-69.95%,5.06%,"3,032",7.42,151.89%,29.17%,-56.81%,"1,376,062","779,898",130.82%,"San Francisco Bay Area, West Coast, Western US",Active,2017-04-01,month,2,11-50,"Jordan Nemrow, Will Bewley",,,,,
Chronosphere,https://www.crunchbase.com/organization/chronosphere,"Chronosphere is an observability platform that empowers cloud native engineering organizations to control for data volumes, rampant costs and organizational friction that comes from rapid scale and technical complexity. Chronosphere is a Series C startup with more than $255M in funding and backed by VC firms Greylock, Lux Capital General Atlantic, Founder Fund, Spark Capital, and investor Lee Fixel.The team is distributed with major hubs in New York and Vilnius.","Analytics, Cloud Infrastructure, Information Technology, Productivity Tools, SaaS, Software",http://www.chronosphere.io,"New York, New York, United States","Chronosphere develops a scalable, reliable, and customizable monitoring solution built for cloud-native applications.","13,348","22,518","58,845.83",-88.27%,-91.24%,182,1.8,25.31%,52.9%,-21.69%,"1,422,373","1,081,642",317.45%,"Greater New York Area, East Coast, Northeastern US",Active,2019-01-01,year,2,101-250,"Martin Mao, Rob Skillington",,,,,
Tackle,https://www.crunchbase.com/organization/tackle-io,"Tackle.io is a platform that helps software companies initiate revenue channels with the cloud marketplaces (AWS, Azure, GCP). Its platform simplifies the listing process and eliminates the need to dedicate engineers to learn and continually manage the technical aspects of the three cloud marketplaces. Tackle.io was founded in 2016 by Brian Denker, Dillon Woods, and John Jahnke.","Cloud Infrastructure, Marketplace, SaaS, Software, Subscription Service",https://tackle.io,"Boise, Idaho, United States",Tackle.io operates as a cloud marketplace subscription platform that helps software providers generate revenue.,"31,305","22,228","28,846",12.9%,2.18%,469,1.73,16.74%,57.84%,-10.86%,"1,404,413","-20,563",-1.44%,Western US,Active,2016-07-01,day,2,101-250,"Brian Denker, Dillon Woods",,,,,
Crossplane,https://www.crunchbase.com/organization/crossplane,,"Apps, Cloud Infrastructure, Open Source",https://www.crossplane.io,"San Diego, California, United States","Crossplane is an open-source cloud control portal that helps organizations manage infrastructure, services, and applications.","192,414","21,615","38,737",2.41%,-25%,48,2.52,18.98%,48.19%,-27.91%,"1,432,063","65,510",4.79%,"Greater San Diego Area, West Coast, Western US",Active,2018-10-30,day,1,1-10,Bassam Tabbara,,,,,
Upstack,https://www.crunchbase.com/organization/upstack-2,Upstack provides a team of cloud infrastructure advisors to architect customized solutions for businesses of all sizes. Upstack helps people navigate through challenges to find the best fit for their business.,"Cloud Computing, Cloud Infrastructure, Data Center, Information Technology, Private Cloud",https://www.upstack.com,"New York, New York, United States",Upstack provides a team of cloud infrastructure advisors to architect customized solutions for businesses of all sizes.,"2,737","21,257","7,032.17",226.63%,451.4%,590,6.14,205.4%,25.78%,-62.43%,"1,466,526","-1,276,753",-46.54%,"Greater New York Area, East Coast, Northeastern US",Active,2017-01-01,year,1,11-50,Christopher Trapp,,,,,
Sensu,https://www.crunchbase.com/organization/sensu-inc,"Sensu is a full-stack monitoring platform for dynamic operating environments. The platform enables high-velocity organizations to maintain operational visibility, while supporting software and infrastructure-as-code development best practices, and solving the unique challenges of monitoring in dynamic operating environments (e.g. public/private/hybrid cloud computing environments, container-based environments, and more). As a framework and software platform, Sensu will increase its commitment to open-source, while continuing to innovate as a fundamentally different approach to full-stack monitoring. The company is headquartered in Portland, Oregon with employees distributed across the globe. ","Cloud Computing, Cloud Infrastructure, Data Center Automation, Enterprise Software, Internet, IT Infrastructure, Software",https://sensu.io/,"Portland, Oregon, United States",Sensu is a full-stack monitoring platform for dynamic operating environments.,"32,228","21,212","21,113.83",-6.23%,70.34%,201,1.88,51.03%,63.11%,-26.12%,"1,468,976","79,968",5.76%,"West Coast, Western US",Active,2017-01-30,day,2,11-50,"Caleb Hailey, Sean Porter",,,212447,USD,212447
CodingNomads,https://www.crunchbase.com/organization/codingnomads,"Ranked #7 on SwitchUp’s Best Coding Bootcamps worldwide, and #3 for Data Science, CodingNomads is a small family-run code school that provides a more personal human experience to help you master in-demand coding skills, and have fun doing it! With a mission to help students of all backgrounds improve their skills to improve their lives, CodingNomads’ affordable tuition, scholarships, and various course format options make it the highest quality education at the best value. One of the few bootcamps to teach Java and Python, CodingNomads also offers advanced courses in Data Science & Machine Learning, full-stack Python web development with Django and Flask, as well as enterprise Java development with Spring. In addition to our core curriculum, CodingNomads instructs, and assists our students from the most basic CLI commands to the most complex, load-balanced, auto-scaling, fully authenticated modern web applications.  CodingNomads’ practical, project-based curriculum is fit for beginners and experienced coders alike, so you graduate with a professional-grade portfolio. With extensive career support services, grads go on to become software engineers, project/product managers, data analysts, data engineers, entrepreneurs, and more. CodingNomads also offers expert guidance on launching a remote digital nomad career. Join CodingNomads’ friendly community of global coders, and gain the skills to live the life you dream of.","Cloud Computing, Cloud Infrastructure, Database, Education, Software, STEM Education, Web Development",https://codingnomads.co,"Kings Beach, California, United States","We offer online and in-person coding courses specializing in Java, Python, Web Development, and Data Science.","140,052","21,023","22,530",-58.66%,-27.33%,125,1.87,51.38%,78.95%,-11.72%,"1,476,770","645,493",77.65%,"West Coast, Western US",Active,2016-11-05,day,2,11-50,"Kimberly Desmond, Ryan Desmond",,,,,
Lightspeed Voice,https://www.crunchbase.com/organization/lightspeed-voice,,"Cloud Infrastructure, Telecommunications",https://www.lightspeedvoice.com/,"Laurel, Florida, United States","Lightspeed Voice is a VoIP, cloud-based IP telephony provider.","454,446","20,271","19,838.83",45.04%,470%,228,1.42,-15.46%,61.98%,95.27%,"1,505,221","-297,076",-16.48%,"East Coast, Southern US",Active,2004-01-01,day,1,11-50,Brad Fuller,,,220257,USD,220257
QuickPacket,https://www.crunchbase.com/organization/quickpacket,,"Cloud Computing, Cloud Data Services, Cloud Infrastructure, Cloud Management, Cloud Storage, IaaS",https://www.quickpacket.com,"Charlotte, North Carolina, United States","Dedicated servers, cloud, co-location, and related services","426,310","20,039","9,620.33",130.7%,"1,175.31%","1,033",6.39,388.67%,35.93%,-52.45%,"1,490,240","-733,795",-32.99%,"East Coast, Southern US",Active,2003-06-15,day,1,1-10,Jeff Kehe,,,35559,USD,35559
eCloudvalley,https://www.crunchbase.com/organization/ecloudvalley,"eCloudvalley Digital Technology is a fast-growing company, starting AWS business at the beginning of 2014 and obtained the status of AWS Managed Service Partner in 2016. In 2017, eCloudvalley became the very first AWS Premier Consulting Partner in the Greater China Region (GCR) and acquired certifications of ISO 27001 and ISO 27017. In the same year, we obtained the status of AWS Authorized Training Partner and started to provide a well-organized AWS learning path for our customers. Then, we also passed AWS DevOps Competency, AWS Security Competency, AWS SAP Competency, AWS Data & Analytics Competency, and AWS Mobile Competency, etc. With all these competencies audited by AWS, eCloudvalley cloud solutions are proved to be effective and reliable. Moreover, eCloudvalley is one of the notable vendors in the Asia Pacific Representative Vendors of Public Cloud MSP selected by Gartner in 2020. eCloudvalley has committed to digitalize with the cloud since the first day of business. We acquired certifications of ISO 9001 in 2020, providing services that meet customer needs with high-quality operational quality. eCloudvalley evolves our technology skills and keeps providing intelligent, automated managed services for our customers.","Cloud Computing, Cloud Data Services, Cloud Infrastructure, Cloud Management, Cloud Security, Information Technology, Internet of Things, Training",https://www.ecloudvalley.com,"Seattle, Washington, United States",eCloudvalley is a born-in-cloud company evolving the customers’ business with cloud technology.,"118,486","19,951","16,482.17",42.59%,26.43%,354,4.69,48.05%,66.23%,42.31%,"1,493,562","-220,308",-12.85%,"Greater Seattle Area, West Coast, Western US",Active,2013-09-13,day,1,251-500,MP Tsai,,,,,
Sky Systemz,https://www.crunchbase.com/organization/odp-solutions-inc,"Sky is a purpose built, all in one digital payment platform designed with a modern software (SaaS) stack to run unique, complex applications that legacy payment providers and out-of-the-box cloud based mobile payment solutions can't adequately serve.  Uniquely, Sky leverages analytics derived from its sophisticated product offering to provide actionable business insights to its customers; a disruptive combination of services & technology.","Analytics, Cloud Infrastructure, FinTech, Infrastructure, Mobile Payments, Payments, SaaS, Software",https://skysystemz.com/,"Lexington, Kentucky, United States",Digital payment platform designed with a modern tech (SaaS) stack to yield actionable insights (analytics) to business customers.,"25,626","19,845","11,361.67",42.35%,-40%,0,1,-34.8%,100%,114.45%,"1,522,112","-282,338",-15.65%,Southern US,Active,2017-01-01,year,1,51-100,Brian Nichols,,,,,
appmodz,https://www.crunchbase.com/organization/appmodz,,"Cloud Infrastructure, Information Technology, IT Infrastructure",https://www.appmodz.net,"Cambridge, Massachusetts, United States","appmodz is an IT company that offers IT infrastructure, cloud adoption, managed services, and application modernization services.","647,029","19,792",,,,0,1,,100%,,"1,526,625",,,"Greater Boston Area, East Coast, New England",Active,2020-01-01,year,1,1-10,Prakash Patil,,,,,
CoreWeave,https://www.crunchbase.com/organization/coreweave,"CoreWeave provides flexible compute services and products to empower innovators. The company provides GPU accelerated compute solutions to the CGI and machine learning industries. Backed by quality hardware and systems management infrastructure, CoreWeave is built to help clients scale and adapt to evolving compute requirements at industry leading economics.","Cloud Computing, Cloud Infrastructure, Information Technology, Infrastructure, Machine Learning",https://www.coreweave.com/,"New York, New York, United States",CoreWeave provides flexible compute services and products to empower creators.,"5,204","19,763","54,333.5",-53.28%,29.41%,88,2.72,142.58%,48.72%,-47.43%,"1,501,307","619,698",70.29%,"Greater New York Area, East Coast, Northeastern US",Active,2017-01-01,year,3,51-100,"Brannin McBee, Brian Venturo, Michael Intrator",,,,,
Basho Technologies,https://www.crunchbase.com/organization/basho-technologies,"Basho is a distributed systems company dedicated to making software that is highly available, fault-tolerant and easy-to-operate at scale. Basho’s distributed database, Riak, and Basho’s cloud storage software, Riak CS, are used by fast growing Web businesses and by one third of the Fortune 50 to power their critical Web, mobile and social applications and their public and private cloud platforms. Riak and Riak CS are open source platforms. Riak Enterprise and Riak CS Enterprise offer enhanced multi-datacenter replication and 24×7 Basho support.","Big Data, Cloud Infrastructure, Data Center, Enterprise Software, Software",https://riak.com,"Bellevue, Washington, United States","Basho Technologies is a distributed systems company that develops a key-value NoSQL database technology, Riak, and an object storage system","53,585","19,756","11,977",2.37%,54.96%,406,2.13,-28.12%,63.34%,2.74%,"1,529,078","8,829",0.58%,"Greater Seattle Area, West Coast, Western US",Active,2008-01-01,year,2,101-250,"Antony Falco, Earl Galleher",,,,,
CompuClaim,https://www.crunchbase.com/organization/compuclaim,,"Cloud Infrastructure, CMS, Health Care, Insurance, SaaS",http://www.compuclaim.com,"Newport, Rhode Island, United States","CompuClaim delivers cloud-based SAAS and CMS systems for the Medicaid and insurance industry, as well as healthcare.","219,794","19,579","21,671.5",-37.1%,-23.84%,"1,661",39.6,3.56%,34.29%,1.87%,"1,508,771","441,023",41.3%,"East Coast, New England, Northeastern US",Active,1993-01-01,year,1,11-50,Peter Carson,,,124291,USD,124291
Sunshine,https://www.crunchbase.com/organization/sunshine-2,,"Cloud Data Services, Cloud Infrastructure, File Sharing",https://www.sunshine.com/,"San Francisco, California, United States","Sunshine Contacts anticipates offering related products that help people with scheduling, event organization.","31,346","19,448","26,649.83",53.89%,-69.35%,19,1.24,-12.83%,87.33%,27.6%,"1,542,026","-360,531",-18.95%,"San Francisco Bay Area, West Coast, Western US",Closed,2009-08-25,day,2,11-50,"Marissa Mayer, Nicole Hosun Kim",,,,,
Cloudurable,https://www.crunchbase.com/organization/cloudurable,"Cloudurable provides services to support clients' cassandra and kafka deployments in the aws cloud. That includes training, mentoring, consulting, and subscription production support. Their training includes cassandra training, kafka training, dynamodb training, and kinesis training.","Cloud Data Services, Cloud Infrastructure, Developer Tools, Training",https://cloudurable.com,"San Francisco, California, United States",Cloudurable is a developer platform for aws cloud.,"1,779,578","18,930","14,259.83",51.8%,-33.33%,60,1.25,-23.31%,86.61%,4.25%,"1,565,124","-353,388",-18.42%,"San Francisco Bay Area, West Coast, Western US",Active,2013-01-01,year,,11-50,,,,,,
itopia,https://www.crunchbase.com/organization/itopia,"Itopia is a desktop-as-a-service solution for Google Cloud Platform, providing an end-to-end automated and orchestrated software. Its Cloud Automation Stack (CAS) technology is an enterprise IT life-cycle management solution purpose-built for Google Cloud Platform (GCP) environments. CAS enables enterprise IT departments and service providers to rapidly migrate and on-ramp enterprise workloads to GCP, including virtual desktops and applications, graphic workstations, hybrid Active Directory (AD) environments, AD-based disaster recovery, and Windows and Linux virtual machines. CAS drastically reduces the time and cost of managing GCP infrastructure and end-user computing environments all through an intuitive single pane of the glass management portal. itopia was founded in October 2013 by Ubaldo Don and Jonathan Lieberman. It is based in Miami, Florida.","Cloud Computing, Cloud Infrastructure, Information Services, Information Technology, SaaS, Software, Virtual Desktop",http://www.itopia.com,"Miami, Florida, United States","Itopia is a desktop-as-a-service solution for Google Cloud Platform, providing an end-to-end automated and orchestrated software.","16,416","18,804","17,043.17",-7.23%,298.67%,897,1.05,-20.51%,94.64%,1.92%,"1,570,652","89,333",6.03%,"Greater Miami Area, East Coast, Southern US",Active,2013-10-02,day,2,51-100,"Jonathan Lieberman, Ubaldo Don",,,52968,USD,52968
Armory,https://www.crunchbase.com/organization/armory,"Armory is an enterprise software company that commercializes the open-source continuous delivery platform, Spinnaker. The company has a platform called, Spinnaker, a cloud-native software delivery created and open-sourced by Netflix and Google, and battle-tested in production by the brands. It is partnered with availability, powerful feature extensions, and 24/7 expert support and services. Installing Armory in a Kubernetes cluster enables anyone to deploy workloads to multiple cloud targets across AWS, GCP, Azure, PCF, DC or OS, Kubernetes, ECS, Oracle's BMC, OpenStack, and more. Armory was founded in 2016 and is headquartered in San Mateo, California.","Cloud Computing, Cloud Infrastructure, Enterprise Applications, Enterprise Software, Information Technology, Internet, SaaS, Software",http://www.armory.io,"San Mateo, California, United States","Armory is an enterprise software company commercializing the open-source continuous delivery platform, Spinnaker.","41,919","18,775","12,272.5",56.04%,-48.28%,437,1.41,-2.65%,69.02%,-17.66%,"1,571,950","-386,620",-19.74%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2016-09-01,month,3,101-250,"Ben Mappen, Daniel Odio, Isaac Mosquera",,,,,
nClouds,https://www.crunchbase.com/organization/nclouds-inc,"nClouds is an award-winning provider of AWS and DevOps consulting and implementation services. nClouds' mission is to partner with customers, as extensions of their teams, to build and manage modern infrastructure solutions that deliver innovation faster. The company specializes in AWS Well-Architected, CI/CD pipelines, DevOps as a Service, containers, infrastructure automation, cloud migration, data & analytics/ML, and 24x7 on-call support. nClouds is an AWS Premier Consulting Partner, AWS MSP, AWS Well-Architected Partner, AWS Authorized Reseller, with certified AWS DevOps and Migration Competencies. nClouds is a seller of the nOps cloud management platform (SaaS).","Big Data, Cloud Computing, Cloud Infrastructure, Cloud Security, Consulting, Information Services, Information Technology, Internet, Software, Technical Support",http://www.nclouds.com/,"San Francisco, California, United States",nClouds is an award-winning provider of AWS and DevOps consulting and implementation services.,"131,643","18,707","13,455.83",164.45%,12.73%,62,1.09,-6.34%,90.92%,4.61%,"1,546,110","-946,174",-37.96%,"San Francisco Bay Area, West Coast, Western US",Active,2012-02-01,day,2,51-100,"JT Giri, Ryan Clark",,,,,
RackN,https://www.crunchbase.com/organization/rackn-inc,"RackN creates reusable, standardized IaC pipelines for platform and infrastructure teams, enabling collaboration, self-management and control at scale.  RackN Digital Rebar standardizes the full lifecycle management of infrastructure, enabling enterprises to mitigate risk and tame automation so that they can innovate faster. Digital Rebar’s infrastructure pipeline creates a consistent, automated workflow between compute, storage, networking, security and access control.","Cloud Infrastructure, Data Center Automation, IT Infrastructure, Software",http://www.rackn.com,"Austin, Texas, United States",Collaborative IaC pipeline and automation platform,"54,557","18,578",,7.44%,"1,319.23%","1,107",1.58,4.28%,42.27%,-39.37%,"1,551,853","23,686",1.55%,Southern US,Active,2014-12-01,month,3,1-10,"Dan Choquette, Greg Althaus, Rob Hirschfeld",,,,,
iland,https://www.crunchbase.com/organization/iland,"iland is a global cloud service provider of secure and compliant hosting for infrastructure (IaaS), disaster recovery (DRaaS), and backup as a service (BaaS). Headquartered in Houston, Texas and London, UK, iland delivers cloud services from its data centers throughout the Americas, Europe, Asia and Australia. Visit www.iland.com.","Cloud Computing, Cloud Data Services, Cloud Infrastructure, Cloud Management, Cloud Storage, IaaS, Information Technology, Internet",http://www.iland.com,"Houston, Texas, United States","iland is a cloud service provider of secure and compliant hosting for infrastructure, disaster recovery, and backup as a service.","145,513","18,186","31,518.5",-78.4%,241.06%,515,1.81,-19.26%,71.29%,13.46%,"1,598,889","1,004,050",168.79%,"Greater Houston Area, Southern US",Active,1994-01-01,year,2,101-250,"Brian Ussher, Scott Sparvero",1,,2442971,USD,2442971
WANdisco,https://www.crunchbase.com/organization/wandisco,"CEO David Richards and Chief Scientist Dr. Aahlad co-founded WANdisco in 2005. They grew the company without raising any private equity, venture capital or angel funding and led it to a highly successful IPO on the London Stock Exchange on June 1st 2012. The IPO raised over $24 million and was oversubscribed by more than 300%. The list of investors included Fidelity, Legal & General, BlackRock, Artemis, Hargreave Hale, Cazenove, M&G, Octopus and Standard Life. Chief Scientist Dr. Yeturu Aahlad is a leading authority on distributed computing. His vision and years of persistence led to the invention of WANdisco's patented Active Data Replication™ technology. The technology enables continuous consistent connectivity to data as it changes wherever it is located. It provides you with access to your data anytime and anywhere with no downtime and no disruption.  WANdisco has an OEM with IBM as well as strategic partnerships with Amazon Web Services, Cisco, Google, HP Enterprise, Microsoft Azure and Oracle to resell its patented technology. WANdisco works directly with Fortune 1000 companies around the world to ensure their data gives them the real insight they need. To learn more about WANdisco's story watch https://www.youtube.com/watch?v=KXwzQYVxZFM","Analytics, Big Data, Cloud Computing, Cloud Data Services, Cloud Infrastructure, Cloud Storage, Data Storage, Enterprise Software, Open Source, Software",http://www.wandisco.com,"San Ramon, California, United States","WANdisco, the world leader in Active Data Replication™, enables the replication of continuously changing data to different environments.","5,731","18,184","11,865",42.94%,-97.56%,17,1.42,3.89%,78.78%,2.48%,"1,598,969","-297,631",-15.69%,"San Francisco Bay Area, West Coast, Western US",Active,2005-11-01,day,4,251-500,"David Richards, Jim Campigli, Rahul Bhargava, Yeturu Aahlad",,,,,
Micropyramid,https://www.crunchbase.com/organization/micropyramid,"Custom web application development, Amazon Web Services Consulting Partner, Salesfoce customisation, mobile apps development, devops, django, e-commerce development, data analytics, machine learning, data science company.","Cloud Computing, Cloud Infrastructure, Cloud Security, Consulting, CRM, Enterprise Applications, Mobile Apps, Software, UX Design, Web Development",https://micropyramid.com,"Plano, Texas, United States","Custom web application development, Amazon Web Services Consulting Partner, Salesforce customisation, Mobile apps development company","370,109","17,858","19,466",14.98%,805.56%,163,1.05,0.44%,95.07%,-0.48%,"1,615,031","-92,417",-5.41%,"Dallas/Fort Worth Metroplex, Southern US",Active,2012-01-01,year,1,11-50,Aswani Kumar,,,,,
Pendello Solutions,https://www.crunchbase.com/organization/pendello-solutions,,"Cloud Infrastructure, Health Care, Information Technology, Risk Management",https://www.pendello.com/,"Prairie Village, Kansas, United States","Pendello Solutions offers IT support and services to wealth management, healthcare and professional services industries.","414,454","17,135",,"4,506.18%","13,900%",420,2.6,30%,40%,,"1,651,790","-7,146,007",-81.22%,Midwestern US,Active,2004-01-01,year,,11-50,,,,358583,USD,358583
Kion,https://www.crunchbase.com/organization/cloudtamer,"Kion is a cloud enablement solution designed to help organizations simplify management and governance activities to realize the full benefits of the cloud. Wherever you are on your cloud journey, Kion empowers organizations to go farther, faster.","Cloud Infrastructure, Cloud Management, Cloud Security, Cyber Security, Information Technology, Software",https://www.kion.io/,"Fulton, Maryland, United States",Kion is a cloud enablement solution designed to help organizations simplify management and governance of the cloud.,"20,885","17,051","19,475",30.31%,-68.68%,249,2.64,0.58%,64.78%,-18.42%,"1,656,051","-212,086",-11.35%,"Greater Baltimore-Maryland Area, East Coast, Southern US",Active,2018-01-01,year,1,51-100,Brian Price,,,,,
CloudKnox Security,https://www.crunchbase.com/organization/cloudknox-security-inc,"CloudKnox (2020 Gartner Cool Vendor for IAM) has built a multi-cloud permissions management platform that protects critical cloud infrastructure resources and identities by providing comprehensive visibility and enabling continuous, automated management of permissions (granted versus used) using patented Activity-Based Authorization technology. This platform continuously monitors, detects, and remediates over-permissioned machine and human identities across cloud infrastructure.","Cloud Infrastructure, Cloud Security, Information Technology, Private Cloud",http://www.cloudknox.io,"Sunnyvale, California, United States",CloudKnox develops a multi-cloud permissions management platform that protects critical cloud infrastructure resources and identities.,"71,361","17,018",,114.01%,-96.97%,2,1.07,-1.52%,92.52%,1.83%,"1,627,420","-711,306",-30.41%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2016-07-15,day,2,51-100,"Balaji Parimi, Rao Cherukuri",,,,,
Altoros,https://www.crunchbase.com/organization/altoros-systems,"As a Kubernetes Partner and certified service provider, Altoros helps Global 2000 and Fortune 500 companies to deliver easily scalable and upgradable apps. We offer consulting, training, and end-to-end solution development to support Kubernetes adoption across industries.  Partner reported qualifications AWS Select Level Kubernetes Certified Service Provider Microsoft Gold: Application Development Microsoft Gold: Cloud Platform Microsoft Azure Silver: Data Analytics Solution areas Our team builds a production-ready EKS/AKS/VMware Tanzu cluster integrated with enabled continuous integration/delivery pipeline (CI/CD), message queues, image registry, logging, monitoring, etc. A production-grade Kubernetes MVP on AWS/Azure/VMware Tanzu. As a result, you get a highly available and secure cluster with enhanced operational visibility. Technologies Amazon Web Services  Amazon Elastic Kubernetes Service Microsoft Azure Azure Kubernetes Service VMware Tanzu Application Service Professional services   Kubernetes implementation and enablement   We configure a Kubernetes cluster according to your unique requirements. In addition, we update the cluster to the latest Kubernetes version, while addressing all vulnerabilities. Our highly skilled cloud engineers help you to automate CI/CD pipelines, minimize operational efforts and reduce deployment time to minutes. Streamlining Day 2 operations Engineers at Altoros enable automatic backups of a Kubernetes cluster, data storage, CI/CD pipelines, etc. Thus, we ensure your Kubernetes deployment is highly available and risk-free. Application modernization Our experts identify the key workloads to be transferred to AWS/Azure/VMware Tanzu services, specify potential issues during the replatforming process, and develop a migration strategy. After that, engineers at Altoros tweak the architecture, decouple legacy services, and encapsulate your app into a container. Thanks to a microservices-based architecture, you can achieve your system’s high availability, scalability, and ease of maintenance. Kubernetes consulting Engineers at Altoros will examine your existing infrastructure and explore the architecture to detect bottlenecks and work out possible solutions. As a result, you get practical recommendations on how to efficiently operate your Kubernetes cluster, while decreasing costs. Over the years of experience in creating cloud-native solutions, Altoros has developed a maturity model that helps to assess how far a company has progressed in Kubernetes adoption. Relying on the model, our experts identify the maturity stage of your Kubernetes deployment, detect gaps, and prioritize improvements.","Cloud Infrastructure, Cloud Management, Cloud Security, Information Technology, Software",http://www.altoros.com,"Pleasanton, California, United States","As a Kubernetes Partner and certified service provider, Altoros helps companies to deliver easily scalable and upgradable apps.","145,527","17,016","18,484.67",-18.8%,-83.65%,94,1.44,-30.37%,59.08%,-24.31%,"1,627,497","255,455",18.62%,"San Francisco Bay Area, West Coast, Western US",Active,2001-01-01,year,2,251-500,"Andrei Yurkevich, Renat Khasanshyn",2,,62834,USD,62834
